Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R
22500,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
22501,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
22502,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
22503,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
22504,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
22505,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
22506,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
22507,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
22508,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
22509,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
22510,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
22511,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
22512,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
22513,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
22514,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22515,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
22516,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
22517,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
22518,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
22519,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
22520,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
22521,Forest,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
22522,Forest,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
22523,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
22524,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
22525,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
22526,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
22527,Forest,Cropland,Wetland,NULL,Wetland,NULL,Bareland,Grassland
22528,Forest,Cropland,Wetland,NULL,Wetland,NULL,Bareland,Wetland
22529,Forest,Cropland,Wetland,NULL,Wetland,NULL,Bareland,Forest
22530,Forest,Cropland,Wetland,NULL,Wetland,NULL,Built-up,Grassland
22531,Forest,Cropland,Wetland,NULL,Wetland,NULL,Built-up,Forest
22532,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
22533,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
22534,Forest,Cropland,Wetland,NULL,Wetland,NULL,Water,Forest
22535,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Wetland
22536,Forest,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
22537,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
22538,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
22539,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
22540,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
22541,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
22542,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Built-up,Forest
22543,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
22544,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
22545,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
22546,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
22547,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
22548,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
22549,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
22550,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
22551,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
22552,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
22553,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
22554,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
22555,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
22556,Forest,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
22557,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
22558,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
22559,Forest,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
22560,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Grassland
22561,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Wetland
22562,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
22563,Forest,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
22564,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
22565,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
22566,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
22567,Forest,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
22568,Forest,Cropland,Wetland,NULL,Wetland,Forest,Bareland,Wetland
22569,Forest,Cropland,Wetland,NULL,Wetland,Forest,Built-up,Forest
22570,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Wetland
22571,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
22572,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
22573,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
22574,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
22575,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
22576,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
22577,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
22578,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
22579,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
22580,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
22581,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
22582,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
22583,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
22584,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
22585,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
22586,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
22587,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
22588,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
22589,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
22590,Forest,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
22591,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
22592,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
22593,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
22594,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
22595,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
22596,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
22597,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
22598,Forest,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
22599,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
22600,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,Water
22601,Forest,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
22602,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
22603,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
22604,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
22605,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
22606,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
22607,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
22608,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
22609,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
22610,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
22611,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
22612,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
22613,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
22614,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
22615,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
22616,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
22617,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
22618,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
22619,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
22620,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
22621,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
22622,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
22623,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
22624,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
22625,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
22626,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
22627,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
22628,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
22629,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
22630,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Wetland
22631,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
22632,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
22633,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
22634,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
22635,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
22636,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
22637,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
22638,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
22639,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22640,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,NULL
22641,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
22642,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
22643,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Grassland
22644,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Wetland
22645,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
22646,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
22647,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
22648,Forest,Cropland,Water,Water,Water,Wetland,NULL,Wetland
22649,Forest,Cropland,Water,Water,Water,Water,NULL,Water
22650,Forest,Cropland,Water,Water,Water,Water,Water,Water
22651,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
22652,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
22653,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
22654,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
22655,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
22656,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
22657,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
22658,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
22659,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
22660,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
22661,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
22662,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
22663,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
22664,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
22665,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
22666,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
22667,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Water
22668,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
22669,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
22670,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
22671,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
22672,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
22673,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
22674,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22675,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22676,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
22677,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
22678,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
22679,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
22680,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
22681,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22682,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
22683,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
22684,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
22685,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
22686,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
22687,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
22688,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
22689,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
22690,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
22691,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
22692,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
22693,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
22694,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
22695,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
22696,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
22697,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
22698,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
22699,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
22700,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
22701,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
22702,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
22703,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
22704,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
22705,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
22706,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
22707,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
22708,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
22709,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
22710,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
22711,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
22712,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
22713,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
22714,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
22715,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
22716,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
22717,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
22718,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
22719,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
22720,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
22721,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Bareland,Wetland
22722,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
22723,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
22724,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
22725,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
22726,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
22727,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
22728,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
22729,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
22730,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
22731,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
22732,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
22733,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
22734,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
22735,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Forest
22736,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
22737,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
22738,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
22739,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
22740,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
22741,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
22742,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
22743,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
22744,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
22745,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
22746,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
22747,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
22748,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
22749,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
22750,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
22751,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
22752,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
22753,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
22754,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
22755,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
22756,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
22757,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
22758,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
22759,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
22760,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
22761,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
22762,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
22763,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
22764,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
22765,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
22766,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
22767,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
22768,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
22769,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
22770,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
22771,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
22772,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
22773,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
22774,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
22775,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
22776,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
22777,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
22778,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
22779,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
22780,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
22781,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
22782,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
22783,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
22784,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
22785,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
22786,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
22787,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
22788,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
22789,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
22790,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
22791,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
22792,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
22793,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
22794,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
22795,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
22796,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
22797,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
22798,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
22799,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
22800,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
22801,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
22802,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22803,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
22804,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
22805,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
22806,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
22807,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
22808,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
22809,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
22810,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
22811,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
22812,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
22813,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
22814,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
22815,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
22816,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
22817,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
22818,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
22819,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
22820,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Forest,Forest
22821,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
22822,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
22823,Forest,Wetland,NULL,Water,Non_Wetland,Water,NULL,Wetland
22824,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
22825,Forest,Wetland,NULL,Water,Non_Wetland,Forest,NULL,Water
22826,Forest,Wetland,NULL,Water,Non_Wetland,Forest,NULL,Forest
22827,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
22828,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
22829,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
22830,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
