Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZG_M_R
4020,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4021,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
4022,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
4023,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4024,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Bareland
4025,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4026,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4027,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4028,Water,Water,Wetland,Water,Wetland,Grassland,Water,Cropland
4029,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4030,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
4031,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4032,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4033,Water,Water,Wetland,Water,Wetland,Cropland,Wetland,Water
4034,Water,Water,Wetland,Water,Wetland,Cropland,Water,Cropland
4035,Water,Water,Wetland,Water,Wetland,Cropland,Water,Bareland
4036,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
4037,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4038,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4039,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4040,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4041,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4042,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4043,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4044,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4045,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
4046,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4047,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
4048,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4049,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4050,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
4051,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4052,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4053,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
4054,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
4055,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4056,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4057,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4058,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
4059,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
4060,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4061,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4062,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4063,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4064,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4065,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4066,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4067,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4068,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4069,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4070,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4071,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
4072,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4073,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4074,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4075,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
4076,Water,Water,Water,NULL,Water,NULL,Water,Water
4077,Water,Water,Water,NULL,Water,NULL,Water,Forest
4078,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
4079,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
4080,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
4081,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
4082,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
4083,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
4084,Water,Water,Water,NULL,Water,Grassland,Water,Water
4085,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
4086,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
4087,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
4088,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4089,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4090,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
4091,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
4092,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
4093,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
4094,Water,Water,Water,NULL,Water,Wetland,Water,Water
4095,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4096,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
4097,Water,Water,Water,NULL,Water,Bareland,NULL,Forest
4098,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
4099,Water,Water,Water,NULL,Water,Water,NULL,Grassland
4100,Water,Water,Water,NULL,Water,Water,NULL,Water
4101,Water,Water,Water,NULL,Water,Water,NULL,Forest
4102,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
4103,Water,Water,Water,NULL,Water,Water,Grassland,Water
4104,Water,Water,Water,NULL,Water,Water,Grassland,Forest
4105,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
4106,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
4107,Water,Water,Water,NULL,Water,Water,Wetland,Water
4108,Water,Water,Water,NULL,Water,Water,Wetland,Forest
4109,Water,Water,Water,NULL,Water,Water,Water,Grassland
4110,Water,Water,Water,NULL,Water,Water,Water,Wetland
4111,Water,Water,Water,NULL,Water,Water,Water,Bareland
4112,Water,Water,Water,NULL,Water,Water,Water,Water
4113,Water,Water,Water,NULL,Water,Water,Water,Forest
4114,Water,Water,Water,NULL,Water,Water,Forest,Grassland
4115,Water,Water,Water,NULL,Water,Water,Forest,Water
4116,Water,Water,Water,NULL,Water,Water,Forest,Forest
4117,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
4118,Water,Water,Water,NULL,Water,Forest,Water,Forest
4119,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
4120,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4121,Water,Water,Water,Non_Water,Water,NULL,Water,Water
4122,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
4123,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
4124,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
4125,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
4126,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
4127,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4128,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4129,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4130,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4131,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4132,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4133,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
4134,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
4135,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4136,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4137,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
4138,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
4139,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
4140,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
4141,Water,Water,Water,Non_Water,Water,Water,Water,Water
4142,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4143,Water,Water,Water,Non_Water,Water,Water,Forest,Water
4144,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
4145,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4146,Water,Water,Water,Non_Water,Water,Forest,Water,Water
4147,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
4148,Water,Water,Water,Water,Water,NULL,NULL,Water
4149,Water,Water,Water,Water,Water,NULL,Wetland,Water
4150,Water,Water,Water,Water,Water,NULL,Wetland,Forest
4151,Water,Water,Water,Water,Water,NULL,Water,Water
4152,Water,Water,Water,Water,Water,NULL,Water,Forest
4153,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
4154,Water,Water,Water,Water,Water,Grassland,NULL,Forest
4155,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
4156,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
4157,Water,Water,Water,Water,Water,Grassland,Water,Grassland
4158,Water,Water,Water,Water,Water,Grassland,Water,Water
4159,Water,Water,Water,Water,Water,Grassland,Water,Forest
4160,Water,Water,Water,Water,Water,Cropland,Water,Water
4161,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
4162,Water,Water,Water,Water,Water,Wetland,NULL,Water
4163,Water,Water,Water,Water,Water,Wetland,NULL,Forest
4164,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
4165,Water,Water,Water,Water,Water,Wetland,Grassland,Water
4166,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
4167,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
4168,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
4169,Water,Water,Water,Water,Water,Wetland,Wetland,Water
4170,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
4171,Water,Water,Water,Water,Water,Wetland,Water,Grassland
4172,Water,Water,Water,Water,Water,Wetland,Water,Wetland
4173,Water,Water,Water,Water,Water,Wetland,Water,Water
4174,Water,Water,Water,Water,Water,Wetland,Water,Forest
4175,Water,Water,Water,Water,Water,Bareland,NULL,Water
4176,Water,Water,Water,Water,Water,Bareland,NULL,Forest
4177,Water,Water,Water,Water,Water,Bareland,Wetland,Water
4178,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
4179,Water,Water,Water,Water,Water,Bareland,Water,Water
4180,Water,Water,Water,Water,Water,Water,NULL,Grassland
4181,Water,Water,Water,Water,Water,Water,NULL,Water
4182,Water,Water,Water,Water,Water,Water,NULL,Forest
4183,Water,Water,Water,Water,Water,Water,Grassland,Grassland
4184,Water,Water,Water,Water,Water,Water,Grassland,Water
4185,Water,Water,Water,Water,Water,Water,Grassland,Forest
4186,Water,Water,Water,Water,Water,Water,Wetland,Grassland
4187,Water,Water,Water,Water,Water,Water,Wetland,Wetland
4188,Water,Water,Water,Water,Water,Water,Wetland,Water
4189,Water,Water,Water,Water,Water,Water,Wetland,Forest
4190,Water,Water,Water,Water,Water,Water,Water,Grassland
4191,Water,Water,Water,Water,Water,Water,Water,Wetland
4192,Water,Water,Water,Water,Water,Water,Water,Bareland
4193,Water,Water,Water,Water,Water,Water,Water,Water
4194,Water,Water,Water,Water,Water,Water,Water,Forest
4195,Water,Water,Water,Water,Water,Water,Forest,Water
4196,Water,Water,Water,Water,Water,Forest,Wetland,Forest
4197,Water,Water,Water,Water,Water,Forest,Water,Water
4198,Water,Water,Water,Water,Water,Forest,Water,Forest
4199,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4200,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4201,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4202,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4203,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4204,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4205,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4206,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4207,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4208,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
4209,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4210,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4211,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4212,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
4213,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4214,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4215,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4216,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4217,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4218,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4219,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4220,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4221,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4222,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4223,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4224,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4225,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
4226,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4227,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4228,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4229,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4230,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4231,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
4232,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4233,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4234,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4235,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4236,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4237,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4238,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4239,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4240,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4241,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4242,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4243,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4244,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4245,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4246,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
4247,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4248,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4249,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4250,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4251,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4252,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4253,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4254,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4255,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4256,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4257,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4258,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
4259,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4260,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4261,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
4262,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4263,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4264,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4265,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4266,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4267,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
4268,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4269,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
4270,Water,Water,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
4271,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4272,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
4273,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
4274,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Bareland
4275,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
4276,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
4277,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4278,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4279,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4280,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4281,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4282,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4283,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4284,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4285,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Forest
4286,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
4287,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
4288,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
4289,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
4290,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4291,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4292,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4293,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4294,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4295,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
4296,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4297,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4298,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4299,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4300,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4301,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4302,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4303,Water,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4304,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4305,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4306,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4307,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
4308,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4309,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4310,Water,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4311,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4312,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4313,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4314,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4315,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4316,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
4317,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4318,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4319,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4320,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4321,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
4322,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4323,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
4324,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4325,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4326,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4327,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4328,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
4329,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
4330,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
4331,Water,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
4332,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
4333,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
4334,Water,Forest,Water,NULL,Water,Water,Wetland,Water
4335,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
4336,Water,Forest,Water,NULL,Water,Water,Water,Water
4337,Water,Forest,Water,NULL,Water,Water,Water,Forest
4338,Water,Forest,Water,Non_Water,Water,Grassland,Water,Forest
4339,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
4340,Water,Forest,Water,Non_Water,Water,Water,Wetland,Water
4341,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
4342,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
4343,Water,Forest,Water,Water,Water,NULL,Water,Forest
4344,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
4345,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
4346,Water,Forest,Water,Water,Water,Wetland,Water,Water
4347,Water,Forest,Water,Water,Water,Wetland,Water,Forest
4348,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
4349,Water,Forest,Water,Water,Water,Water,Wetland,Water
4350,Water,Forest,Water,Water,Water,Water,Water,Water
4351,Water,Forest,Water,Water,Water,Water,Water,Forest
4352,Water,Forest,Water,Water,Water,Forest,Water,Forest
4353,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4354,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4355,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4356,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4357,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4358,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4359,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4360,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4361,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
4362,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4363,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4364,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
4365,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4366,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4367,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4368,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
4369,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4370,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4371,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4372,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4373,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4374,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4375,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4376,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4377,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4378,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4379,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4380,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4381,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4382,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4383,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4384,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4385,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4386,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4387,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
4388,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
4389,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4390,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4391,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
4392,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
4393,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4394,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4395,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4396,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4397,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4398,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4399,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4400,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4401,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4402,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4403,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
4404,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4405,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
4406,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
