Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R
5162,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5163,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5164,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5165,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5166,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5167,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5168,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5169,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5170,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5171,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5172,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
5173,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5174,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
5175,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5176,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5177,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5178,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5179,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5180,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
5181,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5182,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
5183,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5184,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5185,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5186,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
5187,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5188,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
5189,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5190,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5191,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5192,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
5193,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5194,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
5195,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
5196,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5197,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
5198,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5199,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
5200,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5201,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5202,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5203,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5204,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5205,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5206,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5207,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
5208,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
5209,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
5210,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5211,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
5212,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5213,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
5214,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
5215,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
5216,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
5217,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
5218,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5219,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5220,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
5221,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5222,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
5223,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Water
5224,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
5225,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
5226,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
5227,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
5228,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
5229,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
5230,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
5231,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
5232,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
5233,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
5234,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
5235,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5236,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5237,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
5238,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
5239,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5240,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
5241,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5242,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5243,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5244,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
5245,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
5246,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5247,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5248,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5249,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5250,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5251,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5252,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5253,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
5254,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5255,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5256,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5257,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5258,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5259,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5260,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5261,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5262,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5263,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5264,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5265,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5266,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5267,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5268,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5269,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5270,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
5271,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5272,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5273,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
5274,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5275,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5276,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5277,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5278,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5279,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5280,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5281,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5282,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5283,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5284,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5285,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
5286,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5287,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5288,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
5289,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5290,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5291,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
5292,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
5293,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
5294,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
5295,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5296,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5297,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5298,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
5299,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
5300,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5301,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
5302,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5303,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5304,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5305,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5306,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
5307,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5308,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5309,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5310,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
5311,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
5312,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5313,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
5314,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5315,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5316,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5317,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5318,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5319,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5320,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
5321,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5322,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5323,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
5324,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
5325,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5326,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5327,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5328,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5329,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
5330,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5331,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5332,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5333,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
5334,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
5335,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5336,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
5337,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
5338,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
5339,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
5340,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
5341,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
5342,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
5343,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5344,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5345,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5346,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
5347,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5348,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
5349,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
5350,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
5351,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
5352,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5353,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
5354,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
5355,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
5356,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
5357,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5358,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5359,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5360,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5361,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5362,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5363,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5364,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5365,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5366,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5367,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5368,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5369,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5370,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5371,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5372,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5373,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5374,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5375,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5376,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5377,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5378,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5379,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5380,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5381,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5382,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5383,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5384,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5385,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5386,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5387,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5388,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5389,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5390,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5391,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
5392,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5393,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5394,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5395,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5396,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5397,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5398,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5399,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5400,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5401,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5402,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5403,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
5404,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
5405,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5406,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5407,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5408,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
5409,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
5410,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5411,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5412,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5413,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5414,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
5415,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5416,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5417,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5418,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5419,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5420,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5421,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5422,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
5423,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
5424,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5425,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
5426,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
5427,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
5428,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
5429,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5430,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5431,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
5432,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
5433,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
5434,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5435,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5436,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5437,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
5438,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
5439,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5440,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5441,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Wetland
5442,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
5443,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
5444,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5445,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5446,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5447,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
5448,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5449,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5450,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
5451,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
5452,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
5453,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5454,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5455,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5456,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5457,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5458,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5459,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5460,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5461,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5462,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5463,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5464,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5465,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5466,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5467,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
5468,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5469,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
5470,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
5471,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
5472,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
5473,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
5474,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
5475,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
5476,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5477,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5478,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
5479,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5480,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5481,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5482,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5483,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
5484,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
5485,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
5486,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
5487,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
5488,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5489,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
5490,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
5491,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5492,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5493,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5494,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
5495,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5496,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5497,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5498,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
5499,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
5500,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
