Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R
3612,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3613,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3614,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3615,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
3616,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3617,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3618,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3619,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3620,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
3621,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3622,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3623,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3624,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
3625,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3626,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3627,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3628,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3629,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
3630,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3631,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3632,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3633,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3634,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3635,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3636,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3637,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
3638,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3639,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3640,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
3641,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3642,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3643,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3644,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3645,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3646,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3647,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3648,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3649,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3650,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3651,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3652,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3653,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3654,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
3655,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3656,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
3657,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3658,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3659,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3660,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3661,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3662,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3663,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
3664,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3665,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
3666,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3667,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
3668,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3669,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3670,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
3671,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3672,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3673,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3674,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3675,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3676,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3677,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3678,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3679,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3680,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3681,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3682,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3683,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3684,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3685,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3686,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3687,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3688,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3689,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3690,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3691,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3692,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3693,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3694,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3695,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3696,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
3697,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3698,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3699,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3700,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3701,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
3702,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3703,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3704,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3705,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
3706,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3707,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
3708,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
3709,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3710,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
3711,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3712,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3713,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3714,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3715,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3716,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
3717,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3718,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3719,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
3720,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3721,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3722,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3723,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3724,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3725,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3726,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3727,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
3728,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3729,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3730,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
3731,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
3732,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
3733,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3734,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3735,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3736,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
3737,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
3738,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3739,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
3740,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3741,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3742,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3743,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3744,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3745,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3746,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3747,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3748,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3749,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3750,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
3751,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3752,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
3753,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3754,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3755,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3756,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3757,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3758,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3759,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3760,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3761,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3762,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3763,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
3764,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3765,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3766,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
3767,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3768,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3769,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
3770,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3771,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3772,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
3773,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3774,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3775,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3776,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3777,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
3778,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3779,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3780,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3781,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3782,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3783,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3784,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3785,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3786,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
3787,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3788,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3789,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3790,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3791,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3792,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
3793,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3794,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3795,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3796,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3797,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3798,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3799,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
3800,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3801,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3802,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3803,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3804,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3805,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3806,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3807,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3808,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3809,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3810,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3811,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3812,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3813,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3814,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
3815,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3816,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3817,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3818,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3819,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3820,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3821,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
3822,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
3823,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3824,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3825,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3826,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3827,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3828,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3829,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3830,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3831,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3832,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3833,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3834,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3835,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3836,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
3837,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3838,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3839,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3840,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
3841,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3842,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3843,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
3844,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3845,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
3846,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
3847,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3848,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3849,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
3850,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3851,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3852,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
3853,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
3854,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3855,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3856,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3857,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3858,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3859,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3860,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
3861,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3862,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3863,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
3864,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3865,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
3866,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
3867,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3868,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Bareland
3869,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
3870,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3871,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3872,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3873,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
3874,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
3875,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3876,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3877,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
3878,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
3879,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3880,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3881,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3882,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
3883,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
3884,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
3885,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Wetland,Water
3886,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3887,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3888,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3889,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
3890,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3891,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
3892,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3893,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3894,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3895,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3896,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3897,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3898,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3899,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3900,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3901,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3902,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3903,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3904,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3905,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3906,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3907,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3908,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3909,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3910,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3911,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3912,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3913,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3914,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3915,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
3916,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3917,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
3918,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3919,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3920,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3921,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3922,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3923,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3924,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3925,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3926,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3927,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3928,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3929,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3930,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3931,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
3932,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
3933,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
3934,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3935,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3936,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3937,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3938,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3939,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3940,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3941,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
3942,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3943,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3944,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3945,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
3946,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
3947,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
3948,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
3949,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
3950,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3951,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3952,Forest,Water,Water,NULL,Water,NULL,Water,Water
3953,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3954,Forest,Water,Water,NULL,Water,NULL,Forest,Water
3955,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3956,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
3957,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3958,Forest,Water,Water,NULL,Water,Grassland,Water,Water
3959,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
3960,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3961,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3962,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3963,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3964,Forest,Water,Water,NULL,Water,Bareland,Wetland,Bareland
3965,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
3966,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3967,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3968,Forest,Water,Water,NULL,Water,Water,Water,Water
3969,Forest,Water,Water,NULL,Water,Water,Water,Forest
3970,Forest,Water,Water,NULL,Water,Water,Forest,Water
3971,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3972,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3973,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3974,Forest,Water,Water,NULL,Water,Forest,Water,Water
