Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUC_M_R
6650,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6651,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6652,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6653,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6654,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6655,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6656,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
6657,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6658,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
6659,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6660,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6661,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6662,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
6663,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6664,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6665,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6666,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6667,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6668,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6669,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6670,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6671,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6672,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6673,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6674,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6675,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6676,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6677,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6678,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6679,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6680,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
6681,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6682,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6683,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6684,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
6685,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6686,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
6687,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6688,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6689,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
6690,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6691,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6692,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
6693,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6694,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6695,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6696,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Wetland
6697,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6698,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6699,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6700,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6701,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
6702,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6703,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6704,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
6705,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6706,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6707,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6708,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6709,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6710,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6711,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6712,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6713,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6714,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6715,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6716,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
6717,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6718,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6719,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6720,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6721,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6722,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
6723,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6724,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6725,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6726,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6727,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
6728,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
6729,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6730,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6731,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
6732,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
6733,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6734,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6735,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6736,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6737,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6738,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6739,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6740,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6741,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6742,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6743,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6744,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6745,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6746,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6747,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6748,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6749,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6750,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6751,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6752,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6753,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6754,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6755,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6756,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6757,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6758,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6759,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6760,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6761,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6762,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
6763,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6764,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6765,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
6766,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6767,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6768,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6769,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6770,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
6771,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6772,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6773,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6774,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6775,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
6776,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6777,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6778,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6779,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6780,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6781,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6782,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6783,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
6784,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6785,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6786,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6787,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6788,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6789,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6790,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6791,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6792,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6793,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6794,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6795,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6796,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6797,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6798,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
6799,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6800,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6801,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6802,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6803,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6804,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6805,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6806,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
6807,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
6808,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6809,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6810,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6811,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
6812,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6813,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6814,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6815,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Wetland
6816,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6817,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6818,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6819,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6820,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
6821,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6822,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6823,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6824,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6825,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
6826,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6827,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6828,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6829,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6830,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
6831,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
6832,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6833,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6834,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
6835,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6836,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
6837,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6838,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6839,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6840,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6841,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6842,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6843,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
6844,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6845,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6846,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6847,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6848,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6849,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6850,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
6851,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6852,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6853,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6854,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6855,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6856,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6857,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6858,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6859,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6860,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
6861,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6862,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6863,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6864,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6865,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6866,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6867,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6868,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6869,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6870,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6871,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6872,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6873,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6874,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6875,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6876,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6877,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
6878,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6879,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6880,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6881,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
6882,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6883,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6884,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6885,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
6886,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6887,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6888,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6889,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6890,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
6891,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6892,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6893,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
6894,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6895,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6896,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
6897,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
6898,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6899,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6900,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
6901,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6902,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6903,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
6904,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6905,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6906,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6907,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6908,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
6909,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6910,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6911,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6912,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6913,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6914,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6915,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6916,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6917,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6918,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6919,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6920,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
6921,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6922,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6923,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6924,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6925,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6926,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6927,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6928,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6929,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6930,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6931,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
6932,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
6933,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
6934,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6935,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
6936,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6937,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6938,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6939,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
6940,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
6941,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
6942,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6943,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
6944,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6945,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6946,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6947,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6948,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6949,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6950,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6951,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6952,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
6953,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
6954,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
