Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUT_M_R
12295,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
12296,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12297,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
12298,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
12299,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
12300,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
12301,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
12302,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
12303,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,NULL
12304,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
12305,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
12306,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Water
12307,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
12308,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12309,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12310,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12311,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Built-up
12312,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
12313,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12314,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
12315,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
12316,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
12317,Water,Water,Wetland,NULL,Wetland,Shrubland,Built-up,Water
12318,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
12319,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
12320,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
12321,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
12322,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
12323,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12324,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
12325,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
12326,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
12327,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Water
12328,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12329,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
12330,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
12331,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Cropland
12332,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
12333,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
12334,Water,Water,Wetland,NULL,Wetland,Cropland,NULL,Grassland
12335,Water,Water,Wetland,NULL,Wetland,Cropland,NULL,Water
12336,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Grassland
12337,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
12338,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Wetland
12339,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
12340,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
12341,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
12342,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
12343,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Bareland
12344,Water,Water,Wetland,NULL,Wetland,Water,NULL,NULL
12345,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
12346,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
12347,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
12348,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
12349,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
12350,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,NULL
12351,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
12352,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
12353,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Bareland
12354,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
12355,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
12356,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
12357,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
12358,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
12359,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
12360,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
12361,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
12362,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
12363,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
12364,Water,Water,Wetland,NULL,Wetland,Water,Water,Built-up
12365,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
12366,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
12367,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
12368,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,NULL
12369,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
12370,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
12371,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
12372,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12373,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
12374,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
12375,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
12376,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
12377,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12378,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
12379,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
12380,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
12381,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12382,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
12383,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
12384,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
12385,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
12386,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
12387,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
12388,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
12389,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
12390,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
12391,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12392,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
12393,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12394,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
12395,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
12396,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
12397,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
12398,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
12399,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
12400,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
12401,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
12402,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
12403,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
12404,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
12405,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
12406,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
12407,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12408,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
12409,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
12410,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
12411,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
12412,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
12413,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
12414,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
12415,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
12416,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
12417,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
12418,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
12419,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
12420,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
12421,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
12422,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
12423,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
12424,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
12425,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,NULL
12426,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
12427,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
12428,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
12429,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
12430,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
12431,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12432,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
12433,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
12434,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12435,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
12436,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
12437,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
12438,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
12439,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
12440,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
12441,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
12442,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
12443,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
12444,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
12445,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
12446,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
12447,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
12448,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
12449,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
12450,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
12451,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
12452,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
12453,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
12454,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
12455,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
12456,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
12457,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
12458,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
12459,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
12460,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
12461,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
12462,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
12463,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
12464,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
12465,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
12466,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
12467,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
12468,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
12469,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
12470,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
12471,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,NULL
12472,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
12473,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Wetland
12474,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
12475,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
12476,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Bareland
12477,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
12478,Water,Water,Wetland,Water,Wetland,NULL,Water,NULL
12479,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
12480,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
12481,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
12482,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
12483,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,NULL
12484,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
12485,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Cropland
12486,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
12487,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
12488,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
12489,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
12490,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12491,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
12492,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
12493,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
12494,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
12495,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Bareland
12496,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
12497,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
12498,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
12499,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
12500,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
12501,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
12502,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
12503,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
12504,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
12505,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,NULL
12506,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
12507,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Water
12508,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12509,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Cropland
12510,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Bareland
12511,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
12512,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
12513,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
12514,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
12515,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Grassland
12516,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Water
12517,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
12518,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
12519,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
12520,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
12521,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
12522,Water,Water,Wetland,Water,Wetland,Bareland,Water,Cropland
12523,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
12524,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
12525,Water,Water,Wetland,Water,Wetland,Built-up,Shrubland,Water
12526,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
12527,Water,Water,Wetland,Water,Wetland,Built-up,Water,Bareland
12528,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
12529,Water,Water,Wetland,Water,Wetland,Water,NULL,NULL
12530,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
12531,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
12532,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
12533,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
12534,Water,Water,Wetland,Water,Wetland,Water,Shrubland,NULL
12535,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
12536,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
12537,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
12538,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
12539,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
12540,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
12541,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
12542,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
12543,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
12544,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
12545,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
12546,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
12547,Water,Water,Wetland,Water,Wetland,Water,Water,Water
12548,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
12549,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
12550,Water,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
12551,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
12552,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
12553,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,NULL
12554,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
12555,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Water
12556,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
12557,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
12558,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
12559,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
12560,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12561,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
12562,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12563,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12564,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
12565,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
12566,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
12567,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12568,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12569,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12570,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12571,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12572,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
12573,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
12574,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
12575,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
12576,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
12577,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
12578,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12579,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12580,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Water
12581,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12582,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12583,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
12584,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
12585,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Wetland
12586,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
12587,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
12588,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
12589,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Built-up
12590,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12591,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
12592,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
12593,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
12594,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
12595,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
12596,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
12597,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Cropland
12598,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
12599,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
12600,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Built-up
12601,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
12602,Water,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12603,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
12604,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12605,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12606,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Water
12607,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12608,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
12609,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
12610,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
12611,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12612,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12613,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12614,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
12615,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12616,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Water
12617,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12618,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12619,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
12620,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12621,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
12622,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
12623,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12624,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,NULL
12625,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12626,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
12627,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12628,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
12629,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
12630,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
12631,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
12632,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,NULL
12633,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12634,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
12635,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Water
12636,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
12637,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
12638,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
12639,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
12640,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
12641,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
12642,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
12643,Water,Water,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
12644,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
12645,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Water
12646,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
12647,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
12648,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12649,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12650,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
12651,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
12652,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
12653,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
12654,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,NULL
12655,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
12656,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Water
12657,Water,Water,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
12658,Water,Water,Bareland,Water,Non_Wetland,Grassland,Shrubland,Wetland
12659,Water,Water,Bareland,Water,Non_Wetland,Grassland,Shrubland,Water
12660,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
