Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMV_M_R
1599,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1600,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1601,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1602,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1603,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1604,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1605,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1606,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1607,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1608,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1609,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1610,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1611,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1612,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1613,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1614,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1615,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1616,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1617,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Water,Forest
1618,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1619,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
1620,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1621,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1622,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1623,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1624,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
1625,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1626,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1627,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1628,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1629,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
1630,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1631,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1632,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1633,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1634,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1635,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1636,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1637,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1638,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1639,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1640,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1641,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1642,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1643,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1644,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1645,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1646,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1647,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1648,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1649,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1650,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1651,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1652,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1653,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1654,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1655,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1656,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1657,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1658,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1659,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1660,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1661,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1662,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1663,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1664,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1665,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1666,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
1667,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1668,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1669,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1670,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1671,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1672,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1673,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1674,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1675,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1676,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1677,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1678,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1679,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1680,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1681,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1682,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1683,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1684,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1685,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1686,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
1687,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1688,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1689,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1690,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1691,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1692,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
1693,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1694,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1695,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1696,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1697,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1698,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
1699,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1700,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
1701,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1702,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
1703,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1704,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1705,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1706,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1707,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1708,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1709,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1710,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1711,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1712,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1713,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1714,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1715,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1716,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1717,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1718,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1719,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1720,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1721,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1722,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1723,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1724,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1725,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1726,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1727,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1728,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1729,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1730,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1731,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1732,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
1733,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1734,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1735,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
1736,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1737,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1738,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1739,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1740,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1741,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1742,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1743,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1744,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1745,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1746,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1747,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1748,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1749,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1750,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1751,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1752,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1753,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1754,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1755,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1756,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1757,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1758,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1759,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1760,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1761,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1762,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1763,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1764,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1765,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1766,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
1767,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1768,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1769,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1770,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
1771,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1772,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1773,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1774,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1775,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1776,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
1777,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1778,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
1779,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
1780,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1781,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1782,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
1783,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1784,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1785,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1786,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1787,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1788,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1789,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1790,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1791,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
1792,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
1793,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1794,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1795,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1796,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1797,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1798,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1799,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1800,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1801,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1802,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1803,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1804,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1805,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1806,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1807,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1808,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1809,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1810,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1811,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1812,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1813,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1814,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1815,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1816,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1817,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1818,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1819,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1820,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1821,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1822,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1823,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1824,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1825,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1826,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1827,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1828,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1829,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1830,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1831,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1832,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1833,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1834,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1835,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1836,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1837,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1838,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1839,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1840,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
1841,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1842,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1843,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1844,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1845,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1846,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1847,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
1848,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1849,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
1850,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1851,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1852,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1853,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1854,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1855,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1856,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1857,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1858,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
1859,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1860,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1861,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1862,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1863,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
1864,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1865,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
1866,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1867,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1868,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1869,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1870,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1871,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1872,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1873,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
1874,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
1875,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1876,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1877,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
1878,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1879,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1880,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
1881,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1882,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
1883,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
1884,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Wetland
1885,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1886,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1887,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
1888,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1889,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1890,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1891,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1892,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1893,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1894,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
1895,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1896,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
1897,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1898,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1899,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1900,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1901,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1902,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1903,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1904,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1905,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
1906,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1907,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1908,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1909,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1910,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1911,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1912,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1913,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1914,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1915,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1916,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1917,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1918,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1919,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1920,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1921,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1922,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1923,Forest,Wetland,Water,Water,Water,NULL,Water,Water
1924,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1925,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1926,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
1927,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
1928,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
1929,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1930,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1931,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
1932,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1933,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1934,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1935,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1936,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1937,Forest,Wetland,Water,Water,Water,Water,NULL,Wetland
1938,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
1939,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1940,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
