Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDH_M_R
2355,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2356,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2357,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
2358,Water,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2359,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2360,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2361,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2362,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2363,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2364,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2365,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Bareland
2366,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
2367,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Bareland
2368,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Bareland
2369,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2370,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2371,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
2372,Water,Wetland,Water,NULL,Water,NULL,Water,Bareland
2373,Water,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
2374,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
2375,Water,Wetland,Water,Water,Water,NULL,Wetland,Wetland
2376,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
2377,Water,Wetland,Water,Water,Water,NULL,Water,Bareland
2378,Water,Wetland,Water,Water,Water,NULL,Water,Water
2379,Water,Wetland,Water,Water,Water,Grassland,Water,Bareland
2380,Water,Wetland,Water,Water,Water,Grassland,Water,Water
2381,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2382,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
2383,Water,Wetland,Water,Water,Water,Wetland,Water,Water
2384,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
2385,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
2386,Water,Wetland,Water,Water,Water,Water,Water,Bareland
2387,Water,Wetland,Water,Water,Water,Water,Water,Water
2388,Water,Wetland,Water,Water,Water,Forest,Wetland,Wetland
2389,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
2390,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2391,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2392,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2393,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2394,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2395,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
2396,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2397,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2398,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water,Bareland
2399,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2400,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2401,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2402,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2403,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2404,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2405,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2406,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2407,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2408,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2409,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2410,Water,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2411,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2412,Water,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
2413,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2414,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2415,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2416,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2417,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
2418,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2419,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2420,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2421,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2422,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2423,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2424,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2425,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
2426,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
2427,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2428,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2429,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2430,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2431,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2432,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2433,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2434,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
2435,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2436,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2437,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2438,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2439,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2440,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2441,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2442,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2443,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2444,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2445,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2446,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2447,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2448,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2449,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2450,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2451,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
2452,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2453,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2454,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2455,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2456,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2457,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2458,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2459,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2460,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2461,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2462,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2463,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2464,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2465,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2466,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
2467,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2468,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2469,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2470,Water,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
2471,Water,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Water
2472,Water,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
2473,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
2474,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Water
2475,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
2476,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Water
2477,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
2478,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
2479,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
2480,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Wetland
2481,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Bareland
2482,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Forest
2483,Water,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Water
2484,Water,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Forest
2485,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2486,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2487,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2488,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2489,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
2490,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Wetland
2491,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
2492,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
2493,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
2494,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2495,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2496,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
2497,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2498,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2499,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2500,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2501,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2502,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2503,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2504,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2505,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2506,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2507,Water,Built-up,Water,NULL,Water,Wetland,Bareland,Forest
2508,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
2509,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
2510,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
2511,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
2512,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
2513,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
2514,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
2515,Water,Built-up,Water,NULL,Water,Built-up,Water,Forest
2516,Water,Built-up,Water,Non_Water,Water,Built-up,Water,Water
2517,Water,Built-up,Water,Water,Water,Bareland,Bareland,Forest
2518,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2519,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2520,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2521,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2522,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2523,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2524,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2525,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2526,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2527,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2528,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2529,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2530,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2531,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
2532,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2533,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2534,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
2535,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2536,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2537,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2538,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2539,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2540,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2541,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2542,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2543,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2544,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2545,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2546,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2547,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2548,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
2549,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2550,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2551,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2552,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2553,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
2554,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2555,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2556,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2557,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
2558,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
2559,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2560,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2561,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2562,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
2563,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2564,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2565,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2566,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2567,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2568,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2569,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2570,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2571,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2572,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2573,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2574,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2575,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2576,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2577,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2578,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2579,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2580,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2581,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
2582,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2583,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2584,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2585,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2586,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2587,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2588,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2589,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2590,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2591,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2592,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2593,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2594,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2595,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2596,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2597,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2598,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2599,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2600,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2601,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2602,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2603,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2604,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2605,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2606,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
2607,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2608,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2609,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2610,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2611,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
2612,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2613,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2614,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2615,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2616,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2617,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2618,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2619,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2620,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2621,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2622,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2623,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2624,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
2625,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2626,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2627,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2628,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2629,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2630,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
2631,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2632,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2633,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2634,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2635,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
2636,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
2637,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2638,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2639,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2640,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2641,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2642,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
2643,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
2644,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2645,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2646,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
2647,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
2648,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2649,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2650,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2651,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2652,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2653,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2654,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2655,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
2656,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2657,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2658,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2659,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2660,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2661,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2662,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
2663,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
2664,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2665,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2666,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Water
2667,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2668,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
2669,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
2670,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2671,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2672,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2673,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2674,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2675,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2676,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
2677,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2678,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2679,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2680,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Bareland
2681,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2682,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2683,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
2684,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
2685,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
2686,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2687,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
2688,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2689,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2690,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2691,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2692,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2693,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2694,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2695,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2696,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2697,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2698,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2699,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2700,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2701,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
