Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKN_M_R
3888,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
3889,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3890,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3891,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3892,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3893,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3894,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3895,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3896,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3897,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3898,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3899,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
3900,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3901,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3902,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3903,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
3904,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
3905,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
3906,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3907,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3908,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3909,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3910,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3911,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3912,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3913,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3914,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3915,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3916,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3917,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3918,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
3919,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3920,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3921,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3922,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3923,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3924,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3925,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3926,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3927,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3928,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3929,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3930,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3931,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3932,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
3933,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
3934,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
3935,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3936,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3937,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3938,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3939,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3940,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3941,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3942,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3943,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
3944,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
3945,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3946,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Forest
3947,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3948,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3949,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3950,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3951,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
3952,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3953,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
3954,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
3955,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
3956,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3957,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3958,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3959,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3960,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
3961,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3962,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3963,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3964,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3965,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
3966,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3967,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3968,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3969,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3970,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
3971,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3972,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
3973,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
3974,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3975,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
3976,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
3977,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
3978,Water,Water,Water,NULL,Water,NULL,NULL,Water
3979,Water,Water,Water,NULL,Water,NULL,NULL,Forest
3980,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
3981,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
3982,Water,Water,Water,NULL,Water,NULL,Water,Forest
3983,Water,Water,Water,NULL,Water,Grassland,NULL,Water
3984,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
3985,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3986,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
3987,Water,Water,Water,NULL,Water,Grassland,Bareland,Grassland
3988,Water,Water,Water,NULL,Water,Grassland,Water,Forest
3989,Water,Water,Water,NULL,Water,Wetland,NULL,Water
3990,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
3991,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
3992,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
3993,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
3994,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
3995,Water,Water,Water,NULL,Water,Wetland,Bareland,Grassland
3996,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
3997,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
3998,Water,Water,Water,NULL,Water,Wetland,Water,Water
3999,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4000,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
4001,Water,Water,Water,NULL,Water,Water,NULL,Wetland
4002,Water,Water,Water,NULL,Water,Water,NULL,Water
4003,Water,Water,Water,NULL,Water,Water,NULL,Forest
4004,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
4005,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
4006,Water,Water,Water,NULL,Water,Water,Grassland,Water
4007,Water,Water,Water,NULL,Water,Water,Grassland,Forest
4008,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
4009,Water,Water,Water,NULL,Water,Water,Wetland,Water
4010,Water,Water,Water,NULL,Water,Water,Wetland,Forest
4011,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
4012,Water,Water,Water,NULL,Water,Water,Bareland,Forest
4013,Water,Water,Water,NULL,Water,Water,Water,Wetland
4014,Water,Water,Water,NULL,Water,Water,Water,Bareland
4015,Water,Water,Water,NULL,Water,Water,Water,Water
4016,Water,Water,Water,NULL,Water,Water,Water,Forest
4017,Water,Water,Water,NULL,Water,Water,Forest,Water
4018,Water,Water,Water,NULL,Water,Water,Forest,Forest
4019,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
4020,Water,Water,Water,NULL,Water,Forest,Water,Forest
4021,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
4022,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
4023,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
4024,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4025,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
4026,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
4027,Water,Water,Water,Non_Water,Water,Grassland,NULL,Wetland
4028,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
4029,Water,Water,Water,Non_Water,Water,Grassland,NULL,Forest
4030,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Wetland
4031,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Wetland
4032,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
4033,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
4034,Water,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
4035,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
4036,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
4037,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4038,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4039,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4040,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4041,Water,Water,Water,Non_Water,Water,Wetland,Bareland,Grassland
4042,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4043,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
4044,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
4045,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
4046,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
4047,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
4048,Water,Water,Water,Non_Water,Water,Water,NULL,Water
4049,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
4050,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
4051,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
4052,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4053,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
4054,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
4055,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
4056,Water,Water,Water,Non_Water,Water,Water,Bareland,Grassland
4057,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
4058,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
4059,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
4060,Water,Water,Water,Non_Water,Water,Water,Water,Water
4061,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4062,Water,Water,Water,Non_Water,Water,Water,Forest,Water
4063,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
4064,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4065,Water,Water,Water,Non_Water,Water,Forest,Water,Water
4066,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
4067,Water,Water,Water,Water,Water,NULL,NULL,Grassland
4068,Water,Water,Water,Water,Water,NULL,NULL,Wetland
4069,Water,Water,Water,Water,Water,NULL,NULL,Bareland
4070,Water,Water,Water,Water,Water,NULL,NULL,Water
4071,Water,Water,Water,Water,Water,NULL,NULL,Forest
4072,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
4073,Water,Water,Water,Water,Water,NULL,Wetland,Water
4074,Water,Water,Water,Water,Water,NULL,Wetland,Forest
4075,Water,Water,Water,Water,Water,NULL,Water,Grassland
4076,Water,Water,Water,Water,Water,NULL,Water,Wetland
4077,Water,Water,Water,Water,Water,NULL,Water,Water
4078,Water,Water,Water,Water,Water,NULL,Water,Forest
4079,Water,Water,Water,Water,Water,Grassland,NULL,Wetland
4080,Water,Water,Water,Water,Water,Grassland,NULL,Water
4081,Water,Water,Water,Water,Water,Grassland,NULL,Forest
4082,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
4083,Water,Water,Water,Water,Water,Grassland,Wetland,Wetland
4084,Water,Water,Water,Water,Water,Grassland,Wetland,Water
4085,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
4086,Water,Water,Water,Water,Water,Grassland,Bareland,Grassland
4087,Water,Water,Water,Water,Water,Grassland,Water,Grassland
4088,Water,Water,Water,Water,Water,Grassland,Water,Bareland
4089,Water,Water,Water,Water,Water,Grassland,Water,Water
4090,Water,Water,Water,Water,Water,Grassland,Water,Forest
4091,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
4092,Water,Water,Water,Water,Water,Wetland,NULL,Wetland
4093,Water,Water,Water,Water,Water,Wetland,NULL,Water
4094,Water,Water,Water,Water,Water,Wetland,NULL,Forest
4095,Water,Water,Water,Water,Water,Wetland,Grassland,Wetland
4096,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
4097,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
4098,Water,Water,Water,Water,Water,Wetland,Wetland,Water
4099,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
4100,Water,Water,Water,Water,Water,Wetland,Bareland,Grassland
4101,Water,Water,Water,Water,Water,Wetland,Bareland,Forest
4102,Water,Water,Water,Water,Water,Wetland,Water,Grassland
4103,Water,Water,Water,Water,Water,Wetland,Water,Wetland
4104,Water,Water,Water,Water,Water,Wetland,Water,Bareland
4105,Water,Water,Water,Water,Water,Wetland,Water,Water
4106,Water,Water,Water,Water,Water,Wetland,Water,Forest
4107,Water,Water,Water,Water,Water,Wetland,Forest,Forest
4108,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
4109,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
4110,Water,Water,Water,Water,Water,Bareland,Water,Grassland
4111,Water,Water,Water,Water,Water,Bareland,Water,Water
4112,Water,Water,Water,Water,Water,Water,NULL,Grassland
4113,Water,Water,Water,Water,Water,Water,NULL,Wetland
4114,Water,Water,Water,Water,Water,Water,NULL,Bareland
4115,Water,Water,Water,Water,Water,Water,NULL,Water
4116,Water,Water,Water,Water,Water,Water,NULL,Forest
4117,Water,Water,Water,Water,Water,Water,Grassland,Wetland
4118,Water,Water,Water,Water,Water,Water,Grassland,Bareland
4119,Water,Water,Water,Water,Water,Water,Grassland,Water
4120,Water,Water,Water,Water,Water,Water,Grassland,Forest
4121,Water,Water,Water,Water,Water,Water,Wetland,Grassland
4122,Water,Water,Water,Water,Water,Water,Wetland,Wetland
4123,Water,Water,Water,Water,Water,Water,Wetland,Water
4124,Water,Water,Water,Water,Water,Water,Wetland,Forest
4125,Water,Water,Water,Water,Water,Water,Bareland,Grassland
4126,Water,Water,Water,Water,Water,Water,Bareland,Water
4127,Water,Water,Water,Water,Water,Water,Bareland,Forest
4128,Water,Water,Water,Water,Water,Water,Water,Grassland
4129,Water,Water,Water,Water,Water,Water,Water,Wetland
4130,Water,Water,Water,Water,Water,Water,Water,Bareland
4131,Water,Water,Water,Water,Water,Water,Water,Water
4132,Water,Water,Water,Water,Water,Water,Water,Forest
4133,Water,Water,Water,Water,Water,Water,Forest,Wetland
4134,Water,Water,Water,Water,Water,Water,Forest,Water
4135,Water,Water,Water,Water,Water,Water,Forest,Forest
4136,Water,Water,Water,Water,Water,Forest,Grassland,Forest
4137,Water,Water,Water,Water,Water,Forest,Wetland,Forest
4138,Water,Water,Water,Water,Water,Forest,Water,Water
4139,Water,Water,Water,Water,Water,Forest,Water,Forest
4140,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4141,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4142,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4143,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
4144,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4145,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4146,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4147,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
4148,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4149,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4150,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4151,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4152,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4153,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4154,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4155,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4156,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4157,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4158,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4159,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4160,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4161,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4162,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4163,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4164,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4165,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4166,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4167,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4168,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4169,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4170,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
4171,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4172,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
4173,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
4174,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4175,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4176,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4177,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4178,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4179,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4180,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4181,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4182,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4183,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4184,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4185,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4186,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4187,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
4188,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4189,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4190,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4191,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4192,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4193,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4194,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4195,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4196,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4197,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4198,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4199,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4200,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4201,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
4202,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4203,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4204,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4205,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4206,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4207,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4208,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4209,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4210,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4211,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4212,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4213,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4214,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4215,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
4216,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
4217,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
4218,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4219,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4220,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4221,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4222,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4223,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4224,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4225,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4226,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4227,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4228,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4229,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4230,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
4231,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4232,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4233,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4234,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
4235,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
4236,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
4237,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4238,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4239,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4240,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
4241,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
4242,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4243,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4244,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4245,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4246,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4247,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4248,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4249,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4250,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
4251,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
4252,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
4253,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
4254,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4255,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4256,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4257,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4258,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4259,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4260,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
4261,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
4262,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4263,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4264,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4265,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4266,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4267,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4268,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4269,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4270,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4271,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
4272,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4273,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4274,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4275,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4276,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4277,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
