Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTP_M_R
738,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
739,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
740,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
741,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
742,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
743,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
744,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
745,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
746,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
747,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
748,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
749,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
750,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
751,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
752,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
753,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
754,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
755,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
756,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
757,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
758,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
759,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
760,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
761,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
762,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
763,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
764,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
765,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
766,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
767,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
768,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
769,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
770,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
771,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
772,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
773,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
774,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
775,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
776,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
777,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
778,Forest,Wetland,Water,Water,Water,Water,Water,Water
779,Forest,Wetland,Water,Water,Water,Water,Water,Forest
780,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
781,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
782,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
783,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
784,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
785,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
786,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
787,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
788,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
789,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
790,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
791,Forest,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
792,Forest,Bareland,Water,Water,Water,Wetland,Water,Water
793,Forest,Bareland,Water,Water,Water,Water,Water,Water
794,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
795,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
796,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
797,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
798,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
799,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
800,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
801,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
802,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
803,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
804,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
805,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
806,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
807,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
808,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
809,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
810,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
811,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
812,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
813,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
814,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
815,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
816,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
817,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
818,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
819,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
820,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
821,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
822,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
823,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
824,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
825,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
826,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
827,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
828,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
829,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
830,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
831,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
832,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
833,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
834,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
835,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
836,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
837,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
838,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
839,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
840,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
841,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
842,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
843,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
844,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
845,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
846,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
847,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
848,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
849,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
850,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
851,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
852,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
853,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
854,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
855,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
856,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
857,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
858,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
859,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
860,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
861,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
862,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
863,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
864,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
865,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
866,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
867,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
868,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
869,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
870,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
871,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
872,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
873,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
874,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
875,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
876,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
877,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
878,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
879,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
880,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
881,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
882,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
883,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
884,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
885,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
886,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
887,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
888,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
889,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
890,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
891,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
892,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
893,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
894,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
895,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
896,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
897,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
898,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
899,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
900,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
901,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
902,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
903,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
904,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
905,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
906,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
907,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
908,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
909,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
910,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
911,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
912,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
913,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
914,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
915,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
916,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
917,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
918,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
919,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
920,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
921,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
922,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
923,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
924,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
925,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
926,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
927,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
928,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
929,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
930,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
931,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
932,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
933,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
934,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
935,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
936,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
937,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
938,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
939,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
940,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
941,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
942,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
943,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
944,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
945,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
946,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
947,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
948,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
949,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
950,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
951,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
952,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
953,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
954,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
955,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
956,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
957,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
958,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
959,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
960,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
961,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
962,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
963,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
964,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
965,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
966,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
967,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
968,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
969,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
970,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
971,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
972,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
973,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
974,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
975,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
976,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
977,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
978,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
979,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
980,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
981,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
982,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
983,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
984,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
985,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
986,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
987,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
988,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
989,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
990,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
991,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
992,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
993,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
994,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
995,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
996,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
997,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
998,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
999,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1000,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1001,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1002,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1003,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1004,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1005,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1006,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1007,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1008,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1009,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1010,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1011,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1012,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1013,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1014,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1015,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1016,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1017,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1018,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1019,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1020,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1021,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1022,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1023,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1024,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1025,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1026,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1027,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1028,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1029,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1030,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1031,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1032,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1033,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1034,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1035,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1036,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1037,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1038,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1039,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1040,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1041,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1042,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1043,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1044,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1045,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1046,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1047,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1048,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1049,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
1050,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1051,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1052,Forest,Water,Water,NULL,Water,NULL,Water,Water
1053,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1054,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1055,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1056,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1057,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
1058,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1059,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1060,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
1061,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
1062,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1063,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1064,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1065,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1066,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
1067,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1068,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1069,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1070,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1071,Forest,Water,Water,NULL,Water,Water,Water,Water
1072,Forest,Water,Water,NULL,Water,Water,Water,Forest
1073,Forest,Water,Water,NULL,Water,Water,Forest,Water
1074,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1075,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1076,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1077,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1078,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1079,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1080,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1081,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1082,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1083,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1084,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1085,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1086,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
1087,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
1088,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1089,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1090,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1091,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
1092,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1093,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1094,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1095,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1096,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1097,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1098,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1099,Forest,Water,Water,Water,Water,NULL,Water,Grassland
1100,Forest,Water,Water,Water,Water,NULL,Water,Water
1101,Forest,Water,Water,Water,Water,NULL,Water,Forest
1102,Forest,Water,Water,Water,Water,Grassland,Wetland,Wetland
1103,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1104,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1105,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1106,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
1107,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1108,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1109,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1110,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
1111,Forest,Water,Water,Water,Water,Wetland,Water,Water
1112,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1113,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1114,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1115,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
1116,Forest,Water,Water,Water,Water,Water,Wetland,Water
1117,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1118,Forest,Water,Water,Water,Water,Water,Water,Grassland
