Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUQ_M_R
867,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
868,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
869,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
870,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
871,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
872,Cropland,NULL,Water,NULL,Water,Grassland
873,Cropland,NULL,Water,NULL,Water,Bareland
874,Cropland,NULL,Water,NULL,Water,Water
875,Cropland,NULL,Water,NULL,Water,Forest
876,Cropland,NULL,Water,Non_Water,Water,Grassland
877,Cropland,NULL,Water,Non_Water,Water,Bareland
878,Cropland,NULL,Water,Non_Water,Water,Water
879,Cropland,NULL,Water,Non_Water,Water,Forest
880,Cropland,NULL,Water,Water,Water,Grassland
881,Cropland,NULL,Water,Water,Water,Bareland
882,Cropland,NULL,Water,Water,Water,Water
883,Cropland,NULL,Water,Water,Water,Forest
884,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
885,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
886,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
887,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
888,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
889,Cropland,NULL,Forest,NULL,Non_Wetland,Water
890,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
891,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
892,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
893,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
894,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
895,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
896,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
897,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
898,Cropland,NULL,Forest,Water,Non_Wetland,Water
899,Cropland,NULL,Forest,Water,Non_Wetland,Forest
900,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
901,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
902,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
903,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
904,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
905,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
906,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
907,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
908,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
909,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
910,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
911,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
912,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
913,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
914,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
915,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
916,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
917,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
918,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
919,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
920,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
921,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
922,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
923,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
924,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
925,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
926,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
927,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
928,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
929,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
930,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
931,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
932,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
933,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
934,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
935,Cropland,Cropland,Wetland,NULL,Wetland,Forest
936,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
937,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
938,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
939,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
940,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
941,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
942,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
943,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
944,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
945,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
946,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
947,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
948,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
949,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
950,Cropland,Cropland,Water,NULL,Water,Cropland
951,Cropland,Cropland,Water,NULL,Water,Forest
952,Cropland,Cropland,Water,Non_Water,Water,Grassland
953,Cropland,Cropland,Water,Non_Water,Water,Bareland
954,Cropland,Cropland,Water,Non_Water,Water,Forest
955,Cropland,Cropland,Water,Water,Water,Water
956,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
957,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
958,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
959,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
960,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
961,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
962,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
963,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
964,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
965,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
966,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
967,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
968,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
969,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
970,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
971,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
972,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
973,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
974,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Water
975,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
976,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
977,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water
978,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
979,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
980,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
981,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
982,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
983,Cropland,Bareland,Cropland,NULL,Non_Wetland,Water
984,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
985,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
986,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
987,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
988,Cropland,Bareland,Wetland,Water,Wetland,Water
989,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
990,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
991,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
992,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
993,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
994,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
995,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
996,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
997,Cropland,Bareland,Water,Non_Water,Water,Bareland
998,Cropland,Bareland,Water,Non_Water,Water,Water
999,Cropland,Bareland,Water,Water,Water,Bareland
1000,Cropland,Bareland,Water,Water,Water,Water
1001,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
1002,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
1003,Cropland,Bareland,Forest,NULL,Non_Wetland,Water
1004,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
1005,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1006,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1007,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1008,Cropland,Bareland,Forest,Water,Non_Wetland,Water
1009,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1010,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1011,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1012,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1013,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1014,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
1015,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1016,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1017,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1018,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1019,Cropland,Built-up,Shrubland,Water,Non_Wetland,Cropland
1020,Cropland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1021,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1022,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1023,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1024,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1025,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1026,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1027,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1028,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1029,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1030,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1031,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1032,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1033,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1034,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1035,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1036,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1037,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1038,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
1039,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1040,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland
1041,Cropland,Built-up,Wetland,Water,Wetland,Grassland
1042,Cropland,Built-up,Wetland,Water,Wetland,Cropland
1043,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
1044,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1045,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1046,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1047,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1048,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
1049,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1050,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1051,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Water
1052,Cropland,Built-up,Bareland,Water,Non_Wetland,Grassland
1053,Cropland,Built-up,Bareland,Water,Non_Wetland,Bareland
1054,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1055,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1056,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1057,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1058,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1059,Cropland,Built-up,Water,Non_Water,Water,Water
1060,Cropland,Built-up,Water,Water,Water,Water
1061,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1062,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1063,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1064,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1065,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1066,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1067,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1068,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1069,Cropland,Built-up,Forest,Water,Non_Wetland,Water
1070,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1071,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1072,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1073,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1074,Cropland,Water,Shrubland,NULL,Non_Wetland,Built-up
1075,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
1076,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1077,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1078,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1079,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
1080,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1081,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1082,Cropland,Water,Shrubland,Water,Non_Wetland,Water
1083,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
1084,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1085,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1086,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1087,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
1088,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1089,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1090,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1091,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1092,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1093,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
1094,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1095,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
1096,Cropland,Water,Cropland,Water,Non_Wetland,Forest
1097,Cropland,Water,Wetland,Water,Wetland,Bareland
1098,Cropland,Water,Wetland,Water,Wetland,Water
1099,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1100,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1101,Cropland,Water,Bareland,NULL,Non_Wetland,Water
1102,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1103,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1104,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1105,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water
1106,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
1107,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1108,Cropland,Water,Bareland,Water,Non_Wetland,Water
1109,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
1110,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
1111,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
1112,Cropland,Water,Water,NULL,Water,Water
1113,Cropland,Water,Water,Non_Water,Water,Water
1114,Cropland,Water,Water,Water,Water,Water
1115,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1116,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1117,Cropland,Water,Forest,NULL,Non_Wetland,Water
1118,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1119,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
1120,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland
1121,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
1122,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1123,Cropland,Water,Forest,Water,Non_Wetland,Grassland
1124,Cropland,Water,Forest,Water,Non_Wetland,Bareland
1125,Cropland,Water,Forest,Water,Non_Wetland,Water
1126,Cropland,Water,Forest,Water,Non_Wetland,Forest
1127,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1128,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1129,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1130,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1131,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1132,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1133,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
1134,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1135,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1136,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1137,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1138,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1139,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1140,Cropland,Forest,Shrubland,Water,Non_Wetland,Bareland
1141,Cropland,Forest,Shrubland,Water,Non_Wetland,Water
1142,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1143,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1144,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1145,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
1146,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1147,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1148,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1149,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1150,Cropland,Forest,Cropland,NULL,Non_Wetland,Water
1151,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1152,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1153,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1154,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1155,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water
1156,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1157,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1158,Cropland,Forest,Cropland,Water,Non_Wetland,Bareland
1159,Cropland,Forest,Cropland,Water,Non_Wetland,Water
1160,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
1161,Cropland,Forest,Wetland,Non_Water,Wetland,Water
1162,Cropland,Forest,Wetland,Water,Wetland,Water
1163,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1164,Cropland,Forest,Bareland,NULL,Non_Wetland,Water
1165,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1166,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1167,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Water
1168,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1169,Cropland,Forest,Bareland,Water,Non_Wetland,Bareland
1170,Cropland,Forest,Water,Non_Water,Water,Grassland
1171,Cropland,Forest,Water,Non_Water,Water,Water
1172,Cropland,Forest,Water,Water,Water,Grassland
1173,Cropland,Forest,Water,Water,Water,Bareland
1174,Cropland,Forest,Water,Water,Water,Water
1175,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1176,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1177,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1178,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1179,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1180,Cropland,Forest,Forest,NULL,Non_Wetland,Water
1181,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1182,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1183,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1184,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water
1185,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1186,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1187,Cropland,Forest,Forest,Water,Non_Wetland,Water
1188,Cropland,Forest,Forest,Water,Non_Wetland,Forest
1189,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1190,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1191,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1192,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1193,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1194,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1195,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1196,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1197,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1198,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1199,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1200,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1201,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1202,Wetland,NULL,Water,NULL,Water,Grassland
1203,Wetland,NULL,Water,Water,Water,Grassland
1204,Wetland,NULL,Water,Water,Water,Water
1205,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1206,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1207,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1208,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1209,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1210,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1211,Wetland,NULL,Forest,Water,Non_Wetland,Water
1212,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1213,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1214,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1215,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1216,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1217,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1218,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1219,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1220,Wetland,Bareland,Water,Water,Water,Water
1221,Wetland,Bareland,Forest,NULL,Non_Wetland,Grassland
1222,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1223,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1224,Wetland,Water,Wetland,Water,Wetland,Water
1225,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1226,Wetland,Water,Bareland,Water,Non_Wetland,Water
1227,Wetland,Water,Water,Water,Water,Water
1228,Wetland,Water,Water,Water,Water,Forest
1229,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1230,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1231,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1232,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1233,Wetland,Water,Forest,Water,Non_Wetland,Water
1234,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1235,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1236,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1237,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1238,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1239,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1240,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1241,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1242,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1243,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1244,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1245,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1246,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1247,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1248,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1249,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1250,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1251,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1252,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1253,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1254,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1255,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1256,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1257,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1258,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1259,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1260,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1261,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1262,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1263,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1264,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1265,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1266,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1267,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1268,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1269,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1270,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1271,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1272,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1273,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1274,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1275,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1276,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1277,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1278,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1279,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1280,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1281,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1282,Bareland,NULL,Wetland,Water,Wetland,Bareland
1283,Bareland,NULL,Wetland,Water,Wetland,Water
1284,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1285,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
