Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTT_M_R
1032,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1033,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1034,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1035,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1036,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1037,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1038,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1039,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1040,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1041,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1042,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1044,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1045,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1046,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1047,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1048,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1049,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1050,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1051,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1052,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1053,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1054,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1055,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1056,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1057,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1058,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1059,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1060,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1061,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1062,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1063,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1064,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1065,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1066,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1067,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1068,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1069,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1070,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1071,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1072,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1073,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1074,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1075,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1076,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1077,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1078,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1079,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1080,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1081,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1082,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1083,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1084,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1085,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1086,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1087,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1088,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1090,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1091,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1092,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1093,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1094,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1095,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1096,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1097,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1098,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1099,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1100,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1101,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1102,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1103,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1104,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1105,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1106,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1107,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1108,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1109,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1110,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1111,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1112,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1113,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1114,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1116,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1117,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1119,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1120,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1121,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1122,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1123,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1124,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1125,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1126,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1127,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1128,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1129,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1130,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1131,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1132,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1133,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1134,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1135,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1136,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1137,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1138,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1139,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1140,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1141,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1142,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1143,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1144,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1145,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1146,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1147,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1148,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1149,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1150,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1151,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1152,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1153,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1154,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1155,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1156,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1157,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1158,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1159,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1160,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1161,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1162,Bareland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1163,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1164,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1165,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1166,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1167,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1168,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1169,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1170,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1171,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1172,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1173,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1174,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1175,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1176,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1178,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1179,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1180,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1181,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1182,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1183,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1184,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1185,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1186,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1187,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1189,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1190,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1191,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1192,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1193,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1194,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1195,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1196,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1197,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1198,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1199,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1200,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1201,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1202,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1203,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1204,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1205,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1206,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1207,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1208,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1209,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1211,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1212,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1213,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1214,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1215,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1216,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1217,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1218,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1219,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1220,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1221,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1222,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1223,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1224,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1225,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1226,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1227,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1228,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1229,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1230,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
1231,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1232,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1233,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1234,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1235,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1236,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1237,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1238,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1239,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1240,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1241,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1242,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1243,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1244,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1245,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1246,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1247,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1248,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1249,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1250,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1251,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1252,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1253,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1254,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1255,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1256,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1257,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1258,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1259,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1260,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1261,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1263,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1264,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1265,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1267,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1268,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1269,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1270,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1272,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1273,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1274,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1275,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1276,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1277,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1278,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1279,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1280,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1281,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1282,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1283,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1284,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1285,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1286,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1287,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1288,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1289,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1290,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1291,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1292,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1293,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1294,Bareland,Built-up,Water,NULL,Water,NULL,NULL,NULL
1295,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1296,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1297,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1298,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1299,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1300,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1301,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1302,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1303,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1304,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1305,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1306,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1307,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1308,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1309,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1310,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1312,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1313,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1314,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1316,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1318,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1319,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1320,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1321,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1322,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1323,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1324,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1325,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1326,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1327,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1328,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1329,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1330,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1331,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1332,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1333,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1334,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1335,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1336,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1337,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1338,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1339,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1340,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1341,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1342,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1343,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1344,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1345,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1346,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1347,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1348,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1349,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1350,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1351,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1352,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1353,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1354,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1355,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1356,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1357,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1358,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1359,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1360,Bareland,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1361,Bareland,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1362,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1363,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1365,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1366,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1367,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
