Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHG_M_R
702,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
703,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
704,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
705,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
706,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
707,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
708,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
709,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
710,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
711,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
712,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
713,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
714,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
715,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
716,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
717,Water,Water,Water,NULL,Water,NULL,NULL,Water
718,Water,Water,Water,NULL,Water,NULL,NULL,Forest
719,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
720,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
721,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
722,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
723,Water,Water,Water,Water,Water,NULL,NULL,Grassland
724,Water,Water,Water,Water,Water,NULL,NULL,Wetland
725,Water,Water,Water,Water,Water,NULL,NULL,Bareland
726,Water,Water,Water,Water,Water,NULL,NULL,Water
727,Water,Water,Water,Water,Water,NULL,NULL,Forest
728,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
729,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
730,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
731,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
732,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
733,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
734,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
735,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
736,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
737,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
738,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
739,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
740,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
741,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
742,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
743,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
744,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
745,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
746,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
747,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
748,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
750,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
751,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
752,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
753,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
754,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
755,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
756,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
757,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
758,Water,Forest,Water,NULL,Water,NULL,NULL,Water
759,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
760,Water,Forest,Water,Water,Water,NULL,NULL,Water
761,Water,Forest,Water,Water,Water,NULL,NULL,Forest
762,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
763,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
764,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
765,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
766,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
767,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
768,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
769,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
770,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
771,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
772,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
773,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
774,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
775,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
776,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
777,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
778,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
779,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
780,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
781,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
782,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
783,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
784,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
785,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
787,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
788,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
789,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
790,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
791,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
792,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
793,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
794,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
795,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
796,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
797,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
798,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
799,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
800,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
801,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
802,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
803,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
804,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
805,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
806,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
807,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
808,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
809,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
810,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
811,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
812,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
813,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
814,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
815,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
816,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
817,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
818,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
819,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
820,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
821,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
822,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
823,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
824,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
825,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
826,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
827,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
828,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
830,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
831,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
832,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
833,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
834,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
835,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
836,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
837,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
838,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
839,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
840,Forest,NULL,Water,Water,Water,NULL,NULL,Water
841,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
842,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
843,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
844,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
845,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
846,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
847,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
848,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
849,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
850,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
851,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
852,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
853,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
854,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
855,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
856,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
857,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
858,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
859,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
860,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
861,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
862,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
863,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
864,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
865,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
866,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
867,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
868,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
869,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
870,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
871,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
872,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
873,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
874,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
875,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
876,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
877,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
878,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
879,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
881,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
882,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
883,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
884,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
885,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
886,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
887,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
888,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
889,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
890,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
891,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
892,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
893,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
894,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
895,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
896,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
897,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
898,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
899,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
900,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
901,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
902,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
903,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
904,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
905,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
906,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
907,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
908,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
909,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
910,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
911,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
912,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
913,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
914,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
915,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
916,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
917,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
918,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
919,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
920,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
921,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
922,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
923,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
925,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
926,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
927,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
928,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
929,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
930,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
932,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
933,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
934,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
935,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
936,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
937,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
938,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
939,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
940,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
941,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
942,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
943,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
944,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
945,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
946,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
947,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
948,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
949,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
950,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
951,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
952,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
953,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
954,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
955,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
956,Forest,Water,Water,NULL,Water,NULL,NULL,Water
957,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
958,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
959,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
960,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
961,Forest,Water,Water,Water,Water,NULL,NULL,NULL
962,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
963,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
964,Forest,Water,Water,Water,Water,NULL,NULL,Water
965,Forest,Water,Water,Water,Water,NULL,NULL,Forest
966,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
967,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
968,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
969,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
970,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
971,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
972,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
973,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
974,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
975,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
976,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
977,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
978,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
979,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
980,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
981,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
982,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
983,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
984,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
985,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
986,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
987,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
988,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
989,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
990,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
992,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
993,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
994,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
995,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
996,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
997,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
998,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
999,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1000,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1001,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1002,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1003,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1004,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1005,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1006,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1007,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1008,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1009,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1010,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1011,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1012,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1013,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1014,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1015,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1016,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1017,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1018,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1019,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1020,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1021,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1022,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1023,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1024,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1025,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1026,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1027,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1028,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1029,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1030,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1031,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1032,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1033,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1034,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1035,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1036,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1038,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1039,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1040,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1041,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1042,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1043,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1044,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1045,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1046,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1047,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1048,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
