Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R
1525,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1526,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1527,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
1528,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
1529,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
1530,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1531,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1532,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1533,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1534,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1535,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1536,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1537,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1538,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1539,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1540,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1541,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1542,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1543,Forest,NULL,Water,Water,Water,Water,Water,Water
1544,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1545,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1546,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1547,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1548,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1549,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1550,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1551,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1552,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1553,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1554,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1555,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1556,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1557,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1558,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1559,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1560,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1561,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1562,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1563,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1564,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1565,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1566,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1567,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1568,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1569,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1570,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1571,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1572,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1573,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1574,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1575,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1576,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1577,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1578,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1579,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1580,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1581,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1582,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1583,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1584,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1585,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
1586,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1587,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1588,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1589,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1590,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1591,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1592,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1593,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1594,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1595,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1596,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1597,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
1598,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1599,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1600,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1601,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1602,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1603,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1604,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1605,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1606,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1607,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
1608,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1609,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1610,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1611,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1612,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1613,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
1614,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1615,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
1616,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1617,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
1618,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1619,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1620,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1621,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1622,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
1623,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1624,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1625,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1626,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1627,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1628,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1629,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1630,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1631,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1632,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1633,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1634,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1635,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1636,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
1637,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1638,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
1639,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1640,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1641,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1642,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1643,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1644,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1645,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1646,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1647,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1648,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1649,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1650,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1651,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1652,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1653,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1654,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
1655,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1656,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1657,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1658,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
1659,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1660,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1661,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1662,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1663,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1664,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1665,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1666,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1667,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1668,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1669,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1670,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1671,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1672,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1673,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1674,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
1675,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1676,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
1677,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
1678,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1679,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1680,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1681,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1682,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1683,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1684,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1685,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1686,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1687,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1688,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1689,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1690,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1691,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1692,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1693,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1694,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1695,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1696,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1697,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1698,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Water
1699,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1700,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1701,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1702,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Water
1703,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1704,Forest,Wetland,Water,NULL,Water,NULL,Water,Wetland
1705,Forest,Wetland,Water,NULL,Water,NULL,Water,Water
1706,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1707,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
1708,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1709,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1710,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1711,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1712,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1713,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1714,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1715,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1716,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1717,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1718,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Water
1719,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1720,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1721,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
1722,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
1723,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1724,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1725,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1726,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1727,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1728,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
1729,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
1730,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
1731,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1732,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
1733,Forest,Wetland,Water,Water,Water,NULL,Water,Water
1734,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1735,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1736,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
1737,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
1738,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
1739,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1740,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
1741,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1742,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1743,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1744,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1745,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1746,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1747,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1748,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1749,Forest,Wetland,Water,Water,Water,Water,Water,Water
1750,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1751,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
1752,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
1753,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
1754,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1755,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1756,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1757,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1758,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1759,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1760,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1761,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1762,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1763,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1764,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1765,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1766,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1767,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1768,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1769,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1770,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
1771,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1772,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1773,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1774,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1775,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1776,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1777,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1778,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1779,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1780,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1781,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1782,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1783,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1784,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1785,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1786,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1787,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
1788,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1789,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1790,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1791,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1792,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
1793,Forest,Bareland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1794,Forest,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
1795,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1796,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1797,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1798,Forest,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1799,Forest,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1800,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1801,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1802,Forest,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1803,Forest,Bareland,Wetland,Water,Wetland,Water,Grassland,Grassland
1804,Forest,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
1805,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1806,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1807,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
1808,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1809,Forest,Bareland,Water,Water,Water,Water,Water,Water
1810,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1811,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1812,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1813,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1814,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1815,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1816,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1817,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
1818,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1819,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1820,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1821,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1822,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1823,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1824,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1825,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1826,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1827,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1828,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1829,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1830,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1831,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1832,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1833,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1834,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1835,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1836,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1837,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1838,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1839,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1840,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1841,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1842,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1843,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
1844,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1845,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1846,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1847,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
1848,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
1849,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1850,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1851,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1852,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1853,Forest,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1854,Forest,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1855,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1856,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Water
1857,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
1858,Forest,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
1859,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
1860,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1861,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1862,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1863,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1864,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1865,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1866,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1867,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1868,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1869,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1870,Forest,Built-up,Water,NULL,Water,Grassland,Wetland,Forest
1871,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1872,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1873,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1874,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
