Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWV_M_R
700,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
701,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
702,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
703,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
704,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
705,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
706,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
707,Cropland,Forest,Water,Water,Water,NULL,NULL,Wetland
708,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
709,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
710,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
711,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
712,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
713,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
714,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
715,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
716,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
717,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
718,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
720,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
721,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
722,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
723,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
724,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
725,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
726,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
727,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
728,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
729,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
730,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
731,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
732,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
733,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
734,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
735,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
736,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
737,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
738,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
739,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
740,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
741,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
742,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
743,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
744,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
745,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
746,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
747,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
748,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
749,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
750,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
751,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
752,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
753,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
754,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
755,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
756,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
757,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
758,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
759,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
760,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
761,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
762,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
763,Wetland,Cropland,Water,Water,Water,NULL,NULL,Forest
764,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
765,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
766,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
767,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
768,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
769,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
770,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
771,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
772,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
773,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
774,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
775,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
776,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
777,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
778,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
779,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
780,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
781,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
782,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
783,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
784,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
785,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
786,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
787,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
788,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
789,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
790,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
791,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
792,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
793,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
794,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
795,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
796,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
797,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
798,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
799,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
800,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
801,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
802,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
804,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
805,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
806,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
807,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
808,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
809,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
810,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
811,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
812,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
813,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
814,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
815,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
816,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
817,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
818,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
819,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
820,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
821,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
822,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
823,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
824,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
825,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
826,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
827,Wetland,Bareland,Water,Water,Water,NULL,NULL,Forest
828,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
829,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
830,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
831,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
832,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
833,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
834,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
835,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
836,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
837,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
838,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
839,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
840,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
841,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
842,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
843,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
844,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
845,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
846,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
847,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
848,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
849,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
850,Wetland,Water,Water,Water,Water,NULL,NULL,Water
851,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
852,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
853,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
854,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
855,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
856,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
857,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
859,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
860,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
861,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
862,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
864,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
865,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
866,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
867,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
868,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
869,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
870,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
871,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
872,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
873,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
874,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
875,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
876,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
877,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
878,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
879,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
880,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
881,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
882,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
883,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
884,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
885,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
886,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
887,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
888,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
889,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
890,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
892,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
893,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
894,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
895,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
896,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
897,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
898,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
899,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
900,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
901,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
902,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
903,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
904,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
905,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
906,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
907,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
908,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
909,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
910,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
911,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
912,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
913,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
914,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
915,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
916,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
917,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
918,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
919,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
920,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
921,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
922,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
923,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
924,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
925,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
926,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
927,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
928,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
929,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
930,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
931,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
932,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
933,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
934,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
935,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
936,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
937,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
938,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
939,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
940,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
941,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
942,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
943,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
944,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
945,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
946,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
947,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
948,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
949,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
950,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
951,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
952,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
953,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
954,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
955,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
956,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
957,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
958,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
959,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
960,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
961,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
962,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
963,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
964,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
965,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
966,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
967,Bareland,Water,Water,Water,Water,NULL,NULL,Water
968,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
969,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
970,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
971,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
972,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
973,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
974,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
975,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
976,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
977,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
978,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
979,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
980,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
981,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
982,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
983,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
984,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
985,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
986,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
987,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
989,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
990,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
992,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
993,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
994,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
995,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
996,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
997,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
998,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
999,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1000,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1001,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1002,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1003,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1004,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1005,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1006,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1007,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1008,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1009,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1010,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1011,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1012,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1013,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1014,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1015,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1016,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1017,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1018,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1019,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1020,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1021,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1022,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1023,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1024,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1025,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1026,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1027,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1028,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1029,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1030,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1031,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1032,Water,NULL,Water,Water,Water,NULL,NULL,Water
1033,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1034,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1036,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1037,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1038,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1039,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1040,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1041,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1042,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1043,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1044,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1045,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1046,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1047,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1048,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1049,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1051,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1052,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1053,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1054,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1055,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1056,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1058,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1059,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
