Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQL_M_R
11067,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11068,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11069,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11070,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11071,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
11072,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
11073,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11074,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
11075,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11076,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11077,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
11078,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
11079,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11080,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
11081,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11082,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11083,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11084,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11085,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
11086,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11087,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11088,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11089,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
11090,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
11091,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11092,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11093,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11094,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
11095,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
11096,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
11097,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
11098,Forest,Wetland,Water,Water,Water,Water,Water,Water
11099,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11100,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
11101,Forest,Bareland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11102,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11103,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11104,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11105,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11106,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11107,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11108,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11109,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
11110,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
11111,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
11112,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
11113,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11114,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11115,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11116,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
11117,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
11118,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11119,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11120,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11121,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11122,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
11123,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11124,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
11125,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
11126,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11127,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
11128,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
11129,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
11130,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
11131,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
11132,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
11133,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
11134,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11135,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11136,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11137,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
11138,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11139,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
11140,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11141,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11142,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
11143,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
11144,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11145,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11146,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11147,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11148,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
11149,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
11150,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
11151,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11152,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11153,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
11154,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11155,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11156,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11157,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11158,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11159,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11160,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11161,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11162,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11163,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11164,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11165,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11166,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11167,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
11168,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11169,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11170,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11171,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11172,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11173,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
11174,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
11175,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
11176,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
11177,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11178,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
11179,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11180,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
11181,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
11182,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11183,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
11184,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11185,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11186,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
11187,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
11188,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11189,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11190,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11191,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11192,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11193,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11194,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11195,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Wetland
11196,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
11197,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11198,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11199,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
11200,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11201,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
11202,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
11203,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
11204,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
11205,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11206,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11207,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11208,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11209,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11210,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11211,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
11212,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
11213,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
11214,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11215,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11216,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11217,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11218,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
11219,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11220,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11221,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11222,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11223,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11224,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11225,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
11226,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11227,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11228,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11229,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11230,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11231,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11232,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11233,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11234,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
11235,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11236,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11237,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11238,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11239,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
11240,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11241,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11242,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11243,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11244,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11245,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
11246,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11247,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
11248,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11249,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11250,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11251,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11252,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
11253,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
11254,Forest,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,NULL
11255,Forest,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
11256,Forest,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Built-up
11257,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
11258,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11259,Forest,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11260,Forest,Built-up,Wetland,Water,Wetland,Bareland,NULL,Grassland
11261,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Built-up,Forest
11262,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
11263,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11264,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11265,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
11266,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
11267,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
11268,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
11269,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
11270,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11271,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11272,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11273,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
11274,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
11275,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11276,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11277,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11278,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11279,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11280,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
11281,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11282,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
11283,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
11284,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
11285,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11286,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11287,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
11288,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
11289,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11290,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
11291,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
11292,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11293,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11294,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
11295,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
11296,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11297,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11298,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11299,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11300,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
11301,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
11302,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
11303,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
11304,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
11305,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
11306,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11307,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11308,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11309,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11310,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11311,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11312,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
11313,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11314,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11315,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
11316,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
11317,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
11318,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Wetland
11319,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11320,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11321,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11322,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11323,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11324,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11325,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11326,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
11327,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11328,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
11329,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11330,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11331,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
11332,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11333,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11334,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
11335,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
11336,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
11337,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11338,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11339,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11340,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
11341,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
11342,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
11343,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Wetland
11344,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
11345,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
11346,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
11347,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11348,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11349,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11350,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
11351,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11352,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11353,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
11354,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
11355,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
11356,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
11357,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
11358,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
11359,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
11360,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
11361,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
11362,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11363,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Wetland
11364,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
11365,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
11366,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
11367,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
11368,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
11369,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11370,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11371,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11372,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11373,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11374,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11375,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11376,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11377,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
11378,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11379,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11380,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11381,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11382,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
11383,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11384,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
11385,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
11386,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11387,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
