Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKQ_M_R
8927,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
8928,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8929,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Built-up,Wetland
8930,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8931,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
8932,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
8933,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
8934,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8935,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
8936,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
8937,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
8938,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8939,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
8940,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
8941,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8942,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
8943,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8944,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
8945,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
8946,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Forest
8947,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Water
8948,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
8949,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Bareland,Forest
8950,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Built-up,Forest
8951,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
8952,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Water
8953,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
8954,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8955,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
8956,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
8957,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8958,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8959,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8960,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8961,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8962,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
8963,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
8964,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
8965,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8966,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8967,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8968,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8969,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8970,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8971,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8972,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8973,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8974,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8975,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8976,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
8977,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
8978,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8979,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8980,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
8981,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
8982,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8983,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8984,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
8985,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
8986,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
8987,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
8988,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
8989,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
8990,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8991,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Built-up,Water
8992,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
8993,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
8994,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Water
8995,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8996,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
8997,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8998,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8999,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9000,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9001,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
9002,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Bareland
9003,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Water
9004,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
9005,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9006,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
9007,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Water
9008,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9009,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9010,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9011,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9012,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
9013,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
9014,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
9015,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9016,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9017,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9018,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
9019,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
9020,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
9021,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
9022,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
9023,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
9024,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
9025,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
9026,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9027,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
9028,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
9029,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
9030,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
9031,Forest,NULL,Grassland,Water,Non_Wetland,Water,NULL,Forest
9032,Forest,NULL,Grassland,Water,Non_Wetland,Water,Built-up,Water
9033,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
9034,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
9035,Forest,NULL,Grassland,Water,Non_Wetland,Water,Forest,Water
9036,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
9037,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Water,Forest
9038,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Forest
9039,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9040,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9041,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9042,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9043,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9044,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9045,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9046,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9047,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9048,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9049,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9050,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9051,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9052,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9053,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
9054,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9055,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9056,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
9057,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
9058,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9059,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9060,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9061,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9062,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
9063,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
9064,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9065,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9066,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9067,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
9068,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
9069,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
9070,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
9071,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9072,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9073,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9074,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9075,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
9076,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
9077,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9078,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9079,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9080,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9081,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
9082,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
9083,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
9084,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
9085,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9086,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9087,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9088,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9089,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9090,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9091,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9092,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9093,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9094,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9095,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9096,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9097,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
9098,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9099,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9100,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9101,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9102,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9103,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9104,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9105,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9106,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9107,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9108,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9109,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9110,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9111,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9112,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9113,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9114,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
9115,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9116,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9117,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9118,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9119,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9120,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9121,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9122,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9123,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9124,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
9125,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9126,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
9127,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
9128,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9129,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9130,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9131,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
9132,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9133,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9134,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9135,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
9136,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9137,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9138,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
9139,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
9140,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
9141,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9142,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
9143,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
9144,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
9145,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
9146,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
9147,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
9148,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9149,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9150,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
9151,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
9152,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9153,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9154,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9155,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9156,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
9157,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
9158,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
9159,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9160,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9161,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9162,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
9163,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9164,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
9165,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9166,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
9167,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
9168,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9169,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9170,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
9171,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9172,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
9173,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
9174,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Water
9175,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
9176,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
9177,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Built-up
9178,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
9179,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9180,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
9181,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
9182,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
9183,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
9184,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9185,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9186,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9187,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9188,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9189,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9190,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9191,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9192,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9193,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
9194,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9195,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9196,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9197,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9198,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9199,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9200,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9201,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9202,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9203,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9204,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9205,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9206,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
9207,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9208,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
9209,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9210,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
9211,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9212,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
9213,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9214,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
9215,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9216,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
9217,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
9218,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
9219,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
9220,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
9221,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9222,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9223,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9224,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9225,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9226,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
9227,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9228,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
9229,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
9230,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
9231,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
9232,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9233,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9234,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9235,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9236,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
9237,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9238,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
9239,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Cropland
9240,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
9241,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Water
9242,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
9243,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
9244,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
9245,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
9246,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
9247,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
9248,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9249,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
9250,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
9251,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
9252,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
9253,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9254,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9255,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9256,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
9257,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
