Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEB_M_R
670,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
671,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
672,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
673,Bareland,Built-up,Water,NULL,Water,Bareland,Water,Bareland
674,Bareland,Built-up,Water,Non_Water,Water,Bareland,Water,Bareland
675,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
676,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
677,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
678,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
679,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
680,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
681,Bareland,Water,Water,NULL,Water,NULL,Wetland,Forest
682,Bareland,Water,Water,NULL,Water,Water,Water,Water
683,Bareland,Water,Water,NULL,Water,Water,Water,Forest
684,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
685,Bareland,Water,Water,Water,Water,Water,Water,Water
686,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
687,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
688,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
689,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
690,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
691,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
692,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
693,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
694,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
695,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
696,Water,Bareland,Water,NULL,Water,Water,Water,Water
697,Water,Bareland,Water,NULL,Water,Forest,Water,Water
698,Water,Bareland,Water,Non_Water,Water,Bareland,Water,Water
699,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
700,Water,Bareland,Water,Water,Water,NULL,Water,Water
701,Water,Bareland,Water,Water,Water,Wetland,Water,Water
702,Water,Bareland,Water,Water,Water,Bareland,Water,Water
703,Water,Bareland,Water,Water,Water,Water,Water,Water
704,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
705,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
706,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
707,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
708,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
709,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
710,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Water
711,Water,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
712,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
713,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
714,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
715,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
716,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
717,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
718,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
719,Water,Built-up,Water,NULL,Water,Wetland,Wetland,Water
720,Water,Built-up,Water,NULL,Water,Wetland,Water,Grassland
721,Water,Built-up,Water,NULL,Water,Wetland,Water,Bareland
722,Water,Built-up,Water,NULL,Water,Water,Water,Water
723,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
724,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
725,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
726,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
727,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
728,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
729,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
730,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
731,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
732,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
733,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
734,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
735,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
736,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
737,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
738,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
739,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
740,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
741,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
742,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
743,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
744,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
745,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
746,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
747,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
748,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
749,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
750,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
751,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
752,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
753,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
754,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
755,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Bareland
756,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
757,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
758,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
759,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
760,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
761,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
762,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
763,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
764,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
765,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
766,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
767,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
768,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
769,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
770,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
771,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
772,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
773,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
774,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
775,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
776,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
777,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
778,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
779,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
780,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
781,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
782,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
783,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
784,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
785,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
786,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
787,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
788,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
789,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
790,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
791,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
792,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
793,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
794,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
795,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
796,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
797,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
798,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
799,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
800,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
801,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
802,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
803,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
804,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
805,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
806,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
807,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
808,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
809,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
810,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
811,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
812,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
813,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
814,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
815,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
816,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
817,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
818,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
819,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
820,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
821,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
822,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
823,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
824,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
825,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
826,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
827,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
828,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
829,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
830,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
831,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
832,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
833,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
834,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
835,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
836,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
837,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
838,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
839,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
840,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
841,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
842,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
843,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
844,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
845,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
846,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
847,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
848,Water,Water,Wetland,Water,Wetland,Water,Water,Water
849,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
850,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
851,Water,Water,Water,NULL,Water,NULL,NULL,Water
852,Water,Water,Water,NULL,Water,NULL,NULL,Forest
853,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
854,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
855,Water,Water,Water,NULL,Water,NULL,Water,Water
856,Water,Water,Water,NULL,Water,NULL,Water,Forest
857,Water,Water,Water,NULL,Water,Grassland,Water,Water
858,Water,Water,Water,NULL,Water,Grassland,Water,Forest
859,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
860,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
861,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
862,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
863,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
864,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
865,Water,Water,Water,NULL,Water,Wetland,Water,Water
866,Water,Water,Water,NULL,Water,Wetland,Water,Forest
867,Water,Water,Water,NULL,Water,Wetland,Forest,Water
868,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
869,Water,Water,Water,NULL,Water,Bareland,Water,Water
870,Water,Water,Water,NULL,Water,Water,NULL,Water
871,Water,Water,Water,NULL,Water,Water,NULL,Forest
872,Water,Water,Water,NULL,Water,Water,Grassland,Water
873,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
874,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
875,Water,Water,Water,NULL,Water,Water,Wetland,Water
876,Water,Water,Water,NULL,Water,Water,Wetland,Forest
877,Water,Water,Water,NULL,Water,Water,Water,Grassland
878,Water,Water,Water,NULL,Water,Water,Water,Wetland
879,Water,Water,Water,NULL,Water,Water,Water,Bareland
880,Water,Water,Water,NULL,Water,Water,Water,Water
881,Water,Water,Water,NULL,Water,Water,Water,Forest
882,Water,Water,Water,NULL,Water,Water,Forest,Water
883,Water,Water,Water,NULL,Water,Water,Forest,Forest
884,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
885,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
886,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
887,Water,Water,Water,Non_Water,Water,NULL,Water,Water
888,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
889,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
890,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
891,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
892,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
893,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
894,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
895,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
896,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
897,Water,Water,Water,Non_Water,Water,Water,NULL,Water
898,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
899,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
900,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
901,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
902,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
903,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
904,Water,Water,Water,Non_Water,Water,Water,Water,Water
905,Water,Water,Water,Non_Water,Water,Water,Water,Forest
906,Water,Water,Water,Non_Water,Water,Water,Forest,Water
907,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
908,Water,Water,Water,Water,Water,NULL,NULL,Grassland
909,Water,Water,Water,Water,Water,NULL,NULL,Wetland
910,Water,Water,Water,Water,Water,NULL,NULL,Water
911,Water,Water,Water,Water,Water,NULL,NULL,Forest
912,Water,Water,Water,Water,Water,NULL,Wetland,Water
913,Water,Water,Water,Water,Water,NULL,Water,Water
914,Water,Water,Water,Water,Water,NULL,Water,Forest
915,Water,Water,Water,Water,Water,Grassland,Water,Water
916,Water,Water,Water,Water,Water,Wetland,NULL,Water
917,Water,Water,Water,Water,Water,Wetland,Grassland,Water
918,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
919,Water,Water,Water,Water,Water,Wetland,Wetland,Water
920,Water,Water,Water,Water,Water,Wetland,Water,Grassland
921,Water,Water,Water,Water,Water,Wetland,Water,Wetland
922,Water,Water,Water,Water,Water,Wetland,Water,Water
923,Water,Water,Water,Water,Water,Wetland,Water,Forest
924,Water,Water,Water,Water,Water,Bareland,Water,Water
925,Water,Water,Water,Water,Water,Water,NULL,Wetland
926,Water,Water,Water,Water,Water,Water,NULL,Water
927,Water,Water,Water,Water,Water,Water,NULL,Forest
928,Water,Water,Water,Water,Water,Water,Wetland,Grassland
929,Water,Water,Water,Water,Water,Water,Wetland,Wetland
930,Water,Water,Water,Water,Water,Water,Wetland,Water
931,Water,Water,Water,Water,Water,Water,Wetland,Forest
932,Water,Water,Water,Water,Water,Water,Water,Grassland
933,Water,Water,Water,Water,Water,Water,Water,Wetland
934,Water,Water,Water,Water,Water,Water,Water,Bareland
935,Water,Water,Water,Water,Water,Water,Water,Water
936,Water,Water,Water,Water,Water,Water,Water,Forest
937,Water,Water,Water,Water,Water,Water,Forest,Water
938,Water,Water,Water,Water,Water,Water,Forest,Forest
939,Water,Water,Water,Water,Water,Forest,Water,Water
940,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
941,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
942,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
943,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
944,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
945,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
946,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
947,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
948,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
949,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
950,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
951,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
952,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
953,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
954,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
955,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
956,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
957,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
958,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
959,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
960,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
961,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
962,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
963,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
964,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
965,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
966,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
967,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
968,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
969,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
970,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
971,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
972,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
973,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
974,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
975,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
976,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
977,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
978,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
979,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
980,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
981,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
982,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
983,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
984,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
985,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
986,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
987,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
988,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
989,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
990,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
991,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
992,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
993,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
994,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
995,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
996,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
997,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
998,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
999,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1000,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1001,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1002,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1003,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
1004,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1005,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1007,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1008,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1009,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1010,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1011,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1012,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1013,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1014,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1015,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1016,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
1017,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1018,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1019,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
1020,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1021,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
1022,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
1023,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1024,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1025,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1026,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1027,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1028,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
1029,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1030,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1031,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1032,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1033,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1034,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1035,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1036,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1037,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1038,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1039,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1040,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1041,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1042,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1043,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1044,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1045,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1046,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1047,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1048,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1049,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
