Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDN_M_R
9687,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9688,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9689,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
9690,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9691,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
9692,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9693,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9694,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9695,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9696,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9697,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9698,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9699,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9700,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9701,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9702,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9703,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9704,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9705,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
9706,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9707,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9708,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
9709,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9710,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
9711,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9712,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9713,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9714,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
9715,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9716,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
9717,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9718,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9719,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9720,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9721,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9722,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
9723,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
9724,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9725,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9726,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9727,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9728,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9729,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9730,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
9731,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9732,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
9733,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9734,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9735,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9736,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
9737,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9738,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9739,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9740,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9741,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9742,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
9743,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9744,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9745,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9746,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
9747,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9748,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9749,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
9750,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9751,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
9752,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9753,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9754,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9755,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9756,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9757,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9758,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9759,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9760,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9761,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9762,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9763,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9764,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9765,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9766,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
9767,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9768,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9769,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9770,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
9771,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9772,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9773,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9774,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9775,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
9776,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9777,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9778,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
9779,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
9780,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
9781,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9782,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9783,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9784,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9785,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
9786,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
9787,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9788,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9789,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
9790,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9791,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
9792,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
9793,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
9794,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
9795,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9796,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9797,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
9798,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9799,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
9800,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
9801,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
9802,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
9803,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
9804,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
9805,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
9806,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
9807,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
9808,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9809,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9810,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
9811,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
9812,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
9813,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
9814,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
9815,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
9816,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
9817,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9818,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
9819,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
9820,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
9821,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
9822,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
9823,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9824,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
9825,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Wetland
9826,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
9827,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
9828,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
9829,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9830,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9831,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9832,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
9833,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9834,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9835,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9836,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9837,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9838,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9839,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
9840,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9841,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9842,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9843,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9844,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9845,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9846,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9847,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9848,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9849,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9850,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9851,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9852,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9853,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9854,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9855,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
9856,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9857,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9858,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9859,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9860,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9861,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9862,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9863,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9864,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9865,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9866,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9867,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9868,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9869,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9870,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9871,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
9872,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9873,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9874,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9875,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9876,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9877,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9878,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9879,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9880,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9881,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9882,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9883,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
9884,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9885,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9886,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9887,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9888,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9889,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9890,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9891,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9892,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9893,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9894,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9895,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
9896,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9897,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9898,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9899,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9900,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9901,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9902,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9903,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9904,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9905,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9906,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9907,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9908,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9909,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9910,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9911,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9912,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9913,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9914,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9915,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9916,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9917,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9918,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9919,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
9920,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9921,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9922,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9923,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9924,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9925,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9926,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9927,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9928,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9929,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9930,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9931,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9932,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9933,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9934,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9935,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9936,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9937,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9938,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9939,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9940,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9941,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9942,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9943,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9944,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9945,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9946,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9947,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9948,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9949,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9950,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9951,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9952,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9953,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9954,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9955,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9956,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9957,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9958,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9959,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
9960,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9961,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9962,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9963,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
9964,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9965,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9966,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
9967,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9968,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9969,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
9970,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9971,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9972,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9973,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9974,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9975,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9976,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9977,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9978,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9979,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9980,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9981,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9982,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9983,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9984,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9985,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9986,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9987,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
9988,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9989,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
9990,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9991,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9992,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9993,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9994,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
9995,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9996,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9997,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9998,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9999,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10000,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10001,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10002,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
10003,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10004,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10005,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
