Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R
1423,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1424,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1425,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1426,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1427,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1428,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1429,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1430,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
1431,Water,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1432,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
1433,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1434,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
1435,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
1436,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1437,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1438,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1439,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1440,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1441,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1442,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
1443,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1444,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1445,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1446,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1447,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1448,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
1449,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1450,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1451,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1452,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1453,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1454,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1455,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1456,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1457,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1458,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1459,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1460,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
1461,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
1462,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
1463,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1464,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1465,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1466,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1467,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1468,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1469,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1470,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1471,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
1472,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1473,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1474,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1475,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1476,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1477,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
1478,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1479,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1480,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
1481,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1482,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1483,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1484,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1485,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1486,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1487,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1488,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
1489,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1490,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1491,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1492,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1493,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1494,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1495,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1496,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1497,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1498,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1499,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
1500,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
1501,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1502,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1503,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1504,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1505,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1506,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1507,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1508,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1509,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1510,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1511,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1512,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
1513,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1514,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1515,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1516,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1517,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1518,Water,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1519,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
1520,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1521,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1522,Water,Water,Wetland,Water,Wetland,Grassland,Water,NULL
1523,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1524,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1525,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1526,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1527,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
1528,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
1529,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,NULL
1530,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1531,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1532,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1533,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1534,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1535,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1536,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1537,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
1538,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
1539,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1540,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
1541,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1542,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1543,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1544,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1545,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1546,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1547,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1548,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1549,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1550,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1551,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1552,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1553,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1554,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
1555,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1556,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1557,Water,Water,Water,NULL,Water,NULL,Water,Water
1558,Water,Water,Water,NULL,Water,NULL,Water,Forest
1559,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
1560,Water,Water,Water,NULL,Water,Shrubland,Wetland,Forest
1561,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
1562,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1563,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
1564,Water,Water,Water,NULL,Water,Grassland,Water,Water
1565,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1566,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
1567,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
1568,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
1569,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1570,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1571,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1572,Water,Water,Water,NULL,Water,Wetland,Water,NULL
1573,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1574,Water,Water,Water,NULL,Water,Wetland,Water,Water
1575,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1576,Water,Water,Water,NULL,Water,Water,Shrubland,Water
1577,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
1578,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1579,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
1580,Water,Water,Water,NULL,Water,Water,Grassland,Water
1581,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1582,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1583,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
1584,Water,Water,Water,NULL,Water,Water,Wetland,Water
1585,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1586,Water,Water,Water,NULL,Water,Water,Water,Grassland
1587,Water,Water,Water,NULL,Water,Water,Water,Wetland
1588,Water,Water,Water,NULL,Water,Water,Water,Bareland
1589,Water,Water,Water,NULL,Water,Water,Water,Water
1590,Water,Water,Water,NULL,Water,Water,Water,Forest
1591,Water,Water,Water,NULL,Water,Water,Forest,Water
1592,Water,Water,Water,NULL,Water,Water,Forest,Forest
1593,Water,Water,Water,NULL,Water,Forest,Shrubland,Forest
1594,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1595,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1596,Water,Water,Water,Non_Water,Water,Shrubland,Wetland,Forest
1597,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1598,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1599,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
1600,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
1601,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1602,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1603,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1604,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
1605,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1606,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1607,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1608,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1609,Water,Water,Water,Non_Water,Water,Water,Water,Water
1610,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1611,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1612,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1613,Water,Water,Water,Water,Water,NULL,Wetland,Water
1614,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1615,Water,Water,Water,Water,Water,NULL,Water,Wetland
1616,Water,Water,Water,Water,Water,NULL,Water,Water
1617,Water,Water,Water,Water,Water,NULL,Water,Forest
1618,Water,Water,Water,Water,Water,NULL,Forest,Forest
1619,Water,Water,Water,Water,Water,Shrubland,Wetland,Forest
1620,Water,Water,Water,Water,Water,Shrubland,Water,Forest
1621,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1622,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
1623,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1624,Water,Water,Water,Water,Water,Grassland,Water,Water
1625,Water,Water,Water,Water,Water,Grassland,Water,Forest
1626,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
1627,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1628,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1629,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1630,Water,Water,Water,Water,Water,Wetland,Water,NULL
1631,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1632,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1633,Water,Water,Water,Water,Water,Wetland,Water,Water
1634,Water,Water,Water,Water,Water,Wetland,Water,Forest
1635,Water,Water,Water,Water,Water,Wetland,Forest,Water
1636,Water,Water,Water,Water,Water,Wetland,Forest,Forest
1637,Water,Water,Water,Water,Water,Water,Shrubland,Water
1638,Water,Water,Water,Water,Water,Water,Shrubland,Forest
1639,Water,Water,Water,Water,Water,Water,Grassland,Grassland
1640,Water,Water,Water,Water,Water,Water,Grassland,Water
1641,Water,Water,Water,Water,Water,Water,Grassland,Forest
1642,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1643,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1644,Water,Water,Water,Water,Water,Water,Wetland,Water
1645,Water,Water,Water,Water,Water,Water,Wetland,Forest
1646,Water,Water,Water,Water,Water,Water,Water,Grassland
1647,Water,Water,Water,Water,Water,Water,Water,Wetland
1648,Water,Water,Water,Water,Water,Water,Water,Bareland
1649,Water,Water,Water,Water,Water,Water,Water,Water
1650,Water,Water,Water,Water,Water,Water,Water,Forest
1651,Water,Water,Water,Water,Water,Water,Forest,Wetland
1652,Water,Water,Water,Water,Water,Water,Forest,Water
1653,Water,Water,Water,Water,Water,Water,Forest,Forest
1654,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1655,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1656,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1657,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1658,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1659,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1660,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1661,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1662,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1663,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1664,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1665,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
1666,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1667,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1668,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1669,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1670,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1671,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1672,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1673,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1674,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1675,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1676,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1677,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1678,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1679,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1680,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1681,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1682,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
1683,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1684,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1685,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1686,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1687,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1688,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1689,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1690,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1691,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1692,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1693,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1694,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1695,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1696,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1697,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1698,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1699,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1700,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1701,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1702,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1703,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1704,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1705,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
1706,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1707,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1708,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1709,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1710,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1711,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1712,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1713,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1714,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1715,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1716,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1717,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1718,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1719,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1720,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1721,Water,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
1722,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
1723,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
1724,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1725,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1726,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1727,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1728,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1729,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1730,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
1731,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
1732,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1733,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1734,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1735,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1736,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1737,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
1738,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1739,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1740,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1741,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1742,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1743,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1744,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1745,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1746,Water,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1747,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1748,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1749,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1750,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
1751,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1752,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1753,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1754,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1755,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1756,Water,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1757,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1758,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1759,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1760,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1761,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1762,Water,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1763,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1764,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1765,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
1766,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1767,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1768,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1769,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1770,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1771,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1772,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1773,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1774,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1775,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1776,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1777,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1778,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1779,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1780,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1781,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1782,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1783,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1784,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1785,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1786,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1787,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1788,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1789,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1790,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1791,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1792,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1793,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1794,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1795,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1796,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1797,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1798,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1799,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1800,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1801,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1802,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1803,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
