Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYF_M_R
8184,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8185,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
8186,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8187,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
8188,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8189,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8190,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8191,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8192,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8193,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
8194,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8195,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8196,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8197,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8198,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8199,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
8200,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8201,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8202,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8203,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8204,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
8205,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8206,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
8207,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
8208,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
8209,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8210,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
8211,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8212,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
8213,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8214,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8215,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8216,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8217,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8218,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
8219,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8220,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8221,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8222,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8223,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8224,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8225,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8226,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8227,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
8228,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8229,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8230,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8231,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8232,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8233,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8234,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8235,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
8236,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
8237,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
8238,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8239,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8240,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8241,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
8242,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8243,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8244,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
8245,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8246,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
8247,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
8248,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8249,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
8250,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8251,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8252,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8253,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8254,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8255,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8256,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8257,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
8258,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8259,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8260,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8261,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8262,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8263,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
8264,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8265,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8266,Forest,Cropland,Forest,Water,Non_Wetland,Water,NULL,Forest
8267,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8268,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8269,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8270,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
8271,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8272,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8273,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8274,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
8275,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8276,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
8277,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8278,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8279,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8280,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8281,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8282,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
8283,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8284,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8285,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8286,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
8287,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
8288,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
8289,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
8290,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8291,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8292,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
8293,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8294,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
8295,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
8296,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
8297,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
8298,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
8299,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
8300,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
8301,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
8302,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
8303,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
8304,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8305,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8306,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
8307,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8308,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
8309,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
8310,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
8311,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8312,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
8313,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
8314,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
8315,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
8316,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
8317,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
8318,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8319,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
8320,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Water
8321,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
8322,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
8323,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
8324,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
8325,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
8326,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
8327,Forest,Wetland,Water,NULL,Water,Water,Water,Water
8328,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
8329,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Wetland
8330,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Water
8331,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
8332,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
8333,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
8334,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
8335,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
8336,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
8337,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
8338,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
8339,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
8340,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
8341,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
8342,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
8343,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
8344,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
8345,Forest,Wetland,Water,Water,Water,Water,Water,Water
8346,Forest,Wetland,Water,Water,Water,Water,Water,Forest
8347,Forest,Wetland,Water,Water,Water,Forest,Wetland,Wetland
8348,Forest,Wetland,Water,Water,Water,Forest,Wetland,Water
8349,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
8350,Forest,Wetland,Water,Water,Water,Forest,Water,Wetland
8351,Forest,Wetland,Water,Water,Water,Forest,Water,Water
8352,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8353,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8354,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8355,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8356,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8357,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8358,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8359,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8360,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8361,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8362,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8363,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8364,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8365,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8366,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8367,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8368,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8369,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8370,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8371,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8372,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8373,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8374,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8375,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8376,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8377,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8378,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8379,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
8380,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8381,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
8382,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
8383,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
8384,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
8385,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8386,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8387,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
8388,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8389,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8390,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
8391,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8392,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
8393,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
8394,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8395,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8396,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8397,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8398,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8399,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8400,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8401,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
8402,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
8403,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8404,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8405,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8406,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8407,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8408,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8409,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8410,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8411,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8412,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8413,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
8414,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8415,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8416,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8417,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8418,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8419,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
8420,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8421,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
8422,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8423,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
8424,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8425,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8426,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8427,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
8428,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8429,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8430,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8431,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8432,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8433,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8434,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8435,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8436,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8437,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8438,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8439,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8440,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8441,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8442,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8443,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8444,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8445,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8446,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8447,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8448,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8449,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8450,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8451,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8452,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8453,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8454,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8455,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8456,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8457,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
8458,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8459,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8460,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8461,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8462,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8463,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8464,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8465,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8466,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8467,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8468,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8469,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8470,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8471,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8472,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8473,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
8474,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8475,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
8476,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
8477,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8478,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8479,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
8480,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8481,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8482,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8483,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
8484,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
8485,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8486,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8487,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8488,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
8489,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
8490,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
8491,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8492,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8493,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8494,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8495,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
8496,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
8497,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8498,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8499,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8500,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8501,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8502,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8503,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8504,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8505,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8506,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8507,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8508,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
8509,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8510,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8511,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8512,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8513,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8514,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
