Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGV_M_R
25651,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
25652,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
25653,Forest,Water,Water,Non_Water,Water,Bareland,NULL,Water
25654,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Water
25655,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
25656,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
25657,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
25658,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
25659,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
25660,Forest,Water,Water,Non_Water,Water,Water,Water,Water
25661,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
25662,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
25663,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
25664,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
25665,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
25666,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
25667,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
25668,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
25669,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
25670,Forest,Water,Water,Water,Water,NULL,NULL,Water
25671,Forest,Water,Water,Water,Water,NULL,NULL,Forest
25672,Forest,Water,Water,Water,Water,NULL,Wetland,Water
25673,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
25674,Forest,Water,Water,Water,Water,NULL,Water,Wetland
25675,Forest,Water,Water,Water,Water,NULL,Water,Water
25676,Forest,Water,Water,Water,Water,NULL,Water,Forest
25677,Forest,Water,Water,Water,Water,NULL,Forest,Water
25678,Forest,Water,Water,Water,Water,NULL,Forest,Forest
25679,Forest,Water,Water,Water,Water,Wetland,NULL,Water
25680,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
25681,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
25682,Forest,Water,Water,Water,Water,Wetland,Water,Water
25683,Forest,Water,Water,Water,Water,Wetland,Water,Forest
25684,Forest,Water,Water,Water,Water,Bareland,NULL,Grassland
25685,Forest,Water,Water,Water,Water,Bareland,NULL,Forest
25686,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
25687,Forest,Water,Water,Water,Water,Bareland,Water,Water
25688,Forest,Water,Water,Water,Water,Bareland,Water,Forest
25689,Forest,Water,Water,Water,Water,Water,NULL,Water
25690,Forest,Water,Water,Water,Water,Water,Wetland,Water
25691,Forest,Water,Water,Water,Water,Water,Wetland,Forest
25692,Forest,Water,Water,Water,Water,Water,Water,Wetland
25693,Forest,Water,Water,Water,Water,Water,Water,Water
25694,Forest,Water,Water,Water,Water,Water,Water,Forest
25695,Forest,Water,Water,Water,Water,Water,Forest,Water
25696,Forest,Water,Water,Water,Water,Water,Forest,Forest
25697,Forest,Water,Water,Water,Water,Forest,NULL,Bareland
25698,Forest,Water,Water,Water,Water,Forest,NULL,Forest
25699,Forest,Water,Water,Water,Water,Forest,Wetland,Bareland
25700,Forest,Water,Water,Water,Water,Forest,Wetland,Water
25701,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
25702,Forest,Water,Water,Water,Water,Forest,Water,Grassland
25703,Forest,Water,Water,Water,Water,Forest,Water,Water
25704,Forest,Water,Water,Water,Water,Forest,Water,Forest
25705,Forest,Water,Water,Water,Water,Forest,Forest,Bareland
25706,Forest,Water,Water,Water,Water,Forest,Forest,Water
25707,Forest,Water,Water,Water,Water,Forest,Forest,Forest
25708,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
25709,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
25710,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
25711,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
25712,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
25713,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
25714,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
25715,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
25716,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
25717,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
25718,Forest,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
25719,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
25720,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Cropland
25721,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
25722,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
25723,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
25724,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
25725,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
25726,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
25727,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
25728,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
25729,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
25730,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
25731,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
25732,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
25733,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
25734,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
25735,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
25736,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
25737,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
25738,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
25739,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
25740,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
25741,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
25742,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
25743,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
25744,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
25745,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
25746,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
25747,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
25748,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
25749,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
25750,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
25751,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
25752,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
25753,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
25754,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
25755,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
25756,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
25757,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
25758,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
25759,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
25760,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
25761,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
25762,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
25763,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
25764,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
25765,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
25766,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
25767,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
25768,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
25769,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
25770,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
25771,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
25772,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
25773,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
25774,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
25775,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
25776,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
25777,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
25778,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
25779,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
25780,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
25781,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
25782,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
25783,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
25784,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
25785,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
25786,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
25787,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
25788,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
25789,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
25790,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
25791,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
25792,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
25793,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
25794,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
25795,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
25796,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
25797,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
25798,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
25799,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
25800,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Bareland
25801,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
25802,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
25803,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
25804,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
25805,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
25806,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
25807,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
25808,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
25809,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
25810,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Cropland
25811,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
25812,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
25813,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
25814,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
25815,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
25816,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
25817,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
25818,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
25819,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
25820,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
25821,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
25822,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
25823,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
25824,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
25825,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
25826,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
25827,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
25828,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
25829,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
25830,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
25831,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
25832,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
25833,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
25834,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
25835,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
25836,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
25837,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
25838,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
25839,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
25840,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
25841,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
25842,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Cropland
25843,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
25844,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
25845,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
25846,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Cropland
25847,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
25848,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
25849,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
25850,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
25851,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
25852,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
25853,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
25854,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
25855,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
25856,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
25857,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
25858,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
25859,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
25860,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
25861,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
25862,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
25863,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
25864,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
25865,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
25866,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
25867,Forest,Water,Forest,Water,Non_Wetland,Bareland,Built-up,Water
25868,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
25869,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
25870,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
25871,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
25872,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
25873,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
25874,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
25875,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
25876,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
25877,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
25878,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
25879,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
25880,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
25881,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
25882,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
25883,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
25884,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
25885,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
25886,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
25887,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
25888,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
25889,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
25890,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
25891,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
25892,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
25893,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
25894,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
25895,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
25896,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
25897,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
25898,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
25899,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
25900,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
25901,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
25902,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
25903,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
25904,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
25905,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
25906,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
25907,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
25908,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
25909,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
25910,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
25911,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
25912,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
25913,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
25914,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
25915,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
25916,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
25917,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
25918,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
25919,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
25920,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
25921,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
25922,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
25923,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
25924,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
25925,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
25926,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
25927,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
25928,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
25929,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
25930,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
25931,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
25932,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
25933,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
25934,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
25935,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
25936,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
25937,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
25938,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
25939,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
25940,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
25941,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
25942,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
25943,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
25944,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
25945,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
25946,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
25947,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
25948,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
25949,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
25950,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
25951,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
25952,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
25953,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
25954,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
25955,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
25956,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
25957,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
25958,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
25959,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
25960,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
25961,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
25962,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
25963,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
25964,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
25965,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
25966,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
25967,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
25968,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
25969,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
25970,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
25971,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
25972,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
25973,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
25974,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
25975,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
25976,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
25977,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
25978,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
25979,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
25980,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
25981,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
25982,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
25983,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
25984,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
25985,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
25986,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
25987,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
25988,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
25989,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
25990,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
25991,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
25992,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
25993,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
25994,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
25995,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
25996,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
25997,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
25998,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
25999,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
26000,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
26001,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
26002,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
26003,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
26004,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
26005,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
26006,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
26007,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
