Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRB_M_R
11876,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
11877,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
11878,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
11879,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11880,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11881,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11882,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
11883,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
11884,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
11885,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11886,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11887,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11888,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11889,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11890,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11891,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11892,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11893,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11894,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
11895,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11896,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
11897,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
11898,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11899,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
11900,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11901,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11902,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
11903,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11904,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11905,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
11906,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11907,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11908,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11909,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11910,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11911,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
11912,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11913,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
11914,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11915,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
11916,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
11917,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
11918,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11919,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
11920,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11921,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11922,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11923,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
11924,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
11925,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11926,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
11927,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
11928,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
11929,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
11930,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
11931,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11932,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
11933,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
11934,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
11935,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
11936,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11937,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
11938,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
11939,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
11940,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Water
11941,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
11942,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
11943,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
11944,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
11945,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
11946,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
11947,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
11948,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
11949,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11950,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11951,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
11952,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11953,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11954,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11955,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
11956,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11957,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
11958,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
11959,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
11960,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
11961,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
11962,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
11963,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
11964,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11965,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11966,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11967,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11968,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11969,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11970,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11971,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
11972,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11973,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11974,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11975,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
11976,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11977,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11978,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11979,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11980,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11981,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11982,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
11983,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
11984,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
11985,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
11986,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
11987,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11988,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11989,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11990,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11991,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11992,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
11993,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11994,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11995,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
11996,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11997,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11998,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
11999,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
12000,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
12001,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
12002,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12003,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12004,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12005,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
12006,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
12007,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
12008,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
12009,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
12010,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
12011,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12012,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12013,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12014,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
12015,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12016,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12017,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12018,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12019,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12020,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12021,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12022,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
12023,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
12024,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12025,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12026,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12027,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12028,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
12029,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12030,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
12031,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
12032,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12033,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12034,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
12035,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12036,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12037,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
12038,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,NULL
12039,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12040,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
12041,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
12042,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
12043,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12044,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
12045,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12046,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
12047,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
12048,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
12049,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
12050,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12051,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12052,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12053,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12054,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12055,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12056,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12057,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12058,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12059,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12060,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12061,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12062,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
12063,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
12064,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
12065,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12066,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12067,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12068,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12069,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12070,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12071,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12072,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
12073,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12074,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12075,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12076,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12077,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12078,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12079,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12080,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12081,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12082,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12083,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12084,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12085,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
12086,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12087,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12088,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12089,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12090,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12091,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12092,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
12093,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Water
12094,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12095,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12096,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12097,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
12098,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12099,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12100,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12101,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12102,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
12103,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
12104,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12105,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12106,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12107,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12108,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12109,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12110,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12111,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12112,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12113,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12114,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12115,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
12116,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12117,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12118,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12119,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12120,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
12121,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
12122,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12123,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
12124,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
12125,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
12126,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12127,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Cropland
12128,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
12129,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
12130,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Cropland
12131,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
12132,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
12133,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
12134,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12135,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
12136,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
12137,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12138,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12139,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12140,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12141,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
12142,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12143,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12144,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
12145,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
12146,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
12147,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12148,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
12149,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
12150,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12151,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12152,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12153,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12154,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12155,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12156,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
12157,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
12158,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12159,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
12160,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12161,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
12162,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
12163,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12164,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
12165,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
12166,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
12167,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
12168,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
12169,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12170,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12171,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12172,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
12173,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12174,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
12175,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12176,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12177,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
12178,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12179,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12180,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12181,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12182,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
12183,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
12184,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12185,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
12186,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
12187,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
12188,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
12189,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12190,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
12191,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
12192,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
12193,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
12194,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12195,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
12196,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
12197,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
12198,Forest,Forest,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
12199,Forest,Forest,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
12200,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
