Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMD_M_R
1577,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1578,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1579,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1580,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1581,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1582,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1583,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1584,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1585,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1586,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1587,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1588,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1589,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
1590,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1591,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1592,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1593,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1594,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1595,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
1596,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1597,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1598,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1599,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1600,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1601,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1602,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1603,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1604,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1605,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1606,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
1607,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1608,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1609,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1610,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1611,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1612,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1613,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1614,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1615,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1616,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1617,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1618,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1619,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1620,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1621,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1622,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1623,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1624,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1625,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1626,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
1627,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1628,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1629,Forest,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
1630,Forest,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Forest
1631,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1632,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1633,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1634,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1635,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1636,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1637,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1638,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1639,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1640,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1641,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1642,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1643,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1644,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1645,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1646,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1647,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1648,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1649,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1650,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1651,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1652,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1653,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1654,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1655,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1656,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1657,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1658,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1659,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1660,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1661,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1662,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1663,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1664,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1665,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1666,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1667,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1668,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1669,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1670,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1671,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1672,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1673,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1674,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1675,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1676,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1677,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1678,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1679,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1680,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1681,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1682,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1683,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1684,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1685,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1686,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1687,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1688,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1689,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1690,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1691,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
1692,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1693,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1694,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1695,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1696,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
1697,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1698,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
1699,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
1700,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1701,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
1702,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1703,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1704,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1705,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1706,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1707,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1708,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1709,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1710,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
1711,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
1712,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1713,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1714,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1715,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1716,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1717,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1718,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1719,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1720,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1721,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1722,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1723,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1724,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1725,Forest,NULL,Water,Water,Water,Water,Water,Water
1726,Forest,NULL,Water,Water,Water,Water,Water,Forest
1727,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1728,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1729,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1730,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1731,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1732,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1733,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1734,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1735,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1736,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1737,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1738,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1739,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1740,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1741,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1742,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1743,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1744,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1745,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1746,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1747,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1748,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1749,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1750,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1751,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1752,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1753,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1754,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1755,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1756,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1757,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1758,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1759,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1760,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1761,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1762,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1763,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1764,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1765,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1766,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1767,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1768,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1769,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1770,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1771,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1772,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1773,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1774,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1775,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1776,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1777,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1778,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1779,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1780,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1781,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1782,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1783,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1784,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
1785,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1786,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1787,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1788,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1789,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1790,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1791,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1792,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1793,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1794,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1795,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1796,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1797,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1798,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
1799,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
1800,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1801,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1802,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1803,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1804,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1805,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1806,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1807,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1808,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1809,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1810,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1811,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1812,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1813,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1814,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1815,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1816,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1817,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1818,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1819,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1820,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1821,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1822,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1823,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1824,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1825,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1826,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1827,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1828,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1829,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1830,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1831,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1832,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1833,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1834,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1835,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1836,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1837,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1838,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
1839,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1840,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
1841,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1842,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1843,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1844,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1845,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1846,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1847,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1848,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1849,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
1850,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1851,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1852,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1853,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1854,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1855,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1856,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1857,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1858,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1859,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1860,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1861,Forest,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Forest
1862,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1863,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1864,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1865,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
1866,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1867,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1868,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1869,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1870,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1871,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1872,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1873,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
1874,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1875,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1876,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1877,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1878,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1879,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1880,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1881,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1882,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1883,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1884,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1885,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
1886,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1887,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1888,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1889,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1890,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
1891,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1892,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1893,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1894,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1895,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1896,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1897,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1898,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1899,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
1900,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1901,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1902,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1903,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1904,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1905,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1906,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1907,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1908,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1909,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1910,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1911,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1912,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1913,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1914,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1915,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1916,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1917,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1918,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1919,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1920,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1921,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1922,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1923,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
