Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLP_M_R
12061,Water,Water,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
12062,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
12063,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
12064,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
12065,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
12066,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
12067,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
12068,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
12069,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
12070,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
12071,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
12072,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
12073,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
12074,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12075,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12076,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12077,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
12078,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12079,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12080,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12081,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
12082,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
12083,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12084,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
12085,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
12086,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
12087,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
12088,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12089,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
12090,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
12091,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
12092,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
12093,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
12094,Water,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
12095,Water,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
12096,Water,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
12097,Water,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
12098,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
12099,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,Water
12100,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12101,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
12102,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
12103,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12104,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
12105,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12106,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
12107,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
12108,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
12109,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
12110,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
12111,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
12112,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Wetland
12113,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
12114,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
12115,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
12116,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
12117,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
12118,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
12119,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
12120,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
12121,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
12122,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
12123,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
12124,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Wetland
12125,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
12126,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
12127,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
12128,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
12129,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
12130,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Cropland
12131,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
12132,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
12133,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Built-up
12134,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
12135,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
12136,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
12137,Water,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12138,Water,Water,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
12139,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
12140,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
12141,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
12142,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
12143,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
12144,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12145,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
12146,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
12147,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
12148,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
12149,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
12150,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
12151,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
12152,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Built-up
12153,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
12154,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12155,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
12156,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12157,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
12158,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
12159,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
12160,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
12161,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
12162,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
12163,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
12164,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
12165,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
12166,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
12167,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12168,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
12169,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
12170,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
12171,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
12172,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Water,Built-up
12173,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
12174,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
12175,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Bareland
12176,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Built-up
12177,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
12178,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Forest
12179,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
12180,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
12181,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
12182,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
12183,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Forest
12184,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
12185,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Cropland
12186,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
12187,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
12188,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
12189,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Water
12190,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
12191,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
12192,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
12193,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
12194,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
12195,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
12196,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
12197,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Built-up
12198,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Water
12199,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
12200,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
12201,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Built-up
12202,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
12203,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
12204,Water,Water,Built-up,Water,Non_Wetland,Wetland,NULL,Wetland
12205,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
12206,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
12207,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
12208,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
12209,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
12210,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
12211,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
12212,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
12213,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
12214,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
12215,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
12216,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
12217,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
12218,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
12219,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
12220,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
12221,Water,Water,Built-up,Water,Non_Wetland,Built-up,Bareland,Bareland
12222,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
12223,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
12224,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
12225,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
12226,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
12227,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Bareland
12228,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
12229,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
12230,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Forest
12231,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Wetland
12232,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
12233,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
12234,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
12235,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
12236,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Built-up
12237,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
12238,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Forest
12239,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
12240,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
12241,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
12242,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Built-up
12243,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
12244,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
12245,Water,Water,Water,NULL,NULL,NULL,NULL,Bareland
12246,Water,Water,Water,NULL,NULL,NULL,NULL,Built-up
12247,Water,Water,Water,NULL,NULL,NULL,NULL,Water
12248,Water,Water,Water,NULL,NULL,NULL,Water,Forest
12249,Water,Water,Water,NULL,NULL,Bareland,Water,Water
12250,Water,Water,Water,NULL,NULL,Water,NULL,Water
12251,Water,Water,Water,NULL,NULL,Water,Built-up,Water
12252,Water,Water,Water,NULL,NULL,Water,Water,Water
12253,Water,Water,Water,NULL,NULL,Water,Water,Forest
12254,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
12255,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
12256,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
12257,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
12258,Water,Water,Water,NULL,Water,NULL,NULL,Water
12259,Water,Water,Water,NULL,Water,NULL,NULL,Forest
12260,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
12261,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
12262,Water,Water,Water,NULL,Water,NULL,Built-up,Grassland
12263,Water,Water,Water,NULL,Water,NULL,Built-up,Cropland
12264,Water,Water,Water,NULL,Water,NULL,Built-up,Built-up
12265,Water,Water,Water,NULL,Water,NULL,Built-up,Water
12266,Water,Water,Water,NULL,Water,NULL,Built-up,Forest
12267,Water,Water,Water,NULL,Water,NULL,Water,Grassland
12268,Water,Water,Water,NULL,Water,NULL,Water,Wetland
12269,Water,Water,Water,NULL,Water,NULL,Water,Bareland
12270,Water,Water,Water,NULL,Water,NULL,Water,Water
12271,Water,Water,Water,NULL,Water,NULL,Water,Forest
12272,Water,Water,Water,NULL,Water,NULL,Forest,Grassland
12273,Water,Water,Water,NULL,Water,NULL,Forest,Water
12274,Water,Water,Water,NULL,Water,NULL,Forest,Forest
12275,Water,Water,Water,NULL,Water,Cropland,NULL,Grassland
12276,Water,Water,Water,NULL,Water,Cropland,NULL,Forest
12277,Water,Water,Water,NULL,Water,Cropland,Built-up,Grassland
12278,Water,Water,Water,NULL,Water,Cropland,Built-up,Forest
12279,Water,Water,Water,NULL,Water,Cropland,Water,Cropland
12280,Water,Water,Water,NULL,Water,Cropland,Water,Water
12281,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
12282,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
12283,Water,Water,Water,NULL,Water,Wetland,NULL,Water
12284,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
12285,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
12286,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
12287,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
12288,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
12289,Water,Water,Water,NULL,Water,Wetland,Built-up,Water
12290,Water,Water,Water,NULL,Water,Wetland,Built-up,Forest
12291,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
12292,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
12293,Water,Water,Water,NULL,Water,Wetland,Water,Water
12294,Water,Water,Water,NULL,Water,Wetland,Water,Forest
12295,Water,Water,Water,NULL,Water,Wetland,Forest,Water
12296,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
12297,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
12298,Water,Water,Water,NULL,Water,Bareland,NULL,Water
12299,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
12300,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
12301,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
12302,Water,Water,Water,NULL,Water,Bareland,Built-up,Bareland
12303,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
12304,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
12305,Water,Water,Water,NULL,Water,Bareland,Water,Built-up
12306,Water,Water,Water,NULL,Water,Bareland,Water,Water
12307,Water,Water,Water,NULL,Water,Bareland,Water,Forest
12308,Water,Water,Water,NULL,Water,Built-up,NULL,Grassland
12309,Water,Water,Water,NULL,Water,Built-up,Built-up,Grassland
12310,Water,Water,Water,NULL,Water,Built-up,Built-up,Built-up
12311,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
12312,Water,Water,Water,NULL,Water,Built-up,Built-up,Forest
12313,Water,Water,Water,NULL,Water,Built-up,Water,Grassland
12314,Water,Water,Water,NULL,Water,Built-up,Water,Built-up
12315,Water,Water,Water,NULL,Water,Built-up,Water,Water
12316,Water,Water,Water,NULL,Water,Built-up,Water,Forest
12317,Water,Water,Water,NULL,Water,Water,NULL,Grassland
12318,Water,Water,Water,NULL,Water,Water,NULL,Wetland
12319,Water,Water,Water,NULL,Water,Water,NULL,Bareland
12320,Water,Water,Water,NULL,Water,Water,NULL,Water
12321,Water,Water,Water,NULL,Water,Water,NULL,Forest
12322,Water,Water,Water,NULL,Water,Water,Grassland,Water
12323,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
12324,Water,Water,Water,NULL,Water,Water,Wetland,Cropland
12325,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
12326,Water,Water,Water,NULL,Water,Water,Wetland,Built-up
12327,Water,Water,Water,NULL,Water,Water,Wetland,Water
12328,Water,Water,Water,NULL,Water,Water,Wetland,Forest
12329,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
12330,Water,Water,Water,NULL,Water,Water,Bareland,Water
12331,Water,Water,Water,NULL,Water,Water,Bareland,Forest
12332,Water,Water,Water,NULL,Water,Water,Built-up,Grassland
12333,Water,Water,Water,NULL,Water,Water,Built-up,Cropland
12334,Water,Water,Water,NULL,Water,Water,Built-up,Wetland
12335,Water,Water,Water,NULL,Water,Water,Built-up,Bareland
12336,Water,Water,Water,NULL,Water,Water,Built-up,Built-up
12337,Water,Water,Water,NULL,Water,Water,Built-up,Water
12338,Water,Water,Water,NULL,Water,Water,Built-up,Forest
12339,Water,Water,Water,NULL,Water,Water,Water,Grassland
12340,Water,Water,Water,NULL,Water,Water,Water,Cropland
12341,Water,Water,Water,NULL,Water,Water,Water,Wetland
12342,Water,Water,Water,NULL,Water,Water,Water,Bareland
12343,Water,Water,Water,NULL,Water,Water,Water,Built-up
12344,Water,Water,Water,NULL,Water,Water,Water,Water
12345,Water,Water,Water,NULL,Water,Water,Water,Forest
12346,Water,Water,Water,NULL,Water,Water,Forest,Grassland
12347,Water,Water,Water,NULL,Water,Water,Forest,Wetland
12348,Water,Water,Water,NULL,Water,Water,Forest,Water
12349,Water,Water,Water,NULL,Water,Water,Forest,Forest
12350,Water,Water,Water,NULL,Water,Forest,NULL,Forest
12351,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
12352,Water,Water,Water,NULL,Water,Forest,Built-up,Water
12353,Water,Water,Water,NULL,Water,Forest,Water,Grassland
12354,Water,Water,Water,NULL,Water,Forest,Water,Water
12355,Water,Water,Water,NULL,Water,Forest,Water,Forest
12356,Water,Water,Water,NULL,Water,Forest,Forest,Water
12357,Water,Water,Water,NULL,Water,Forest,Forest,Forest
12358,Water,Water,Water,Non_Water,NULL,NULL,NULL,Built-up
12359,Water,Water,Water,Non_Water,NULL,NULL,NULL,Water
12360,Water,Water,Water,Non_Water,NULL,NULL,Water,Water
12361,Water,Water,Water,Non_Water,NULL,NULL,Water,Forest
12362,Water,Water,Water,Non_Water,NULL,Water,Water,Water
12363,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
12364,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
12365,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
12366,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
12367,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
12368,Water,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
12369,Water,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
12370,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
12371,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
12372,Water,Water,Water,Non_Water,Water,NULL,Bareland,Grassland
12373,Water,Water,Water,Non_Water,Water,NULL,Bareland,Water
12374,Water,Water,Water,Non_Water,Water,NULL,Built-up,Grassland
12375,Water,Water,Water,Non_Water,Water,NULL,Built-up,Built-up
12376,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
12377,Water,Water,Water,Non_Water,Water,NULL,Water,Cropland
12378,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
12379,Water,Water,Water,Non_Water,Water,NULL,Water,Bareland
12380,Water,Water,Water,Non_Water,Water,NULL,Water,Water
12381,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
12382,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
12383,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
12384,Water,Water,Water,Non_Water,Water,Cropland,Water,Water
12385,Water,Water,Water,Non_Water,Water,Cropland,Water,Forest
12386,Water,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
12387,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
12388,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
12389,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
12390,Water,Water,Water,Non_Water,Water,Wetland,Built-up,Wetland
12391,Water,Water,Water,Non_Water,Water,Wetland,Built-up,Water
12392,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
12393,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
12394,Water,Water,Water,Non_Water,Water,Bareland,NULL,Water
12395,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
12396,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
12397,Water,Water,Water,Non_Water,Water,Bareland,Water,NULL
12398,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
12399,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
12400,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
12401,Water,Water,Water,Non_Water,Water,Bareland,Water,Built-up
12402,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
12403,Water,Water,Water,Non_Water,Water,Bareland,Forest,Water
12404,Water,Water,Water,Non_Water,Water,Built-up,Built-up,Water
12405,Water,Water,Water,Non_Water,Water,Built-up,Built-up,Forest
12406,Water,Water,Water,Non_Water,Water,Built-up,Water,Grassland
12407,Water,Water,Water,Non_Water,Water,Built-up,Water,Bareland
12408,Water,Water,Water,Non_Water,Water,Built-up,Water,Built-up
12409,Water,Water,Water,Non_Water,Water,Built-up,Water,Water
12410,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
12411,Water,Water,Water,Non_Water,Water,Water,NULL,Cropland
12412,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
12413,Water,Water,Water,Non_Water,Water,Water,NULL,Water
12414,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
12415,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
12416,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
12417,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
12418,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
12419,Water,Water,Water,Non_Water,Water,Water,Bareland,Wetland
12420,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
12421,Water,Water,Water,Non_Water,Water,Water,Built-up,Grassland
12422,Water,Water,Water,Non_Water,Water,Water,Built-up,Water
12423,Water,Water,Water,Non_Water,Water,Water,Built-up,Forest
12424,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
12425,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
12426,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
12427,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
12428,Water,Water,Water,Non_Water,Water,Water,Water,Water
12429,Water,Water,Water,Non_Water,Water,Water,Water,Forest
12430,Water,Water,Water,Non_Water,Water,Water,Forest,Grassland
12431,Water,Water,Water,Non_Water,Water,Water,Forest,Water
12432,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
12433,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
12434,Water,Water,Water,Non_Water,Water,Forest,Wetland,Grassland
12435,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
12436,Water,Water,Water,Non_Water,Water,Forest,Water,Grassland
12437,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
12438,Water,Water,Water,Non_Water,Water,Forest,Water,Water
12439,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
12440,Water,Water,Water,Non_Water,Water,Forest,Forest,Grassland
12441,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
12442,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
12443,Water,Water,Water,Water,NULL,NULL,NULL,Water
12444,Water,Water,Water,Water,NULL,NULL,NULL,Forest
12445,Water,Water,Water,Water,NULL,NULL,Water,Grassland
12446,Water,Water,Water,Water,NULL,NULL,Water,Water
12447,Water,Water,Water,Water,NULL,NULL,Water,Forest
