Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R
12158,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12159,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12160,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12161,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
12162,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12163,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12164,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
12165,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
12166,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12167,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12168,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12169,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
12170,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
12171,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12172,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12173,Forest,Built-up,NULL,Water,Non_Wetland,Water,Water,Forest
12174,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12175,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12176,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12177,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12178,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12179,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12180,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12181,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12182,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
12183,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
12184,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12185,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12186,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12187,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
12188,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12189,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12190,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
12191,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
12192,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
12193,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12194,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12195,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
12196,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12197,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12198,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12199,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12200,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12201,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12202,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12203,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12204,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12205,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12206,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12207,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12208,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12209,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12210,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12211,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12212,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12213,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12214,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
12215,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12216,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12217,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
12218,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12219,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12220,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12221,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
12222,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12223,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12224,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12225,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12226,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
12227,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12228,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
12229,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
12230,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
12231,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12232,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
12233,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12234,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12235,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
12236,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
12237,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12238,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
12239,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12240,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12241,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12242,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12243,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12244,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
12245,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12246,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12247,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
12248,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
12249,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
12250,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Water,Forest
12251,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12252,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12253,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12254,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12255,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
12256,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12257,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12258,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12259,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12260,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12261,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12262,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12263,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12264,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12265,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12266,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12267,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12268,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12269,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12270,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12271,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12272,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12273,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
12274,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12275,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
12276,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12277,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
12278,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12279,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12280,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
12281,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
12282,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
12283,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12284,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
12285,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12286,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12287,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12288,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12289,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12290,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12291,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
12292,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12293,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12294,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12295,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12296,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12297,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12298,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12299,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12300,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12301,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12302,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12303,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
12304,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12305,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12306,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12307,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12308,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12309,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12310,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12311,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12312,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12313,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12314,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12315,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
12316,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
12317,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
12318,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12319,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12320,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12321,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
12322,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12323,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12324,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12325,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12326,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
12327,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
12328,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
12329,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
12330,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Water
12331,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Forest
12332,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12333,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12334,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12335,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12336,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
12337,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
12338,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12339,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12340,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12341,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12342,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12343,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12344,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
12345,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12346,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
12347,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
12348,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
12349,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
12350,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
12351,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12352,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12353,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
12354,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
12355,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Forest,Built-up
12356,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
12357,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
12358,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
12359,Forest,Built-up,Wetland,Water,Wetland,NULL,Built-up,Forest
12360,Forest,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
12361,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12362,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Forest
12363,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Forest
12364,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12365,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12366,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
12367,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12368,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12369,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
12370,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
12371,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12372,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
12373,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
12374,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
12375,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
12376,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
12377,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
12378,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
12379,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
12380,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
12381,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
12382,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
12383,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
12384,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12385,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
12386,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
12387,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12388,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12389,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
12390,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12391,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
12392,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12393,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
12394,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
12395,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12396,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
12397,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12398,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12399,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
12400,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
12401,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
12402,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
12403,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
12404,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
12405,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
12406,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
12407,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
12408,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12409,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12410,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12411,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
12412,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Water
12413,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
12414,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
12415,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
12416,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
12417,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12418,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
12419,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
12420,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
12421,Forest,Built-up,Water,NULL,Water,NULL,Water,Water
12422,Forest,Built-up,Water,NULL,Water,NULL,Water,Forest
12423,Forest,Built-up,Water,Water,Water,NULL,Water,Water
12424,Forest,Built-up,Water,Water,Water,NULL,Water,Forest
12425,Forest,Built-up,Water,Water,Water,Water,Water,Forest
12426,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12427,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
12428,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
12429,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12430,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12431,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12432,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12433,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12434,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
12435,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12436,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12437,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12438,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12439,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
12440,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
12441,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Water
12442,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
12443,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12444,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
12445,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12446,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
12447,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
12448,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12449,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12450,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12451,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12452,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12453,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12454,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12455,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
12456,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12457,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12458,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12459,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12460,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12461,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12462,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12463,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12464,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12465,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12466,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12467,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
12468,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12469,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12470,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12471,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12472,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12473,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12474,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12475,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12476,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12477,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
12478,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
12479,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
12480,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
