Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHC_M_R
5860,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5861,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5862,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5863,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5864,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
5865,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5866,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5867,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5868,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
5869,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
5870,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
5871,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
5872,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5873,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
5874,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5875,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5876,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5877,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5878,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5879,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5880,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
5881,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5882,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5883,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5884,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Water
5885,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
5886,Water,NULL,Forest,Water,Non_Wetland,Water,Bareland,Grassland
5887,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5888,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
5889,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5890,Water,Cropland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
5891,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5892,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5893,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5894,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5895,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5896,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5897,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5898,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5899,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5900,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5901,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5902,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5903,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5904,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5905,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5906,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5907,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5908,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5909,Water,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
5910,Water,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Forest
5911,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5912,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
5913,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
5914,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5915,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
5916,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5917,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5918,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5919,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
5920,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Bareland
5921,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5922,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
5923,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
5924,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Forest
5925,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
5926,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
5927,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
5928,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
5929,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Bareland
5930,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
5931,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Forest
5932,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
5933,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5934,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5935,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5936,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
5937,Water,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
5938,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5939,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
5940,Water,Cropland,Water,Water,Water,Grassland,Grassland,Forest
5941,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5942,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5943,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5944,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5945,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5946,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
5947,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5948,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5949,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5950,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5951,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5952,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
5953,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5954,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
5955,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
5956,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
5957,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5958,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5959,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
5960,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
5961,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5962,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5963,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
5964,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5965,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5966,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5967,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
5968,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5969,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5970,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5971,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5972,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5973,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5974,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5975,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5976,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5977,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
5978,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5979,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5980,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
5981,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
5982,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
5983,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
5984,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5985,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5986,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
5987,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5988,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
5989,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5990,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5991,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5992,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5993,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
5994,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5995,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5996,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5997,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
5998,Water,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
5999,Water,Wetland,Water,NULL,Water,Water,Grassland,Grassland
6000,Water,Wetland,Water,NULL,Water,Water,Grassland,Forest
6001,Water,Wetland,Water,NULL,Water,Water,Water,Water
6002,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
6003,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
6004,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
6005,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
6006,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
6007,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
6008,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
6009,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
6010,Water,Wetland,Water,Water,Water,Grassland,Grassland,Forest
6011,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
6012,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
6013,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
6014,Water,Wetland,Water,Water,Water,Wetland,Water,Water
6015,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
6016,Water,Wetland,Water,Water,Water,Bareland,Grassland,Forest
6017,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
6018,Water,Wetland,Water,Water,Water,Water,Water,Grassland
6019,Water,Wetland,Water,Water,Water,Water,Water,Wetland
6020,Water,Wetland,Water,Water,Water,Water,Water,Water
6021,Water,Wetland,Water,Water,Water,Water,Water,Forest
6022,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6023,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6024,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6025,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6026,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6027,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
6028,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
6029,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
6030,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6031,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6032,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6033,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
6034,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
6035,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6036,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6037,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6038,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6039,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6040,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
6041,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Built-up,Water
6042,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
6043,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
6044,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
6045,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6046,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
6047,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
6048,Water,Bareland,Built-up,NULL,Non_Wetland,Water,NULL,Water
6049,Water,Bareland,Water,Water,Water,Water,Water,Water
6050,Water,Bareland,Forest,NULL,Non_Wetland,Cropland,Built-up,Bareland
6051,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
6052,Water,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6053,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
6054,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
6055,Water,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6056,Water,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Water
6057,Water,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6058,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6059,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
6060,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
6061,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Built-up
6062,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6063,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6064,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6065,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
6066,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6067,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6068,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Water
6069,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6070,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6071,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Water
6072,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Forest
6073,Water,Built-up,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
6074,Water,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6075,Water,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6076,Water,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6077,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
6078,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
6079,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Built-up
6080,Water,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Water
6081,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
6082,Water,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6083,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
6084,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
6085,Water,Built-up,Wetland,Water,Wetland,Water,Wetland,Forest
6086,Water,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
6087,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Bareland
6088,Water,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
6089,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6090,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
6091,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
6092,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6093,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
6094,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
6095,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
6096,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Water
6097,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
6098,Water,Built-up,Water,Water,Water,NULL,Water,Water
6099,Water,Built-up,Water,Water,Water,Water,Water,Water
6100,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6101,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6102,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6103,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
6104,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
6105,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6106,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6107,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
6108,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6109,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6110,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6111,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6112,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
6113,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6114,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6115,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
6116,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
6117,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6118,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6119,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6120,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
6121,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
6122,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6123,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6124,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6125,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6126,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6127,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
6128,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6129,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
6130,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6131,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6132,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
6133,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6134,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
6135,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
6136,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6137,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
6138,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
6139,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6140,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6141,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
6142,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
6143,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6144,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6145,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
6146,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6147,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
6148,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6149,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
6150,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
6151,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6152,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6153,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
6154,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6155,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6156,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6157,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6158,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6159,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6160,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
6161,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
6162,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
6163,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6164,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6165,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6166,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6167,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
6168,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
6169,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
6170,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6171,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
6172,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
6173,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
6174,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Bareland
6175,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
6176,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
6177,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
6178,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
6179,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
6180,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
6181,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6182,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6183,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6184,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6185,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6186,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6187,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6188,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6189,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6190,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6191,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6192,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6193,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6194,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6195,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6196,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6197,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
6198,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6199,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6200,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
6201,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6202,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6203,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6204,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6205,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6206,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
6207,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6208,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6209,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6210,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6211,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6212,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
6213,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
