Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZV_M_R
10226,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10227,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10228,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10229,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10230,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
10231,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
10232,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10233,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
10234,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
10235,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
10236,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10237,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
10238,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
10239,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
10240,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
10241,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
10242,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10243,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10244,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
10245,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
10246,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10247,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10248,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10249,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10250,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10251,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
10252,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
10253,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
10254,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10255,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10256,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10257,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
10258,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
10259,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
10260,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
10261,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
10262,Forest,Built-up,Water,NULL,Water,Bareland,Grassland,Water
10263,Forest,Built-up,Water,NULL,Water,Forest,Bareland,NULL
10264,Forest,Built-up,Water,Water,Water,Bareland,Grassland,Water
10265,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10266,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10267,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10268,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10269,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10270,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10271,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10272,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
10273,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10274,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10275,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10276,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10277,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10278,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10279,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10280,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10281,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
10282,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10283,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10284,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10285,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10286,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10287,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10288,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10289,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10290,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10291,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10292,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10293,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10294,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10295,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10296,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10297,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10298,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
10299,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
10300,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10301,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10302,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10303,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
10304,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10305,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
10306,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10307,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
10308,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
10309,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10310,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
10311,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10312,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10313,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10314,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10315,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10316,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
10317,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
10318,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10319,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
10320,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10321,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10322,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10323,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10324,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10325,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10326,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10327,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10328,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10329,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
10330,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10331,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
10332,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10333,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10334,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10335,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
10336,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
10337,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10338,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10339,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10340,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
10341,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10342,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
10343,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10344,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
10345,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
10346,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10347,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
10348,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10349,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
10350,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10351,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
10352,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
10353,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10354,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
10355,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
10356,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
10357,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10358,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
10359,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
10360,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
10361,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
10362,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Wetland,Water
10363,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
10364,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
10365,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
10366,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
10367,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
10368,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10369,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
10370,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
10371,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
10372,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
10373,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
10374,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10375,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
10376,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10377,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
10378,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
10379,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
10380,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
10381,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
10382,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
10383,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
10384,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
10385,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10386,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
10387,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10388,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10389,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
10390,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10391,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Bareland
10392,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
10393,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
10394,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
10395,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10396,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10397,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
10398,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
10399,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
10400,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10401,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10402,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
10403,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
10404,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
10405,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10406,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
10407,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
10408,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
10409,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
10410,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
10411,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
10412,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
10413,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10414,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
10415,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
10416,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
10417,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
10418,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
10419,Forest,Water,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
10420,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
10421,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
10422,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
10423,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
10424,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
10425,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
10426,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
10427,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
10428,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
10429,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
10430,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
10431,Forest,Water,NULL,Water,Non_Wetland,Forest,Grassland,Forest
10432,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
10433,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
10434,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
10435,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10436,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10437,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
10438,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10439,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10440,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10441,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10442,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
10443,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
10444,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10445,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10446,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10447,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10448,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10449,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10450,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10451,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10452,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10453,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10454,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10455,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10456,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
10457,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10458,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
10459,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
10460,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
10461,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10462,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
10463,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
10464,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
10465,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
10466,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10467,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
10468,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10469,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10470,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
10471,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10472,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
10473,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10474,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
10475,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10476,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10477,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10478,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10479,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
10480,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10481,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
10482,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
10483,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
10484,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
10485,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
10486,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10487,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10488,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
10489,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10490,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10491,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
10492,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10493,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
10494,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
10495,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10496,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
10497,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
10498,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
10499,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
10500,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
10501,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10502,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10503,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
10504,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10505,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
10506,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
10507,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
10508,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
10509,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10510,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10511,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
10512,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
10513,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
10514,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10515,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
10516,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
10517,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10518,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
10519,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10520,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10521,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
10522,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10523,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10524,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
10525,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10526,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
10527,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10528,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10529,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10530,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10531,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10532,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10533,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
10534,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10535,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10536,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10537,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10538,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
10539,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
10540,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
10541,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
10542,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
10543,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
10544,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
10545,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
10546,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
10547,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
10548,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
10549,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
10550,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
10551,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
10552,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
10553,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
10554,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
10555,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
10556,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
10557,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
10558,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
10559,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
10560,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
10561,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
10562,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
10563,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
