Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQT_M_R
12417,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
12418,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
12419,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12420,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
12421,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12422,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12423,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
12424,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
12425,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12426,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12427,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
12428,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
12429,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
12430,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
12431,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
12432,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
12433,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
12434,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12435,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12436,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
12437,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest,Bareland,Grassland
12438,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest,Bareland,Wetland
12439,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
12440,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
12441,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12442,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12443,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
12444,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12445,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
12446,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12447,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
12448,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
12449,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Water
12450,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
12451,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12452,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
12453,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Bareland
12454,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
12455,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
12456,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
12457,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Bareland
12458,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Built-up
12459,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12460,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12461,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Water
12462,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12463,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
12464,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12465,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
12466,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
12467,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
12468,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
12469,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
12470,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12471,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12472,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12473,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
12474,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12475,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12476,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12477,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
12478,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12479,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
12480,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
12481,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
12482,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Bareland
12483,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
12484,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
12485,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Bareland,Wetland
12486,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Bareland,Bareland
12487,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Bareland,Water
12488,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
12489,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
12490,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
12491,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Water
12492,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Forest
12493,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
12494,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Bareland,Wetland
12495,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland,Bareland,Bareland
12496,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,NULL,Wetland
12497,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
12498,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,NULL,Water
12499,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Shrubland,Wetland
12500,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Shrubland,Bareland
12501,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
12502,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Wetland
12503,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
12504,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
12505,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
12506,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
12507,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,NULL
12508,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
12509,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
12510,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
12511,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Built-up
12512,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
12513,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
12514,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
12515,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
12516,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
12517,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
12518,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Forest
12519,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
12520,Bareland,Bareland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12521,Bareland,Bareland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12522,Bareland,Bareland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12523,Bareland,Bareland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
12524,Bareland,Bareland,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
12525,Bareland,Bareland,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
12526,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12527,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12528,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
12529,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
12530,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Wetland
12531,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
12532,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
12533,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Wetland
12534,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
12535,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
12536,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
12537,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12538,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12539,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12540,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
12541,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
12542,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
12543,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
12544,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
12545,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
12546,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12547,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
12548,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12549,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12550,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
12551,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12552,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12553,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
12554,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
12555,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
12556,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12557,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
12558,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
12559,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
12560,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
12561,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
12562,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12563,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
12564,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12565,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
12566,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
12567,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
12568,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Wetland
12569,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
12570,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12571,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Water
12572,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12573,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12574,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12575,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
12576,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
12577,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
12578,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
12579,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
12580,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
12581,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
12582,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Bareland,Wetland
12583,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Bareland,Bareland
12584,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
12585,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Wetland
12586,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Water
12587,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,NULL,Water
12588,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
12589,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Wetland
12590,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
12591,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
12592,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
12593,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
12594,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Wetland
12595,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
12596,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
12597,Bareland,Bareland,Water,NULL,NULL,Bareland,Bareland,Bareland
12598,Bareland,Bareland,Water,NULL,NULL,Bareland,Bareland,Water
12599,Bareland,Bareland,Water,NULL,NULL,Bareland,Water,Bareland
12600,Bareland,Bareland,Water,NULL,Water,Grassland,Bareland,Wetland
12601,Bareland,Bareland,Water,NULL,Water,Grassland,Bareland,Bareland
12602,Bareland,Bareland,Water,NULL,Water,Grassland,Water,Wetland
12603,Bareland,Bareland,Water,NULL,Water,Bareland,NULL,Wetland
12604,Bareland,Bareland,Water,NULL,Water,Bareland,NULL,Bareland
12605,Bareland,Bareland,Water,NULL,Water,Bareland,NULL,Water
12606,Bareland,Bareland,Water,NULL,Water,Bareland,Wetland,Bareland
12607,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
12608,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Wetland
12609,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
12610,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
12611,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Grassland
12612,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Wetland
12613,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Bareland
12614,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
12615,Bareland,Bareland,Water,Non_Water,NULL,Bareland,Bareland,Bareland
12616,Bareland,Bareland,Water,Non_Water,NULL,Bareland,Water,Bareland
12617,Bareland,Bareland,Water,Non_Water,Water,Shrubland,Bareland,Grassland
12618,Bareland,Bareland,Water,Non_Water,Water,Grassland,Grassland,Wetland
12619,Bareland,Bareland,Water,Non_Water,Water,Grassland,Bareland,Grassland
12620,Bareland,Bareland,Water,Non_Water,Water,Grassland,Bareland,Wetland
12621,Bareland,Bareland,Water,Non_Water,Water,Grassland,Bareland,Bareland
12622,Bareland,Bareland,Water,Non_Water,Water,Grassland,Bareland,Water
12623,Bareland,Bareland,Water,Non_Water,Water,Grassland,Water,Bareland
12624,Bareland,Bareland,Water,Non_Water,Water,Grassland,Water,Water
12625,Bareland,Bareland,Water,Non_Water,Water,Bareland,NULL,Grassland
12626,Bareland,Bareland,Water,Non_Water,Water,Bareland,NULL,Wetland
12627,Bareland,Bareland,Water,Non_Water,Water,Bareland,NULL,Bareland
12628,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Grassland
12629,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Wetland
12630,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
12631,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
12632,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Grassland
12633,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Wetland
12634,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Bareland
12635,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
12636,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Forest
12637,Bareland,Bareland,Water,Non_Water,Water,Bareland,Forest,Grassland
12638,Bareland,Bareland,Water,Water,NULL,Grassland,Water,Wetland
12639,Bareland,Bareland,Water,Water,NULL,Bareland,Bareland,Bareland
12640,Bareland,Bareland,Water,Water,NULL,Bareland,Bareland,Water
12641,Bareland,Bareland,Water,Water,NULL,Bareland,Water,Bareland
12642,Bareland,Bareland,Water,Water,NULL,Bareland,Water,Water
12643,Bareland,Bareland,Water,Water,NULL,Water,Water,Water
12644,Bareland,Bareland,Water,Water,Water,Shrubland,Bareland,Bareland
12645,Bareland,Bareland,Water,Water,Water,Shrubland,Water,Bareland
12646,Bareland,Bareland,Water,Water,Water,Grassland,Bareland,Wetland
12647,Bareland,Bareland,Water,Water,Water,Grassland,Bareland,Bareland
12648,Bareland,Bareland,Water,Water,Water,Grassland,Bareland,Water
12649,Bareland,Bareland,Water,Water,Water,Grassland,Water,Grassland
12650,Bareland,Bareland,Water,Water,Water,Grassland,Water,Wetland
12651,Bareland,Bareland,Water,Water,Water,Grassland,Water,Bareland
12652,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
12653,Bareland,Bareland,Water,Water,Water,Bareland,NULL,Bareland
12654,Bareland,Bareland,Water,Water,Water,Bareland,NULL,Water
12655,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Wetland
12656,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Water
12657,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
12658,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Wetland
12659,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
12660,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Built-up
12661,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
12662,Bareland,Bareland,Water,Water,Water,Bareland,Built-up,Bareland
12663,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
12664,Bareland,Bareland,Water,Water,Water,Bareland,Water,Wetland
12665,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
12666,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
12667,Bareland,Bareland,Water,Water,Water,Water,Bareland,Wetland
12668,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
12669,Bareland,Bareland,Water,Water,Water,Water,Water,Water
12670,Bareland,Bareland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12671,Bareland,Bareland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12672,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
12673,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12674,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
12675,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
12676,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12677,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
12678,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
12679,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12680,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
12681,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12682,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
12683,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
12684,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12685,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
12686,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
12687,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12688,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
12689,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12690,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
12691,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
12692,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
12693,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
12694,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
12695,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
12696,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
12697,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12698,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
12699,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
12700,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12701,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Bareland
12702,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Bareland,NULL
12703,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12704,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
12705,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
12706,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Water
12707,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
12708,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
12709,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
12710,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Water,Bareland
12711,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12712,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
12713,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12714,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12715,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12716,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
12717,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
12718,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
12719,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
12720,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
12721,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
12722,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
12723,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Bareland,Wetland
12724,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
12725,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
12726,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
12727,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Water,Bareland
12728,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
12729,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Wetland
12730,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
12731,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
12732,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
12733,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
12734,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Bareland
12735,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
12736,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12737,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
