Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKL_M_R
1039,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1040,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1041,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1042,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1043,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1044,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1045,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1046,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1047,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1048,Wetland,NULL,Water,Water,Water,NULL,NULL,NULL
1049,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1050,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1051,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1052,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1053,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1054,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1055,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1056,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1058,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1059,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1060,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1061,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1062,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1063,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1064,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1065,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1066,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1067,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1068,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1069,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1070,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1071,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1073,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1074,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1075,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1076,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1077,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1078,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1079,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1080,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1081,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1082,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1083,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1085,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1086,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1087,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1088,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1089,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1090,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,NULL
1091,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1092,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1093,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1094,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1095,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1097,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1098,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1099,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1100,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1101,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1102,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1103,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1104,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1105,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1106,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1107,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1109,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1110,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1111,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1112,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1113,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1114,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1115,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1118,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1119,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1120,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1121,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1122,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1123,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1124,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1125,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1126,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1127,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1128,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1129,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1130,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1131,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1132,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1133,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1134,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1135,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1136,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1137,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1139,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1141,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1142,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1143,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1144,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1145,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1146,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1147,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1148,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1149,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1150,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1151,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1152,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1153,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1154,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1155,Wetland,Wetland,Water,Water,Water,NULL,NULL,NULL
1156,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1157,Wetland,Wetland,Water,Water,Water,NULL,NULL,Cropland
1158,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1159,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1160,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1161,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1162,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1164,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1165,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1166,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1167,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1168,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1169,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1170,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1171,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1172,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1173,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1174,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1175,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1176,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1177,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1178,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1179,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1180,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1181,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1183,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1184,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1185,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1186,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1187,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1188,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1189,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1190,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1191,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1193,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1194,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1195,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1196,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1197,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1198,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1199,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1200,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1201,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1202,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1203,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1204,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1205,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1206,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1207,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1208,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1209,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1210,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1211,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1212,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1213,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1214,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1215,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1216,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1217,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1218,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1219,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1220,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1221,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1222,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1223,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1224,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1225,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1226,Wetland,Water,Water,Non_Water,Water,NULL,NULL,NULL
1227,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1228,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1229,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1230,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1231,Wetland,Water,Water,Water,Water,NULL,NULL,NULL
1232,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1233,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1234,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1235,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1236,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1237,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1238,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1239,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1240,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1241,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1242,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1243,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1244,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1245,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1246,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1247,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1248,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1249,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1250,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1251,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1252,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1253,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1254,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1255,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1256,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1257,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1258,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1260,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1261,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1262,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1263,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1264,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1265,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1266,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1267,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1268,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1269,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1270,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1271,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1272,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1273,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1274,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1275,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1276,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1277,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1278,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1279,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1280,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1281,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1282,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1283,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1284,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1285,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1286,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1287,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1288,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1289,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1290,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1291,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1292,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1293,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1294,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1295,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1296,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1297,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1298,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1299,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1300,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1301,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1302,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1303,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1304,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1305,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1306,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1307,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1308,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1309,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1310,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1311,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1312,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1313,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1314,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1315,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1316,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1317,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1318,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1319,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1320,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1321,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1322,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1323,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1324,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1325,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1326,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1327,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1328,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1329,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1330,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1331,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1332,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1333,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1334,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1335,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1336,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1337,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1338,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1339,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1340,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1341,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1342,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1343,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1344,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1345,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1346,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1347,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1348,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1349,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1350,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1351,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1352,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1353,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1354,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1355,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1356,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1357,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1358,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1359,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1360,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1361,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1362,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1363,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1364,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1365,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1366,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1367,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1368,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1369,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1370,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1371,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1372,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1373,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1374,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1375,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
1376,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1377,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1378,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1379,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1380,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
