Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPC_M_R
7573,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7574,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7575,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7576,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7577,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7578,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7579,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7580,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7581,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7582,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7583,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7584,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7585,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7586,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7587,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7588,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7589,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7590,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7591,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7592,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,NULL
7593,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7594,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7595,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7596,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7597,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7598,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7599,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7600,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7601,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7602,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7603,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7604,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
7605,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7606,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7607,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7608,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7609,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7610,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7611,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7612,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7613,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7614,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7615,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7616,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7617,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7618,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7619,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7620,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7621,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7622,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
7623,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7624,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7625,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7626,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7627,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7628,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7629,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7630,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7631,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7632,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7633,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7634,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7635,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7636,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7637,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
7638,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7639,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7640,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7641,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7642,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7643,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7644,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7645,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
7646,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7647,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
7648,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7649,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7650,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7651,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
7652,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7653,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7654,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7655,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7656,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7657,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7658,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7659,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7660,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7661,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7662,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7663,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7664,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7665,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7666,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7667,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7668,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7669,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
7670,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7671,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7672,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7673,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7674,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7675,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7676,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7677,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7678,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7679,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7680,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
7681,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7682,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7683,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
7684,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
7685,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7686,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7687,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7688,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
7689,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7690,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7691,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7692,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7693,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
7694,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7695,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7696,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7697,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7698,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7699,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7700,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7701,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7702,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
7703,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7704,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7705,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
7706,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
7707,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
7708,Wetland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
7709,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
7710,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
7711,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7712,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
7713,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
7714,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
7715,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7716,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
7717,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
7718,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
7719,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
7720,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
7721,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
7722,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
7723,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7724,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
7725,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7726,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
7727,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
7728,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
7729,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
7730,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
7731,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
7732,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
7733,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
7734,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
7735,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
7736,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
7737,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
7738,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
7739,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
7740,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
7741,Wetland,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Wetland
7742,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
7743,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
7744,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
7745,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
7746,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
7747,Wetland,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
7748,Wetland,NULL,NULL,Water,Non_Wetland,Forest,Forest,Wetland
7749,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7750,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7751,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7752,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7753,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7754,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7755,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7756,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7757,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
7758,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
7759,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
7760,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7761,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7762,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7763,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7764,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7765,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
7766,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
7767,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
7768,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7769,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7770,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7771,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7772,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
7773,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7774,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
7775,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7776,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
7777,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7778,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
7779,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7780,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7781,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7782,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7783,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
7784,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
7785,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7786,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7787,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7788,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7789,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
7790,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7791,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7792,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7793,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7794,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7795,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7796,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
7797,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
7798,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
7799,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
7800,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
7801,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7802,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
7803,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
7804,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
7805,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
7806,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
7807,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
7808,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
7809,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
7810,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
7811,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7812,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7813,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7814,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7815,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7816,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7817,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7818,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7819,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7820,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7821,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7822,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7823,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7824,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
7825,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
7826,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7827,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7828,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7829,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7830,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7831,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7832,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
7833,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
7834,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
7835,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7836,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7837,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7838,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
7839,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7840,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7841,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7842,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
7843,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7844,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7845,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7846,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7847,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7848,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7849,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7850,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
7851,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7852,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7853,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7854,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
7855,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7856,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7857,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7858,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7859,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
7860,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7861,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7862,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
7863,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
7864,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7865,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
7866,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
7867,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
7868,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7869,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7870,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7871,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7872,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7873,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7874,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7875,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7876,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
7877,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
7878,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7879,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7880,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
7881,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
7882,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7883,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7884,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
7885,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7886,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
7887,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7888,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7889,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7890,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
