Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUU_M_R
16960,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
16961,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
16962,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16963,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
16964,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
16965,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
16966,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
16967,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
16968,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
16969,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
16970,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
16971,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
16972,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
16973,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
16974,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16975,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
16976,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
16977,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
16978,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
16979,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16980,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16981,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
16982,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
16983,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
16984,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
16985,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16986,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
16987,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16988,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16989,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
16990,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16991,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16992,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
16993,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16994,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
16995,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
16996,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16997,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16998,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
16999,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
17000,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
17001,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
17002,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
17003,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
17004,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
17005,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
17006,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
17007,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
17008,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
17009,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
17010,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
17011,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17012,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
17013,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
17014,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
17015,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
17016,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
17017,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
17018,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
17019,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
17020,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
17021,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
17022,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
17023,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
17024,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
17025,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
17026,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
17027,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
17028,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
17029,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17030,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
17031,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17032,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17033,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17034,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17035,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17036,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
17037,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
17038,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
17039,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17040,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
17041,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
17042,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
17043,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
17044,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
17045,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
17046,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
17047,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
17048,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
17049,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
17050,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
17051,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17052,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17053,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
17054,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17055,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17056,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
17057,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17058,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
17059,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,NULL
17060,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
17061,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
17062,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,NULL
17063,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
17064,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
17065,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
17066,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
17067,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
17068,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
17069,Forest,Water,Grassland,Water,Non_Wetland,NULL,Shrubland,Grassland
17070,Forest,Water,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
17071,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
17072,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
17073,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
17074,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
17075,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17076,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
17077,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
17078,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
17079,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
17080,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
17081,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
17082,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
17083,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
17084,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17085,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
17086,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
17087,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17088,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17089,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
17090,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
17091,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17092,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
17093,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17094,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
17095,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
17096,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
17097,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
17098,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
17099,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
17100,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17101,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
17102,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17103,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17104,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
17105,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
17106,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17107,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
17108,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
17109,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
17110,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
17111,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
17112,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
17113,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
17114,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
17115,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
17116,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
17117,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
17118,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
17119,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
17120,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
17121,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
17122,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
17123,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
17124,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
17125,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17126,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
17127,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17128,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
17129,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17130,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
17131,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17132,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17133,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
17134,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
17135,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
17136,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
17137,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
17138,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17139,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
17140,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17141,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
17142,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
17143,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
17144,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
17145,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
17146,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
17147,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
17148,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
17149,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
17150,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
17151,Forest,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
17152,Forest,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
17153,Forest,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
17154,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
17155,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
17156,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
17157,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
17158,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
17159,Forest,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
17160,Forest,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Water
17161,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
17162,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
17163,Forest,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
17164,Forest,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
17165,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
17166,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
17167,Forest,Water,Cropland,Water,Non_Wetland,Forest,Shrubland,Water
17168,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
17169,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,NULL
17170,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
17171,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Water
17172,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
17173,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
17174,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
17175,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
17176,Forest,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
17177,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
17178,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
17179,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
17180,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
17181,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
17182,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
17183,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
17184,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
17185,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
17186,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
17187,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
17188,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
17189,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
17190,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
17191,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
17192,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
17193,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
17194,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Built-up
17195,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
17196,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
17197,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
17198,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
17199,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
17200,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
17201,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
17202,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
17203,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
17204,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
17205,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
17206,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
17207,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
17208,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
17209,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
17210,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
17211,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
17212,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
17213,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
17214,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
17215,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
17216,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
17217,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
17218,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
17219,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
17220,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
17221,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
17222,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
17223,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
17224,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
17225,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
17226,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
17227,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
17228,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
17229,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
17230,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
17231,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
17232,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
17233,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
17234,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
17235,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
17236,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
17237,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
17238,Forest,Water,Wetland,Water,Wetland,NULL,Shrubland,NULL
17239,Forest,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
17240,Forest,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
17241,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Water
17242,Forest,Water,Wetland,Water,Wetland,NULL,Water,NULL
17243,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
17244,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
17245,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
17246,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
17247,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
17248,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
17249,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
17250,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
17251,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
17252,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
17253,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
17254,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
17255,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Grassland
17256,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
17257,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
17258,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
17259,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Water
17260,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
17261,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
17262,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
17263,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
17264,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
17265,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
17266,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
17267,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
17268,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17269,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17270,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
17271,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
17272,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
17273,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17274,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
17275,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
17276,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
17277,Forest,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
17278,Forest,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Water
17279,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
17280,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17281,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
17282,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
17283,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
17284,Forest,Water,Water,NULL,Water,NULL,Shrubland,NULL
17285,Forest,Water,Water,NULL,Water,Shrubland,NULL,Grassland
17286,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
17287,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Water
17288,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
17289,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
17290,Forest,Water,Water,NULL,Water,Shrubland,Water,NULL
17291,Forest,Water,Water,NULL,Water,Shrubland,Water,Grassland
17292,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
17293,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
17294,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
17295,Forest,Water,Water,NULL,Water,Water,Shrubland,Grassland
17296,Forest,Water,Water,NULL,Water,Water,Water,Grassland
17297,Forest,Water,Water,NULL,Water,Water,Water,Water
17298,Forest,Water,Water,NULL,Water,Water,Water,Forest
17299,Forest,Water,Water,Non_Water,Water,NULL,Shrubland,Grassland
17300,Forest,Water,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
