Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R
12808,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
12809,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12810,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
12811,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12812,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
12813,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12814,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12815,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
12816,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12817,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
12818,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12819,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12820,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
12821,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
12822,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
12823,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
12824,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
12825,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
12826,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
12827,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12828,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
12829,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12830,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
12831,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
12832,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12833,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
12834,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
12835,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12836,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
12837,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12838,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
12839,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12840,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
12841,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
12842,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
12843,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12844,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
12845,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
12846,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
12847,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
12848,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
12849,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Water
12850,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
12851,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
12852,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
12853,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
12854,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
12855,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
12856,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
12857,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
12858,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
12859,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
12860,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
12861,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
12862,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
12863,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
12864,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
12865,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
12866,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
12867,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
12868,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
12869,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12870,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
12871,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12872,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
12873,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12874,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
12875,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
12876,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
12877,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12878,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
12879,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12880,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
12881,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12882,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
12883,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
12884,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
12885,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12886,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
12887,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
12888,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
12889,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
12890,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
12891,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
12892,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12893,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
12894,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
12895,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12896,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
12897,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12898,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12899,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
12900,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12901,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
12902,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
12903,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12904,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12905,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12906,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12907,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
12908,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
12909,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12910,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
12911,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12912,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12913,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
12914,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12915,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12916,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
12917,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12918,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
12919,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
12920,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12921,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
12922,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
12923,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
12924,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12925,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12926,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
12927,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12928,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12929,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
12930,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12931,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,NULL
12932,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
12933,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
12934,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
12935,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
12936,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
12937,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12938,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
12939,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12940,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
12941,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
12942,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
12943,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
12944,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
12945,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12946,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
12947,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
12948,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
12949,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
12950,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
12951,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
12952,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
12953,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
12954,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
12955,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
12956,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
12957,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,NULL
12958,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
12959,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
12960,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
12961,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12962,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
12963,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
12964,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
12965,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12966,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
12967,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
12968,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
12969,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Water
12970,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12971,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
12972,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12973,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
12974,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
12975,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
12976,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Forest
12977,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Forest
12978,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Shrubland,NULL
12979,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
12980,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
12981,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
12982,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,NULL
12983,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
12984,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
12985,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
12986,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
12987,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
12988,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
12989,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Water
12990,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Forest
12991,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Bareland
12992,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
12993,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
12994,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
12995,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
12996,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
12997,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
12998,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
12999,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
13000,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13001,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13002,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13003,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13004,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13005,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13006,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13007,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
13008,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
13009,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13010,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13011,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13012,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
13013,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
13014,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13015,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
13016,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13017,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13018,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
13019,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13020,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
13021,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13022,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
13023,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13024,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
13025,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13026,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13027,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13028,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13029,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13030,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13031,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13032,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13033,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13034,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13035,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13036,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13037,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13038,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13039,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13040,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13041,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13042,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13043,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13044,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
13045,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13046,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13047,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13048,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13049,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13050,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
13051,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13052,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
13053,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13054,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13055,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13056,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
13057,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13058,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13059,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13060,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13061,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
13062,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13063,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13064,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13065,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13066,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13067,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13068,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13069,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13070,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13071,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13072,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13073,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13074,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
13075,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13076,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
13077,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
13078,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
13079,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
13080,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13081,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
13082,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
13083,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
13084,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13085,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13086,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
13087,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
13088,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13089,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
13090,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
13091,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
13092,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13093,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
13094,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
13095,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13096,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
13097,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
13098,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
13099,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
13100,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
13101,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13102,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
13103,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13104,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
13105,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13106,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13107,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13108,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
13109,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
13110,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
13111,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
13112,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13113,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
13114,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13115,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
13116,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
13117,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
13118,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13119,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13120,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
13121,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13122,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
13123,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
13124,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
13125,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13126,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
13127,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13128,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
13129,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
13130,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
13131,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
13132,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
13133,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
13134,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
13135,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
