Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDP_M_R
754,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
755,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
756,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
757,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
758,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
759,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
760,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
761,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
762,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
763,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
764,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
765,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
766,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
767,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
768,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
769,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
770,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
771,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
772,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
773,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
774,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Water
775,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Forest
776,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
777,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
778,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
779,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
780,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
781,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
782,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
783,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
784,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
785,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
786,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
787,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
788,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
789,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
790,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
791,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
792,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
793,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
794,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
795,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
796,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
797,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
798,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
799,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
800,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
801,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
802,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
803,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
804,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
805,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
806,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
807,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
808,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
809,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
810,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
811,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
812,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
813,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
814,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
815,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
816,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
817,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
818,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
819,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
820,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
821,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
822,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
823,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
824,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
825,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
826,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
827,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
828,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
829,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
830,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
831,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
832,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
833,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
834,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
835,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
836,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
837,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
838,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
839,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
840,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
841,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
842,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
843,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
844,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
845,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
846,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
847,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
848,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
849,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
850,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
851,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
852,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
853,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
854,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
855,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
856,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
857,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
858,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
859,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
860,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
861,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
862,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
863,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
864,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
865,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
866,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
867,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
868,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
869,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
870,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
871,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
872,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
873,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
874,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
875,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
876,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
877,Forest,Forest,Wetland,Water,Wetland,Water,Water,Bareland
878,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
879,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
880,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
881,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
882,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
883,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
884,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
885,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
886,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
887,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
888,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
889,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
890,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
891,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Forest
892,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
893,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
894,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
895,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
896,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
897,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
898,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Wetland,Forest
899,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
900,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
901,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
902,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
903,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
904,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
905,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
906,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
907,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
908,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
909,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
910,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
911,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
912,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
913,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
914,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Grassland
915,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
916,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
917,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
918,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
919,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
920,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
921,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
922,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
923,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
924,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
925,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
926,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
927,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
928,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
929,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
930,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
931,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
932,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
933,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
934,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
935,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
936,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
937,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
938,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
939,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
940,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
941,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
942,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
943,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
944,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
945,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
946,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
947,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
948,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
949,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
950,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
951,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
952,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
953,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
954,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
955,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
956,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
957,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
958,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
959,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
960,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
961,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Water
962,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
963,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
964,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Water
965,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
966,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
967,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
968,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
969,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
970,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
971,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
972,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Water
973,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
974,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
975,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Water
976,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
977,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
978,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
979,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
980,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
981,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
982,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
983,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
984,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
985,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Water
986,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
987,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
988,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
989,Forest,Forest,Water,NULL,Water,NULL,Water,Water
990,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
991,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
992,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
993,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
994,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
995,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
996,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
997,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
998,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
999,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1000,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
1001,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1002,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1003,Forest,Forest,Water,NULL,Water,Water,Water,Water
1004,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1005,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1006,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1007,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
1008,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1009,Forest,Forest,Water,NULL,Water,Forest,Water,Water
1010,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1011,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1012,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1013,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1014,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1015,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1016,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1017,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Water
1018,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1019,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1020,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
1021,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1022,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1023,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1024,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
1025,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1026,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1027,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1028,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1029,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
1030,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1031,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1032,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1033,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
1034,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1035,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
1036,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1037,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1038,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1039,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1040,Forest,Forest,Water,Water,Water,NULL,Water,Water
1041,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1042,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1043,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1044,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1045,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1046,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1047,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1048,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1049,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1050,Forest,Forest,Water,Water,Water,Bareland,Wetland,Grassland
1051,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
1052,Forest,Forest,Water,Water,Water,Bareland,Water,Water
1053,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
1054,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1055,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1056,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1057,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1058,Forest,Forest,Water,Water,Water,Water,Water,Water
1059,Forest,Forest,Water,Water,Water,Water,Water,Forest
1060,Forest,Forest,Water,Water,Water,Water,Forest,Water
1061,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1062,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1063,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1064,Forest,Forest,Water,Water,Water,Forest,Water,Water
1065,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1066,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1067,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1068,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1069,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1070,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1071,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1072,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1073,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1074,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1075,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1076,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1077,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1078,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1079,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1080,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1081,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
1082,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1083,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1084,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1085,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1086,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1087,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
1088,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1089,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
1090,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1091,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1092,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1093,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1094,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1095,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1096,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1097,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1098,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1099,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1100,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1101,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1102,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1103,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1104,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1105,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1106,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1107,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1108,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1109,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1110,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1111,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1112,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1113,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1114,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1115,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1116,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1117,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1118,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1119,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1120,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
