Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFS_M_R
675,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
676,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
677,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
678,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
679,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
680,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
681,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
682,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
683,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
684,Water,Bareland,Water,Water,Water,NULL,NULL,Water
685,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
686,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
687,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
688,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
689,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
690,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
691,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
692,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
693,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
694,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
695,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
696,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
697,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
698,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
699,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
700,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
701,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
702,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
703,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
704,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
705,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
706,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
707,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
708,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
709,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
710,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
711,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
712,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
713,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
714,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
715,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
716,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
717,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
718,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
719,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
720,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
721,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
722,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
723,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
724,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
725,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
726,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
728,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
729,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
730,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
731,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
732,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
733,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
734,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
735,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
736,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
737,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
738,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
739,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
740,Water,Water,Water,NULL,Water,NULL,NULL,Water
741,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
742,Water,Water,Water,Water,Water,NULL,NULL,Grassland
743,Water,Water,Water,Water,Water,NULL,NULL,Wetland
744,Water,Water,Water,Water,Water,NULL,NULL,Bareland
745,Water,Water,Water,Water,Water,NULL,NULL,Water
746,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
747,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
748,Water,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
749,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
750,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
751,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
752,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
753,Water,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
754,Water,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
755,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
756,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
757,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
758,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
759,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
760,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
761,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
762,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
763,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
764,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
765,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
766,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
767,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
768,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
769,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
770,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
771,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
772,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
773,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
774,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
775,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
776,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
777,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
778,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
779,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
780,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
781,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
782,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
783,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
784,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
785,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
786,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
787,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
788,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
789,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
790,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
791,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
792,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
793,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
794,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
795,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
796,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
797,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
798,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
799,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
800,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
801,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
802,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
803,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
804,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
805,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
806,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
808,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
809,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
810,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
811,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
812,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
813,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
814,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
815,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
816,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
817,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
818,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
819,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
820,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
821,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
822,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
823,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
824,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
825,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
826,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
827,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
828,Forest,NULL,Water,Water,Water,NULL,NULL,Water
829,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
830,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
831,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
832,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
834,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
835,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
836,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
837,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
838,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
839,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
840,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
842,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
843,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
844,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
845,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
846,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
847,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
848,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
849,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
850,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
851,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
852,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
853,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
854,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
855,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
856,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
857,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
858,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
859,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
860,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
861,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
862,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
864,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
865,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
866,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
868,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
869,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
870,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
871,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
872,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
873,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
874,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
875,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
876,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
877,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
878,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
879,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
880,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
881,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
882,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
884,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
885,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
886,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
887,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
