Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEJ_M_R
662,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
663,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
664,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
665,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
666,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
667,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
668,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
669,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
670,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
671,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
672,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
673,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
674,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
675,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
676,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
677,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
678,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
679,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
680,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
681,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
682,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
683,Water,NULL,Wetland,NULL,NULL,NULL,NULL,NULL
684,Water,NULL,Wetland,NULL,NULL,NULL,NULL,Water
685,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
686,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
687,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
688,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
689,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
690,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
691,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
692,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
693,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
694,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
695,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
696,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
697,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
698,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
699,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
700,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
701,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
702,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
703,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
704,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
705,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
706,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
707,Water,NULL,Wetland,Water,NULL,NULL,NULL,Water
708,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
709,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
710,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
711,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
712,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
713,Water,NULL,Water,NULL,NULL,NULL,NULL,NULL
714,Water,NULL,Water,NULL,NULL,NULL,NULL,Water
715,Water,NULL,Water,NULL,Water,Water,Water,Wetland
716,Water,NULL,Water,NULL,Water,Water,Water,Bareland
717,Water,NULL,Water,Water,NULL,NULL,NULL,Water
718,Water,NULL,Water,Water,Water,Water,Water,Bareland
719,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
720,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
721,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
722,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
723,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
724,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
725,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
726,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
727,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
728,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
729,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
730,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
731,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
732,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
733,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
734,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
735,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
736,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
737,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
738,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
739,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
740,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
741,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
742,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
743,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
744,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
745,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
746,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
747,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
748,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
749,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
750,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
751,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
752,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
753,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
754,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
755,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
756,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
757,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
758,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Bareland
759,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
760,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
761,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
762,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Bareland
763,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
764,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
765,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
766,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
767,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
768,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
769,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
770,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
771,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
772,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
773,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
774,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
775,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
776,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
777,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
778,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
779,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
780,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
781,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
782,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
783,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
784,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
785,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
786,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
787,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
788,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
789,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
790,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
791,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
792,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
793,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
794,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
795,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
796,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
797,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
798,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
799,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
800,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
801,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
802,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
803,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
804,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
805,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
806,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
807,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
808,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
809,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
810,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
811,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Wetland
812,Water,Water,Wetland,NULL,NULL,NULL,Water,Wetland
813,Water,Water,Wetland,NULL,NULL,Wetland,Water,Forest
814,Water,Water,Wetland,NULL,NULL,Water,Wetland,Wetland
815,Water,Water,Wetland,NULL,NULL,Water,Wetland,Bareland
816,Water,Water,Wetland,NULL,NULL,Water,Wetland,Forest
817,Water,Water,Wetland,NULL,NULL,Water,Water,Grassland
818,Water,Water,Wetland,NULL,NULL,Water,Water,Wetland
819,Water,Water,Wetland,NULL,NULL,Water,Water,Bareland
820,Water,Water,Wetland,NULL,NULL,Water,Water,Water
821,Water,Water,Wetland,NULL,NULL,Water,Water,Forest
822,Water,Water,Wetland,NULL,NULL,Forest,Forest,Wetland
823,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
824,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
825,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Bareland
826,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
827,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
828,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
829,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
830,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
831,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
832,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
833,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
834,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
835,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
836,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
837,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
838,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
839,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
840,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
841,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
842,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
843,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
844,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
845,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
846,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
847,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
848,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
849,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
850,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
851,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
852,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
853,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
854,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
855,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
856,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
857,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
858,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
859,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
860,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
861,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
862,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
863,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
864,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
865,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
866,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
867,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
868,Water,Water,Wetland,Non_Water,NULL,Water,Water,Wetland
869,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
870,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
871,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
872,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
873,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
874,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
875,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
876,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
877,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
878,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
879,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
880,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
881,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
882,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
883,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
884,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
885,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
886,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
887,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
888,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
889,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
890,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
891,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
892,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
893,Water,Water,Wetland,Water,NULL,NULL,NULL,Water
894,Water,Water,Wetland,Water,NULL,NULL,Water,Wetland
895,Water,Water,Wetland,Water,NULL,Wetland,Water,Wetland
896,Water,Water,Wetland,Water,NULL,Water,NULL,Water
897,Water,Water,Wetland,Water,NULL,Water,Wetland,Grassland
898,Water,Water,Wetland,Water,NULL,Water,Wetland,Wetland
899,Water,Water,Wetland,Water,NULL,Water,Wetland,Bareland
900,Water,Water,Wetland,Water,NULL,Water,Wetland,Water
901,Water,Water,Wetland,Water,NULL,Water,Water,Grassland
902,Water,Water,Wetland,Water,NULL,Water,Water,Wetland
903,Water,Water,Wetland,Water,NULL,Water,Water,Bareland
904,Water,Water,Wetland,Water,NULL,Water,Water,Water
905,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
906,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
907,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
908,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
909,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
910,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
911,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
912,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
913,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
914,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
915,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
916,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
917,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
918,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
919,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
920,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
921,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
922,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
923,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
924,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
925,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
926,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
927,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
928,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
929,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
930,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
931,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
932,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
933,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
934,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
935,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
936,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
937,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
938,Water,Water,Wetland,Water,Wetland,Water,Water,Water
939,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
940,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
941,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
942,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
943,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
944,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
945,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
946,Water,Water,Water,NULL,NULL,Wetland,Wetland,Wetland
947,Water,Water,Water,NULL,NULL,Wetland,Water,Grassland
948,Water,Water,Water,NULL,NULL,Wetland,Water,Forest
949,Water,Water,Water,NULL,NULL,Bareland,Water,Grassland
950,Water,Water,Water,NULL,NULL,Water,Wetland,Wetland
951,Water,Water,Water,NULL,NULL,Water,Wetland,Bareland
952,Water,Water,Water,NULL,NULL,Water,Wetland,Water
953,Water,Water,Water,NULL,NULL,Water,Water,Grassland
954,Water,Water,Water,NULL,NULL,Water,Water,Wetland
955,Water,Water,Water,NULL,NULL,Water,Water,Bareland
956,Water,Water,Water,NULL,NULL,Water,Water,Water
957,Water,Water,Water,NULL,Water,NULL,Water,Wetland
958,Water,Water,Water,NULL,Water,NULL,Water,Water
959,Water,Water,Water,NULL,Water,Wetland,Water,Forest
960,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
961,Water,Water,Water,NULL,Water,Water,Wetland,Water
962,Water,Water,Water,NULL,Water,Water,Wetland,Forest
963,Water,Water,Water,NULL,Water,Water,Water,Wetland
964,Water,Water,Water,NULL,Water,Water,Water,Bareland
965,Water,Water,Water,NULL,Water,Water,Water,Water
966,Water,Water,Water,NULL,Water,Water,Water,Forest
967,Water,Water,Water,NULL,Water,Forest,Wetland,Wetland
968,Water,Water,Water,Non_Water,NULL,Wetland,Water,Bareland
969,Water,Water,Water,Non_Water,NULL,Water,Water,Wetland
970,Water,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
971,Water,Water,Water,Non_Water,Water,NULL,Water,Water
972,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
973,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
974,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
975,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
976,Water,Water,Water,Non_Water,Water,Water,Water,Water
977,Water,Water,Water,Water,NULL,NULL,NULL,Water
978,Water,Water,Water,Water,NULL,Wetland,Wetland,Wetland
979,Water,Water,Water,Water,NULL,Wetland,Wetland,Bareland
980,Water,Water,Water,Water,NULL,Wetland,Water,Wetland
981,Water,Water,Water,Water,NULL,Water,NULL,Water
982,Water,Water,Water,Water,NULL,Water,Wetland,Wetland
983,Water,Water,Water,Water,NULL,Water,Wetland,Water
984,Water,Water,Water,Water,NULL,Water,Water,Grassland
985,Water,Water,Water,Water,NULL,Water,Water,Wetland
986,Water,Water,Water,Water,NULL,Water,Water,Bareland
987,Water,Water,Water,Water,NULL,Water,Water,Water
988,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
989,Water,Water,Water,Water,Water,NULL,Wetland,Forest
990,Water,Water,Water,Water,Water,NULL,Water,Wetland
991,Water,Water,Water,Water,Water,NULL,Water,Water
992,Water,Water,Water,Water,Water,NULL,Water,Forest
993,Water,Water,Water,Water,Water,Grassland,Wetland,Water
994,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
995,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
996,Water,Water,Water,Water,Water,Wetland,Water,Wetland
997,Water,Water,Water,Water,Water,Wetland,Water,Water
998,Water,Water,Water,Water,Water,Water,Wetland,Wetland
999,Water,Water,Water,Water,Water,Water,Wetland,Bareland
1000,Water,Water,Water,Water,Water,Water,Wetland,Water
1001,Water,Water,Water,Water,Water,Water,Wetland,Forest
1002,Water,Water,Water,Water,Water,Water,Water,Wetland
1003,Water,Water,Water,Water,Water,Water,Water,Bareland
1004,Water,Water,Water,Water,Water,Water,Water,Water
1005,Water,Water,Water,Water,Water,Water,Water,Forest
1006,Water,Water,Water,Water,Water,Forest,Water,Wetland
1007,Water,Water,Water,Water,Water,Forest,Water,Water
1008,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1009,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
1010,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1011,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1012,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
1013,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1014,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1015,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1016,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1017,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1018,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1019,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1020,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1021,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1022,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1023,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1024,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1025,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1026,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1027,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1028,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1029,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1030,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1031,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1032,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1033,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1034,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1035,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1036,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1037,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1038,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1039,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1040,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1041,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1042,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1043,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1044,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1045,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1046,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
1047,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1048,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1049,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1050,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
