Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTL_M_R
664,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
665,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
666,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
667,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
668,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
669,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
670,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
671,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
672,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
673,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
674,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
675,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
676,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
677,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
678,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
679,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
680,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
681,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
682,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
683,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
684,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
685,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
686,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
687,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
688,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
689,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
690,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
691,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
692,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
693,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
694,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
695,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
696,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
697,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
698,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
699,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
700,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
701,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
702,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
703,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
704,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
705,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
706,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
707,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
708,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
709,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
710,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
711,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
712,Wetland,Water,Water,Water,Water,Water,Water,Water
713,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
714,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
715,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
716,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
717,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
718,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
719,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
720,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
721,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
722,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
723,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
724,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
725,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
726,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
727,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
728,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
729,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
730,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
731,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
732,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
733,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
734,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
735,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
736,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
737,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
738,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
739,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
740,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
741,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
742,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
743,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
744,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
745,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
746,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
747,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
748,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
749,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
750,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
751,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
752,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
753,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
754,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
755,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
756,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
757,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
758,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
759,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
760,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
761,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
762,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
763,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
764,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
765,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
766,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
767,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
768,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
769,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
770,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
771,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
772,Bareland,Water,Water,Water,Water,Water,Water,Water
773,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
774,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
775,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
776,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
777,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
778,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
779,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
780,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
781,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
782,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
783,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
784,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
785,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
786,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
787,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
788,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
789,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
790,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
791,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
792,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
793,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
794,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
795,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
796,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
797,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
798,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
799,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
800,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
801,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
802,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
803,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
804,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
805,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
806,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
807,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
808,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
809,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
810,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
811,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
812,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
813,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
814,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
815,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
816,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
817,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
818,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
819,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
820,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
821,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
822,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
823,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
824,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
825,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
826,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
827,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
828,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
829,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
830,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
831,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
832,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
833,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
834,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
835,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
836,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
837,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
838,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
839,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
840,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
841,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
842,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
843,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
844,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
845,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
846,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
847,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
848,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
849,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
850,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
851,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
852,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
853,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
854,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
855,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
856,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
857,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
858,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
859,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
860,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
861,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
862,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
863,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
864,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
865,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
866,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
867,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
868,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
869,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
870,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
871,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
872,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
873,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
874,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
875,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
876,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
877,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
878,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
879,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
880,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
881,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
882,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
883,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
884,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
885,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
886,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
887,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
888,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
889,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
890,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
891,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
892,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
893,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
894,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
895,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
896,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
897,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
898,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
899,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
900,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
901,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
902,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
903,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
904,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
905,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
906,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
907,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
908,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
909,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
910,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
911,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
912,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
913,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
914,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
915,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
916,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
917,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
918,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
919,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
920,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
921,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
922,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
923,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
924,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
925,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
926,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
927,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
928,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
929,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
930,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
931,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
932,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
933,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
934,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
935,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
936,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
937,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
938,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
939,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
940,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
941,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
942,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
943,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
944,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
945,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
946,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
947,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
948,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
949,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
950,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
951,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
952,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
953,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
954,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
955,Water,Water,Wetland,Water,Wetland,Water,Water,Water
956,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
957,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
958,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
959,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
960,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
961,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
962,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
963,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
964,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
965,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
966,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
967,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
968,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
969,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
970,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
971,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
972,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
973,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
974,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
975,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
976,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
977,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
978,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
979,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
980,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
981,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
982,Water,Water,Water,NULL,Water,Grassland,Water,Water
983,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
984,Water,Water,Water,NULL,Water,Water,Wetland,Water
985,Water,Water,Water,NULL,Water,Water,Wetland,Forest
986,Water,Water,Water,NULL,Water,Water,Water,Grassland
987,Water,Water,Water,NULL,Water,Water,Water,Bareland
988,Water,Water,Water,NULL,Water,Water,Water,Water
989,Water,Water,Water,NULL,Water,Water,Water,Forest
990,Water,Water,Water,NULL,Water,Water,Forest,Water
991,Water,Water,Water,NULL,Water,Water,Forest,Forest
992,Water,Water,Water,NULL,Water,Forest,Water,Water
993,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
994,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
995,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
996,Water,Water,Water,Non_Water,Water,Water,Water,Water
997,Water,Water,Water,Non_Water,Water,Water,Water,Forest
998,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
999,Water,Water,Water,Water,Water,NULL,Wetland,Water
1000,Water,Water,Water,Water,Water,NULL,Water,Grassland
1001,Water,Water,Water,Water,Water,NULL,Water,Wetland
1002,Water,Water,Water,Water,Water,NULL,Water,Water
1003,Water,Water,Water,Water,Water,NULL,Water,Forest
1004,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
1005,Water,Water,Water,Water,Water,Grassland,Water,Wetland
1006,Water,Water,Water,Water,Water,Grassland,Water,Water
1007,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1008,Water,Water,Water,Water,Water,Water,Wetland,Water
1009,Water,Water,Water,Water,Water,Water,Wetland,Forest
1010,Water,Water,Water,Water,Water,Water,Water,Grassland
1011,Water,Water,Water,Water,Water,Water,Water,Wetland
1012,Water,Water,Water,Water,Water,Water,Water,Bareland
1013,Water,Water,Water,Water,Water,Water,Water,Water
1014,Water,Water,Water,Water,Water,Water,Water,Forest
1015,Water,Water,Water,Water,Water,Water,Forest,Wetland
1016,Water,Water,Water,Water,Water,Water,Forest,Water
1017,Water,Water,Water,Water,Water,Water,Forest,Forest
1018,Water,Water,Water,Water,Water,Forest,Water,Water
1019,Water,Water,Water,Water,Water,Forest,Water,Forest
1020,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1021,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1022,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1023,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1024,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1025,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1026,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1027,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1028,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1029,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1030,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1031,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
1032,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1033,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1034,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1035,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1036,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1037,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
