Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R
18591,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
18592,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18593,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18594,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
18595,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18596,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18597,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
18598,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
18599,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
18600,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
18601,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
18602,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
18603,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
18604,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
18605,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
18606,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
18607,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
18608,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
18609,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
18610,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
18611,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Water
18612,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
18613,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
18614,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18615,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
18616,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
18617,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
18618,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
18619,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
18620,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
18621,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
18622,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
18623,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
18624,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
18625,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
18626,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
18627,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
18628,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
18629,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
18630,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
18631,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
18632,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
18633,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
18634,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
18635,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
18636,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
18637,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
18638,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
18639,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
18640,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
18641,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
18642,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
18643,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
18644,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
18645,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
18646,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
18647,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
18648,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
18649,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
18650,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
18651,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
18652,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
18653,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
18654,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
18655,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
18656,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
18657,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
18658,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
18659,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
18660,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
18661,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
18662,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
18663,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
18664,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
18665,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
18666,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
18667,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
18668,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
18669,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
18670,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
18671,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
18672,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
18673,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
18674,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
18675,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
18676,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
18677,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
18678,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
18679,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
18680,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
18681,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
18682,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
18683,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
18684,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
18685,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
18686,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
18687,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
18688,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
18689,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
18690,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18691,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
18692,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
18693,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
18694,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
18695,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
18696,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
18697,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
18698,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
18699,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
18700,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
18701,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
18702,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
18703,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
18704,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
18705,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
18706,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
18707,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
18708,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
18709,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
18710,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
18711,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
18712,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
18713,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
18714,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
18715,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
18716,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
18717,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
18718,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
18719,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
18720,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
18721,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
18722,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
18723,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
18724,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
18725,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
18726,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
18727,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
18728,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
18729,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
18730,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Built-up
18731,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
18732,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
18733,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
18734,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
18735,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
18736,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
18737,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
18738,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
18739,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
18740,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
18741,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
18742,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
18743,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
18744,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
18745,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
18746,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
18747,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
18748,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
18749,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18750,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
18751,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
18752,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
18753,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
18754,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
18755,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
18756,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
18757,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
18758,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
18759,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
18760,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18761,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
18762,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
18763,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
18764,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
18765,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
18766,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
18767,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
18768,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
18769,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
18770,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
18771,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
18772,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
18773,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
18774,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
18775,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
18776,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
18777,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
18778,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
18779,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18780,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
18781,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18782,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
18783,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18784,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
18785,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
18786,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
18787,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
18788,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
18789,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
18790,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
18791,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
18792,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
18793,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,NULL
18794,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
18795,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
18796,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
18797,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
18798,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
18799,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
18800,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
18801,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
18802,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
18803,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
18804,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
18805,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
18806,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
18807,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
18808,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
18809,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
18810,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
18811,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Forest
18812,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
18813,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
18814,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
18815,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
18816,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
18817,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
18818,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
18819,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
18820,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
18821,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
18822,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
18823,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
18824,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
18825,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
18826,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
18827,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
18828,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
18829,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18830,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
18831,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
18832,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
18833,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
18834,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
18835,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
18836,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
18837,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
18838,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
18839,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
18840,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
18841,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
18842,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
18843,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
18844,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
18845,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
18846,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
18847,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
18848,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
18849,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
18850,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
18851,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
18852,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
18853,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
18854,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
18855,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
18856,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
18857,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
18858,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
18859,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
18860,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18861,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18862,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
18863,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18864,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18865,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
18866,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
18867,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18868,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
18869,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
18870,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
18871,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
18872,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
18873,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
18874,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
18875,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
18876,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
18877,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
18878,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
18879,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
18880,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
18881,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
18882,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
18883,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
18884,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
18885,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
18886,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
18887,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
18888,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
18889,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
18890,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18891,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
18892,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
18893,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
18894,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
18895,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
18896,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
18897,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
18898,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
18899,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
18900,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
18901,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
18902,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
18903,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
18904,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
18905,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
18906,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
18907,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
18908,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
18909,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
18910,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
18911,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
18912,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
18913,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
18914,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
18915,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
18916,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
18917,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
18918,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
