Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTV_M_R
683,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
684,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
685,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
686,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
687,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
688,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
689,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
690,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
691,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
692,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
693,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
694,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
695,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
696,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
697,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
698,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
699,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
700,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
701,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
702,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
703,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
704,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
705,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
706,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
707,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
708,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
709,Bareland,Cropland,Water,NULL,Water,NULL,NULL,NULL
710,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
711,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
712,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
713,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
714,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
715,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
716,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
717,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
718,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
719,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
720,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
721,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
722,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
723,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
724,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
725,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
726,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
727,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
728,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
729,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
730,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
731,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
732,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
733,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
734,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
735,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
736,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
737,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
738,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
739,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
740,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
741,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
742,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
743,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
744,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
745,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
746,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
747,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
748,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
749,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
750,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
751,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
752,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
753,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
754,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
755,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
756,Water,NULL,Water,NULL,Water,NULL,NULL,Water
757,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
758,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
759,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
760,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
761,Water,NULL,Water,Water,Water,NULL,NULL,Water
762,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
763,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
764,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
765,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
766,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
767,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
768,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
769,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
770,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
771,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
772,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
773,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
774,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
775,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
776,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
777,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
778,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
779,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
780,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
781,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
782,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
783,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
784,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
785,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
786,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
787,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
788,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
789,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
790,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
791,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
792,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
793,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
794,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
795,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
796,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
797,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
798,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
799,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
800,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
801,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
802,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
803,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
804,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
805,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
806,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
807,Water,Cropland,Water,Water,Water,NULL,NULL,Water
808,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
809,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
810,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
811,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
812,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
813,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
815,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
816,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
817,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
818,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
821,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
822,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
823,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
824,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
825,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
826,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
827,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
828,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
829,Water,Water,Water,NULL,Water,NULL,NULL,Water
830,Water,Water,Water,NULL,Water,NULL,NULL,Forest
831,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
832,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
833,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
834,Water,Water,Water,Water,Water,NULL,NULL,Wetland
835,Water,Water,Water,Water,Water,NULL,NULL,Water
836,Water,Water,Water,Water,Water,NULL,NULL,Forest
837,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
838,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
839,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
840,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
841,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
842,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
843,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
844,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
845,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
846,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
847,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
848,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
849,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
850,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
852,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
853,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
854,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
855,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
856,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
857,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
858,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
859,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
860,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
861,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
862,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
863,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
864,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
865,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
866,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
867,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
868,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
869,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
870,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
871,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
872,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
873,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
874,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
875,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
876,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
877,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
878,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
879,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
880,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
881,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
882,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
883,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
884,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
885,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
886,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
887,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
888,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
889,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
890,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
891,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
892,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
893,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
894,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
895,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
896,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
897,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
898,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
899,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
900,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
901,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
902,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
903,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
904,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
905,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
906,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
907,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
908,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
909,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
910,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
911,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
912,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
913,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
914,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
915,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
916,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
917,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
918,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
919,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
920,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
921,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
922,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
923,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
924,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
925,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
926,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
927,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
928,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
929,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
930,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
932,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
933,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
934,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
935,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
936,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
937,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
938,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
939,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
940,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
941,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
942,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
943,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
944,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
945,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
946,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
947,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
948,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
949,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
950,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
951,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
952,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
953,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
954,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
955,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
956,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
957,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
958,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
959,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
960,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
961,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
962,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
963,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
964,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
965,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
966,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
967,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
968,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
969,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
970,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
971,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
972,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
973,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
974,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
975,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
976,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
977,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
978,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
979,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
980,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
981,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
982,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
983,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
984,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
985,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
986,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
987,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
988,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
989,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
990,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
991,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
992,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
993,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
994,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
995,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
996,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
997,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
998,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
999,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1000,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1001,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1002,Forest,Water,Water,Water,Water,NULL,NULL,Water
1003,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1004,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1005,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1006,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1007,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1008,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1009,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1010,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1011,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1012,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1013,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1014,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1015,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1017,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1018,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1019,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1020,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1021,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1022,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1023,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1024,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1025,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1027,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1028,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1029,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1030,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1031,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1032,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1034,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
