Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGJ_M_R
2372,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2373,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2374,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2375,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2376,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2377,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2378,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
2379,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
2380,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
2381,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2382,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2383,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2384,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2385,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2386,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
2387,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2388,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
2389,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
2390,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2391,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
2392,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
2393,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
2394,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
2395,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
2396,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
2397,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2398,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
2399,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2400,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2401,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2402,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2403,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2404,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2405,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
2406,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
2407,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2408,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
2409,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
2410,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2411,Water,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2412,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2413,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
2414,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2415,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2416,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
2417,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2418,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2419,Water,Water,Wetland,NULL,Wetland,Built-up,Grassland,Bareland
2420,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
2421,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
2422,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2423,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2424,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
2425,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2426,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2427,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2428,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2429,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2430,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2431,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
2432,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2433,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2434,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2435,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2436,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2437,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2438,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
2439,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
2440,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2441,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2442,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2443,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2444,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
2445,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2446,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2447,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2448,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2449,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2450,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2451,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2452,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2453,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2454,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2455,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2456,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
2457,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2458,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
2459,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
2460,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2461,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2462,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2463,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2464,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2465,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2466,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2467,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2468,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2469,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2470,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2471,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2472,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
2473,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2474,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2475,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2476,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2477,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2478,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
2479,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
2480,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2481,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
2482,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2483,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
2484,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2485,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
2486,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
2487,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
2488,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
2489,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
2490,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2491,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2492,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
2493,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2494,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
2495,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
2496,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2497,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2498,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2499,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2500,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2501,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
2502,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
2503,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2504,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2505,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2506,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2507,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2508,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2509,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
2510,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
2511,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
2512,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2513,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2514,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
2515,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Grassland
2516,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Wetland
2517,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
2518,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Grassland
2519,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,NULL,Water
2520,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2521,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2522,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2523,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
2524,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2525,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2526,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2527,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2528,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
2529,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2530,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
2531,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2532,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2533,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
2534,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
2535,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
2536,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2537,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
2538,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2539,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2540,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2541,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2542,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2543,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2544,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2545,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2546,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2547,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2548,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2549,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2550,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2551,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
2552,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2553,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
2554,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2555,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2556,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2557,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2558,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2559,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2560,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2561,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2562,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
2563,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
2564,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2565,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
2566,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
2567,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Bareland
2568,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
2569,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
2570,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2571,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
2572,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
2573,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2574,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2575,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
2576,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2577,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2578,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2579,Water,Water,Bareland,Water,Non_Wetland,Forest,Grassland,Forest
2580,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2581,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2582,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
2583,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2584,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2585,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
2586,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
2587,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2588,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2589,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
2590,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2591,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2592,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
2593,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2594,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2595,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
2596,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
2597,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2598,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2599,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
2600,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
2601,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2602,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2603,Water,Water,Water,NULL,Water,NULL,NULL,Water
2604,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2605,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2606,Water,Water,Water,NULL,Water,Grassland,NULL,Water
2607,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
2608,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2609,Water,Water,Water,NULL,Water,Grassland,Grassland,Bareland
2610,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
2611,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
2612,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
2613,Water,Water,Water,NULL,Water,Grassland,Water,Bareland
2614,Water,Water,Water,NULL,Water,Grassland,Water,Water
2615,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2616,Water,Water,Water,NULL,Water,Bareland,NULL,Water
2617,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2618,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
2619,Water,Water,Water,NULL,Water,Water,NULL,Water
2620,Water,Water,Water,NULL,Water,Water,NULL,Forest
2621,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2622,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
2623,Water,Water,Water,NULL,Water,Water,Grassland,Water
2624,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2625,Water,Water,Water,NULL,Water,Water,Wetland,Water
2626,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2627,Water,Water,Water,NULL,Water,Water,Water,Grassland
2628,Water,Water,Water,NULL,Water,Water,Water,Wetland
2629,Water,Water,Water,NULL,Water,Water,Water,Bareland
2630,Water,Water,Water,NULL,Water,Water,Water,Water
2631,Water,Water,Water,NULL,Water,Water,Water,Forest
2632,Water,Water,Water,NULL,Water,Water,Forest,Water
2633,Water,Water,Water,NULL,Water,Water,Forest,Forest
2634,Water,Water,Water,NULL,Water,Forest,NULL,Water
2635,Water,Water,Water,NULL,Water,Forest,NULL,Forest
2636,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2637,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2638,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2639,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2640,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2641,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
2642,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
2643,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
2644,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
2645,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
2646,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
2647,Water,Water,Water,Non_Water,Water,Bareland,NULL,Water
2648,Water,Water,Water,Non_Water,Water,Water,NULL,Water
2649,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
2650,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
2651,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
2652,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2653,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2654,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2655,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2656,Water,Water,Water,Non_Water,Water,Water,Water,Water
2657,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2658,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2659,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2660,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
2661,Water,Water,Water,Non_Water,Water,Forest,Grassland,Forest
2662,Water,Water,Water,Non_Water,Water,Forest,Water,Water
2663,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2664,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2665,Water,Water,Water,Water,Water,NULL,NULL,Water
2666,Water,Water,Water,Water,Water,NULL,NULL,Forest
2667,Water,Water,Water,Water,Water,Grassland,NULL,Water
2668,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
2669,Water,Water,Water,Water,Water,Grassland,Grassland,Water
2670,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
2671,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2672,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2673,Water,Water,Water,Water,Water,Grassland,Water,Water
2674,Water,Water,Water,Water,Water,Grassland,Water,Forest
2675,Water,Water,Water,Water,Water,Bareland,NULL,Water
2676,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
2677,Water,Water,Water,Water,Water,Bareland,Grassland,Water
2678,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2679,Water,Water,Water,Water,Water,Bareland,Water,Water
2680,Water,Water,Water,Water,Water,Bareland,Water,Forest
2681,Water,Water,Water,Water,Water,Water,NULL,Grassland
2682,Water,Water,Water,Water,Water,Water,NULL,Bareland
2683,Water,Water,Water,Water,Water,Water,NULL,Water
2684,Water,Water,Water,Water,Water,Water,NULL,Forest
2685,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2686,Water,Water,Water,Water,Water,Water,Grassland,Bareland
2687,Water,Water,Water,Water,Water,Water,Grassland,Water
2688,Water,Water,Water,Water,Water,Water,Grassland,Forest
2689,Water,Water,Water,Water,Water,Water,Wetland,Water
2690,Water,Water,Water,Water,Water,Water,Wetland,Forest
2691,Water,Water,Water,Water,Water,Water,Water,Grassland
2692,Water,Water,Water,Water,Water,Water,Water,Wetland
2693,Water,Water,Water,Water,Water,Water,Water,Bareland
2694,Water,Water,Water,Water,Water,Water,Water,Water
2695,Water,Water,Water,Water,Water,Water,Water,Forest
2696,Water,Water,Water,Water,Water,Water,Forest,Water
2697,Water,Water,Water,Water,Water,Water,Forest,Forest
2698,Water,Water,Water,Water,Water,Forest,NULL,Water
2699,Water,Water,Water,Water,Water,Forest,NULL,Forest
2700,Water,Water,Water,Water,Water,Forest,Grassland,Forest
2701,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2702,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2703,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2704,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2705,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2706,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2707,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2708,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
2709,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2710,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2711,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2712,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2713,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2714,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2715,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2716,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
2717,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2718,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2719,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2720,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2721,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2722,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2723,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2724,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2725,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2726,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2727,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2728,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2729,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2730,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2731,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2732,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2733,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2734,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2735,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2736,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2737,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2738,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2739,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
2740,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2741,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2742,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2743,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2744,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2745,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2746,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2747,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2748,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2749,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2750,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2751,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2752,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2753,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2754,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
2755,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2756,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2757,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
