Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGH_M_R
1150,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
1151,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1152,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1153,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water
1154,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1155,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland
1156,Bareland,NULL,Wetland,Water,Wetland,NULL,Cropland
1157,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland
1158,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland
1159,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
1160,Bareland,NULL,Wetland,Water,Wetland,NULL,Forest
1161,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1162,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
1163,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1164,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
1165,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1166,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1167,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1168,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water
1169,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
1170,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1171,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1172,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water
1173,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1174,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1175,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1176,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1177,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1178,Bareland,NULL,Water,Non_Water,Water,NULL,Bareland
1179,Bareland,NULL,Water,Water,Water,NULL,Bareland
1180,Bareland,NULL,Water,Water,Water,NULL,Water
1181,Bareland,NULL,Water,Water,Water,NULL,Forest
1182,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1183,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1184,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1185,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1186,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Water
1187,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
1188,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1189,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1190,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1191,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
1192,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1193,Bareland,Cropland,Wetland,Water,Wetland,NULL,Grassland
1194,Bareland,Cropland,Wetland,Water,Wetland,NULL,Wetland
1195,Bareland,Cropland,Wetland,Water,Wetland,NULL,Water
1196,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1197,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
1198,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1199,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1200,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1201,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1202,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1203,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1204,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1205,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1206,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1207,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1208,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1209,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1210,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1211,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1212,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
1213,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1214,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
1215,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1216,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1217,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1218,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water
1219,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1220,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
1221,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1222,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1223,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
1224,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1225,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1226,Bareland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1227,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1228,Bareland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1229,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
1230,Bareland,Wetland,Wetland,Water,Wetland,NULL,Forest
1231,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1232,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Built-up
1233,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1234,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1235,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Bareland
1236,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
1237,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
1238,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Built-up
1239,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Built-up
1240,Bareland,Wetland,Water,Non_Water,Water,NULL,Grassland
1241,Bareland,Wetland,Water,Water,Water,NULL,Grassland
1242,Bareland,Wetland,Water,Water,Water,NULL,Water
1243,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1244,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1245,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1246,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1247,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1248,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Built-up
1249,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1250,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1251,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1252,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1253,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
1254,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1255,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1256,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1257,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1258,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1259,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1260,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1261,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1262,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1263,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1264,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1265,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1266,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1267,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1268,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1269,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1270,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1271,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1272,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
1273,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1274,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1275,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1276,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1277,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1278,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1279,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1280,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1281,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1282,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1283,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1284,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1285,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1286,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1287,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1288,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1289,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Built-up
1290,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Forest
1291,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1292,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1293,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1294,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1295,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1296,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Forest
1297,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1298,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up
1299,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1300,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Built-up
1301,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
1302,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Water
1303,Bareland,Bareland,Water,NULL,Water,NULL,Grassland
1304,Bareland,Bareland,Water,NULL,Water,NULL,Water
1305,Bareland,Bareland,Water,NULL,Water,NULL,Forest
1306,Bareland,Bareland,Water,Water,Water,NULL,Grassland
1307,Bareland,Bareland,Water,Water,Water,NULL,Wetland
1308,Bareland,Bareland,Water,Water,Water,NULL,Bareland
1309,Bareland,Bareland,Water,Water,Water,NULL,Water
1310,Bareland,Bareland,Water,Water,Water,NULL,Forest
1311,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1312,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1313,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1314,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1315,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1316,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1317,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1318,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1319,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1320,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1321,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1322,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1323,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1324,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1325,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1326,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1327,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1328,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1329,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1330,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1331,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1332,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1333,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1334,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Water
1335,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Forest
1336,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1337,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
1338,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland
1339,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
1340,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
1341,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
1342,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1343,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1344,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1345,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
1346,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1347,Bareland,Water,Wetland,Water,Wetland,NULL,Grassland
1348,Bareland,Water,Wetland,Water,Wetland,NULL,Wetland
1349,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
1350,Bareland,Water,Wetland,Water,Wetland,NULL,Water
1351,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
1352,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1353,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1354,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Water
1355,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Forest
1356,Bareland,Water,Water,NULL,Water,NULL,Grassland
1357,Bareland,Water,Water,Water,Water,NULL,Wetland
1358,Bareland,Water,Water,Water,Water,NULL,Bareland
1359,Bareland,Water,Water,Water,Water,NULL,Water
1360,Bareland,Water,Water,Water,Water,NULL,Forest
1361,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
1362,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1363,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1364,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Cropland
1365,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1366,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1367,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1368,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Cropland
1369,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1370,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1371,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Bareland
1372,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1373,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1374,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1375,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
1376,Bareland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1377,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland
1378,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
1379,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1380,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Bareland
1381,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Water
1382,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1383,Bareland,Forest,Wetland,Water,Wetland,NULL,Grassland
1384,Bareland,Forest,Wetland,Water,Wetland,NULL,Wetland
1385,Bareland,Forest,Wetland,Water,Wetland,NULL,Bareland
1386,Bareland,Forest,Wetland,Water,Wetland,NULL,Water
1387,Bareland,Forest,Wetland,Water,Wetland,NULL,Forest
1388,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1389,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1390,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1391,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1392,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1393,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
1394,Water,NULL,NULL,Water,Non_Wetland,NULL,Water
1395,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1396,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1397,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1398,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1399,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1400,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
1401,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1402,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1403,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1404,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1405,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Cropland
1406,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1407,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1408,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1409,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1410,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1411,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1412,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1413,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1414,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1415,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1416,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
1417,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1418,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1419,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1420,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1421,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1422,Water,NULL,Grassland,Water,Non_Wetland,NULL,Cropland
1423,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1424,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
1425,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1426,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1427,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1428,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL
1429,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1430,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Cropland
1431,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1432,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1433,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland
1434,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland
1435,Water,NULL,Wetland,NULL,Wetland,NULL,Bareland
1436,Water,NULL,Wetland,NULL,Wetland,NULL,Water
1437,Water,NULL,Wetland,NULL,Wetland,NULL,Forest
1438,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL
1439,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1440,Water,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
1441,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1442,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1443,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water
1444,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1445,Water,NULL,Wetland,Water,Wetland,NULL,NULL
1446,Water,NULL,Wetland,Water,Wetland,NULL,Grassland
1447,Water,NULL,Wetland,Water,Wetland,NULL,Cropland
1448,Water,NULL,Wetland,Water,Wetland,NULL,Wetland
1449,Water,NULL,Wetland,Water,Wetland,NULL,Bareland
1450,Water,NULL,Wetland,Water,Wetland,NULL,Water
1451,Water,NULL,Wetland,Water,Wetland,NULL,Forest
1452,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1453,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1454,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water
1455,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1456,Water,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1457,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water
1458,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1459,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1460,Water,NULL,Water,NULL,Water,NULL,Grassland
1461,Water,NULL,Water,NULL,Water,NULL,Water
1462,Water,NULL,Water,NULL,Water,NULL,Forest
1463,Water,NULL,Water,Non_Water,Water,NULL,Grassland
1464,Water,NULL,Water,Non_Water,Water,NULL,Forest
1465,Water,NULL,Water,Water,Water,NULL,Grassland
1466,Water,NULL,Water,Water,Water,NULL,Wetland
1467,Water,NULL,Water,Water,Water,NULL,Bareland
1468,Water,NULL,Water,Water,Water,NULL,Water
1469,Water,NULL,Water,Water,Water,NULL,Forest
1470,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1471,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1472,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1473,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1474,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water
1475,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1476,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
1477,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
1478,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
1479,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1480,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1481,Water,NULL,Forest,Water,Non_Wetland,NULL,Water
1482,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
1483,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1484,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1485,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1486,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1487,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Forest
1488,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1489,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
1490,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1491,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
1492,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
1493,Water,Cropland,Wetland,NULL,Wetland,NULL,Grassland
1494,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland
1495,Water,Cropland,Wetland,NULL,Wetland,NULL,Forest
1496,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
1497,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
1498,Water,Cropland,Wetland,Water,Wetland,NULL,Grassland
1499,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland
1500,Water,Cropland,Wetland,Water,Wetland,NULL,Water
1501,Water,Cropland,Wetland,Water,Wetland,NULL,Forest
1502,Water,Cropland,Water,Water,Water,NULL,Grassland
1503,Water,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
1504,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1505,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1506,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1507,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1508,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1509,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1510,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1511,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1512,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1513,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1514,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1515,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1516,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1517,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1518,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1519,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1520,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1521,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1522,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
1523,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1524,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1525,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1526,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1527,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1528,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL
1529,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1530,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
