Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFV_M_R
708,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
709,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
710,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
711,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
712,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
713,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
714,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
715,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
716,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
717,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
718,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
719,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
720,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
721,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
722,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
723,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
724,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
725,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
726,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
727,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
728,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
729,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
730,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
731,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
732,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
733,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
734,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
735,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
736,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
737,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
738,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
739,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
740,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
741,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
742,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
743,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
744,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
745,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,NULL
746,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,NULL
747,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
748,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
749,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,NULL
750,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
751,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
752,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
753,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
754,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
755,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
756,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
757,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
758,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
759,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
760,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
761,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
762,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
763,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
764,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
765,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
766,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
767,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
768,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
769,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
770,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
771,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
772,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
773,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
774,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
775,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
776,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
777,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
778,Forest,Forest,Wetland,NULL,Wetland,Water,Water,NULL
779,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
780,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
781,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
782,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
783,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,NULL
784,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,NULL
785,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
786,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,NULL
787,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,NULL
788,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,NULL
789,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,NULL
790,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
791,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,NULL
792,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,NULL
793,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
794,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
795,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
796,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
797,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
798,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
799,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
800,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
801,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
802,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
803,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
804,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
805,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
806,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
807,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
808,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
809,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
810,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,NULL
811,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,NULL
812,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,NULL
813,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
814,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
815,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,NULL
816,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
817,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
818,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,NULL
819,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
820,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
821,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
822,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
823,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
824,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
825,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
826,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
827,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
828,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
829,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
830,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
831,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,NULL
832,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,NULL
833,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
834,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
835,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,NULL
836,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
837,Forest,Forest,Water,NULL,Water,NULL,Wetland,NULL
838,Forest,Forest,Water,NULL,Water,NULL,Water,NULL
839,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
840,Forest,Forest,Water,NULL,Water,Wetland,Bareland,NULL
841,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
842,Forest,Forest,Water,NULL,Water,Bareland,Wetland,NULL
843,Forest,Forest,Water,NULL,Water,Bareland,Water,NULL
844,Forest,Forest,Water,NULL,Water,Water,Wetland,NULL
845,Forest,Forest,Water,NULL,Water,Water,Water,NULL
846,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
847,Forest,Forest,Water,NULL,Water,Forest,Wetland,NULL
848,Forest,Forest,Water,NULL,Water,Forest,Water,NULL
849,Forest,Forest,Water,NULL,Water,Forest,Forest,NULL
850,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
851,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
852,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
853,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
854,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
855,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
856,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
857,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
858,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
859,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
860,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
861,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
862,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
863,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
864,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
865,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
866,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
867,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
868,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
869,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
870,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,NULL
871,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
872,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,NULL
873,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
874,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
875,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
876,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
877,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
878,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
879,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,NULL
880,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
