Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWB_M_R
3385,Wetland,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
3386,Wetland,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
3387,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
3388,Wetland,Forest,Wetland,NULL,Wetland,Forest,Bareland,NULL
3389,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
3390,Wetland,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
3391,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,NULL
3392,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,NULL
3393,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
3394,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Bareland,NULL
3395,Wetland,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
3396,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3397,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,NULL
3398,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
3399,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
3400,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
3401,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,NULL
3402,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
3403,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
3404,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
3405,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,NULL
3406,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Water,NULL
3407,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
3408,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,NULL
3409,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,NULL
3410,Wetland,Forest,Wetland,Water,Wetland,Forest,Bareland,NULL
3411,Wetland,Forest,Wetland,Water,Wetland,Forest,Water,NULL
3412,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
3413,Wetland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3414,Wetland,Forest,Water,NULL,Water,Forest,Forest,NULL
3415,Wetland,Forest,Water,Water,Water,Water,Water,NULL
3416,Wetland,Forest,Water,Water,Water,Forest,NULL,NULL
3417,Wetland,Forest,Water,Water,Water,Forest,Forest,NULL
3418,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3419,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3420,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
3421,Wetland,Forest,Forest,Water,Non_Wetland,Forest,Water,NULL
3422,Wetland,Forest,Forest,Water,Non_Wetland,Forest,Forest,NULL
3423,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3424,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3425,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3426,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3427,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3428,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3429,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3430,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3431,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3432,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3433,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3434,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3435,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3436,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3437,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
3438,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
3439,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3440,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
3441,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3442,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Water,NULL
3443,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
3444,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3445,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
3446,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,NULL
3447,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3448,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
3449,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
3450,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,NULL
3451,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
3452,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3453,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3454,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
3455,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3456,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3457,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3458,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3459,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3460,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3461,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
3462,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
3463,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
3464,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3465,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
3466,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
3467,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
3468,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3469,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3470,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3471,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
3472,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
3473,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
3474,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3475,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3476,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3477,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
3478,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
3479,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3480,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3481,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3482,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3483,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3484,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
3485,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3486,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3487,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3488,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3489,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
3490,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3491,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3492,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3493,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3494,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3495,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
3496,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
3497,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3498,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
3499,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3500,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
3501,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3502,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
3503,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
3504,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
3505,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3506,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
3507,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3508,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
3509,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
3510,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,NULL
3511,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3512,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
3513,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
3514,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
3515,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
3516,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
3517,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3518,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,NULL
3519,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
3520,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
3521,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,NULL
3522,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
3523,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,NULL
3524,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,NULL
3525,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,NULL
3526,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,NULL
3527,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
3528,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
3529,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,NULL
3530,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,NULL
3531,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,NULL
3532,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,NULL
3533,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
3534,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,NULL
3535,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
3536,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
3537,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
3538,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
3539,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
3540,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
3541,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
3542,Bareland,NULL,Wetland,NULL,Wetland,Built-up,Built-up,NULL
3543,Bareland,NULL,Wetland,NULL,Wetland,Built-up,Forest,NULL
3544,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
3545,Bareland,NULL,Wetland,NULL,Wetland,Forest,Bareland,NULL
3546,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,NULL
3547,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
3548,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,NULL
3549,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
3550,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,NULL
3551,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
3552,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
3553,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,NULL
3554,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Bareland,NULL
3555,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,NULL
3556,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
3557,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,NULL
3558,Bareland,NULL,Wetland,Water,Wetland,Water,Water,NULL
3559,Bareland,NULL,Wetland,Water,Wetland,Forest,Water,NULL
3560,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
3561,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3562,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
3563,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,NULL
3564,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
3565,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
3566,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
3567,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
3568,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
3569,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
3570,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,NULL
3571,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3572,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,NULL
3573,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
3574,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,NULL
3575,Bareland,NULL,Bareland,Water,Non_Wetland,Shrubland,Built-up,NULL
3576,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,NULL
3577,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Built-up,NULL
3578,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,NULL
3579,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,NULL
3580,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
3581,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
3582,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3583,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
3584,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3585,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
3586,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3587,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3588,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3589,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3590,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
3591,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
3592,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
3593,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,NULL
3594,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
3595,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,NULL
3596,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3597,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,NULL
3598,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,NULL
3599,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,NULL
3600,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,NULL
3601,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,NULL
3602,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Built-up,NULL
3603,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,NULL
3604,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Bareland,NULL
3605,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,NULL
3606,Bareland,NULL,Water,NULL,Water,Bareland,Water,NULL
3607,Bareland,NULL,Water,Non_Water,Water,Water,Water,NULL
3608,Bareland,NULL,Water,Water,Water,Bareland,Water,NULL
3609,Bareland,NULL,Water,Water,Water,Built-up,Built-up,NULL
3610,Bareland,NULL,Water,Water,Water,Water,Water,NULL
3611,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3612,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3613,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3614,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3615,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
3616,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3617,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3618,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3619,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3620,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
3621,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
3622,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3623,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3624,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3625,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
3626,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
3627,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3628,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3629,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3630,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3631,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3632,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
3633,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
3634,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
3635,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
3636,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
3637,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
3638,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3639,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Water,NULL
3640,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
3641,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3642,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3643,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
3644,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
3645,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3646,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,NULL
3647,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3648,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Water,NULL
3649,Bareland,NULL,Forest,Water,Non_Wetland,Built-up,Water,NULL
3650,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3651,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
3652,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3653,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
3654,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3655,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3656,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
3657,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3658,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
3659,Bareland,Cropland,Cropland,Water,Non_Wetland,Built-up,Built-up,NULL
3660,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3661,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3662,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3663,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
3664,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3665,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3666,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3667,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3668,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Bareland,NULL
3669,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3670,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3671,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3672,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3673,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
3674,Bareland,Wetland,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
3675,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3676,Bareland,Wetland,Cropland,Water,Non_Wetland,Water,Bareland,NULL
3677,Bareland,Wetland,Cropland,Water,Non_Wetland,Water,Water,NULL
3678,Bareland,Wetland,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
3679,Bareland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,NULL
3680,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,NULL
3681,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
3682,Bareland,Wetland,Wetland,NULL,Wetland,Water,Bareland,NULL
3683,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water,NULL
3684,Bareland,Wetland,Wetland,Water,Wetland,Shrubland,Water,NULL
3685,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,NULL
3686,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,NULL
3687,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
3688,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3689,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3690,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3691,Bareland,Wetland,Water,Water,Water,Grassland,Water,NULL
3692,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland,NULL
3693,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3694,Bareland,Bareland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3695,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3696,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3697,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
3698,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
3699,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3700,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
3701,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3702,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
3703,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3704,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Built-up,Built-up,NULL
3705,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
3706,Bareland,Bareland,NULL,Water,Non_Wetland,Built-up,Built-up,NULL
3707,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Bareland,NULL
3708,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3709,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3710,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3711,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3712,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3713,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
