Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXU_M_R
8010,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8011,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8012,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
8013,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8014,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8015,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
8016,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8017,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
8018,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8019,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8020,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8021,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8022,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8023,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8024,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8025,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8026,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8027,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8028,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8029,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8030,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8031,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8032,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8033,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8034,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8035,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8036,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
8037,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8038,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
8039,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
8040,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8041,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8042,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8043,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8044,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
8045,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8046,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8047,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8048,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8049,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8050,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8051,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8052,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8053,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8054,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8055,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8056,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8057,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8058,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8059,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
8060,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8061,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8062,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8063,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8064,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8065,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8066,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8067,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
8068,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
8069,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
8070,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8071,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8072,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
8073,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
8074,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8075,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
8076,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8077,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8078,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8079,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8080,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8081,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
8082,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8083,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8084,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
8085,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8086,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8087,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8088,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8089,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
8090,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
8091,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8092,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
8093,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
8094,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8095,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8096,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8097,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
8098,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8099,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
8100,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8101,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8102,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
8103,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8104,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8105,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8106,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8107,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8108,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
8109,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
8110,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
8111,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
8112,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
8113,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8114,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8115,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8116,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8117,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8118,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8119,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8120,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8121,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8122,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8123,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8124,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8125,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8126,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8127,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8128,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8129,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8130,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8131,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8132,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8133,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
8134,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
8135,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
8136,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8137,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
8138,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8139,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
8140,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
8141,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
8142,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
8143,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
8144,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
8145,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
8146,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8147,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
8148,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8149,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8150,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
8151,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8152,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
8153,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8154,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
8155,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8156,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
8157,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
8158,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8159,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
8160,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8161,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
8162,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8163,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8164,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8165,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8166,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8167,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8168,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8169,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8170,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8171,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8172,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8173,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8174,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8175,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8176,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8177,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8178,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8179,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8180,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8181,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8182,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8183,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
8184,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
8185,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8186,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
8187,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8188,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
8189,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
8190,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
8191,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
8192,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
8193,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
8194,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
8195,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
8196,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
8197,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
8198,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
8199,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
8200,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
8201,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
8202,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
8203,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
8204,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
8205,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8206,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
8207,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8208,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
8209,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
8210,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
8211,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
8212,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
8213,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
8214,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
8215,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
8216,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
8217,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
8218,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
8219,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
8220,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
8221,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
8222,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
8223,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
8224,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
8225,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
8226,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
8227,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8228,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
8229,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
8230,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8231,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
8232,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8233,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
8234,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
8235,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8236,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
8237,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
8238,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
8239,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
8240,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
8241,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
8242,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
8243,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
8244,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
8245,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8246,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
8247,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8248,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
8249,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
8250,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8251,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8252,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8253,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
8254,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8255,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
8256,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
8257,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
8258,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8259,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8260,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
8261,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
8262,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
8263,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
8264,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
8265,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
8266,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
8267,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
8268,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
8269,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
8270,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
8271,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
8272,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
8273,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
8274,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
8275,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
8276,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
8277,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
8278,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
8279,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
8280,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
8281,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
8282,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
8283,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
8284,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
8285,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
8286,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
8287,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
8288,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
8289,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
8290,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
8291,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
8292,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
8293,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
8294,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
8295,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
8296,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
8297,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
8298,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8299,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8300,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
8301,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
8302,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
8303,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
8304,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
8305,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8306,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
8307,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
8308,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8309,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
8310,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
8311,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
8312,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8313,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8314,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8315,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
8316,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
8317,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
8318,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8319,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
8320,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
8321,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8322,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8323,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8324,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8325,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8326,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8327,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8328,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
8329,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8330,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8331,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8332,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8333,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
8334,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8335,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8336,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8337,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
8338,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8339,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
8340,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8341,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
8342,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
8343,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
8344,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
