Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUE_M_R
11895,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
11896,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11897,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
11898,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
11899,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
11900,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
11901,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
11902,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
11903,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
11904,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
11905,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
11906,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11907,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11908,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11909,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
11910,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
11911,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11912,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
11913,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
11914,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
11915,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
11916,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
11917,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
11918,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
11919,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
11920,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
11921,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
11922,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
11923,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
11924,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
11925,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
11926,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
11927,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
11928,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
11929,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
11930,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
11931,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
11932,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
11933,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
11934,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
11935,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
11936,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
11937,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
11938,Water,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
11939,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
11940,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
11941,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
11942,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
11943,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
11944,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
11945,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
11946,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
11947,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
11948,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
11949,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
11950,Water,NULL,Wetland,Water,Wetland,Water,NULL,Forest
11951,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
11952,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
11953,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
11954,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
11955,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
11956,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
11957,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
11958,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
11959,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
11960,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
11961,Water,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
11962,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11963,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
11964,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
11965,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
11966,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
11967,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
11968,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
11969,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
11970,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
11971,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
11972,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
11973,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
11974,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
11975,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11976,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
11977,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
11978,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11979,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
11980,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
11981,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
11982,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
11983,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
11984,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
11985,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
11986,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11987,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
11988,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
11989,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
11990,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11991,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11992,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
11993,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11994,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11995,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
11996,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
11997,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
11998,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
11999,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
12000,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
12001,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
12002,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
12003,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
12004,Water,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
12005,Water,NULL,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
12006,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
12007,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
12008,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
12009,Water,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
12010,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
12011,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
12012,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
12013,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Forest
12014,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
12015,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
12016,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
12017,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
12018,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
12019,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
12020,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12021,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
12022,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
12023,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
12024,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12025,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
12026,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12027,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
12028,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
12029,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
12030,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
12031,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12032,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
12033,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
12034,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
12035,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
12036,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
12037,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
12038,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
12039,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
12040,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Water
12041,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
12042,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12043,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12044,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
12045,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
12046,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12047,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12048,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12049,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
12050,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12051,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
12052,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12053,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
12054,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
12055,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Water
12056,Water,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Forest
12057,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
12058,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Water
12059,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
12060,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
12061,Water,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12062,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
12063,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12064,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
12065,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12066,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
12067,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
12068,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
12069,Water,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
12070,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
12071,Water,NULL,Built-up,Water,Non_Wetland,NULL,Water,Forest
12072,Water,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
12073,Water,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
12074,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Forest
12075,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
12076,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
12077,Water,NULL,Water,NULL,Water,NULL,NULL,Water
12078,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
12079,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
12080,Water,NULL,Water,NULL,Water,NULL,Grassland,Water
12081,Water,NULL,Water,NULL,Water,NULL,Grassland,Forest
12082,Water,NULL,Water,NULL,Water,NULL,Wetland,Grassland
12083,Water,NULL,Water,NULL,Water,NULL,Wetland,Water
12084,Water,NULL,Water,NULL,Water,NULL,Wetland,Forest
12085,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
12086,Water,NULL,Water,NULL,Water,NULL,Water,Wetland
12087,Water,NULL,Water,NULL,Water,NULL,Water,Bareland
12088,Water,NULL,Water,NULL,Water,NULL,Water,Water
12089,Water,NULL,Water,NULL,Water,NULL,Water,Forest
12090,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
12091,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
12092,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
12093,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
12094,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
12095,Water,NULL,Water,NULL,Water,Bareland,NULL,Forest
12096,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
12097,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
12098,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
12099,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
12100,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
12101,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
12102,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
12103,Water,NULL,Water,NULL,Water,Water,NULL,Bareland
12104,Water,NULL,Water,NULL,Water,Water,NULL,Water
12105,Water,NULL,Water,NULL,Water,Water,NULL,Forest
12106,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
12107,Water,NULL,Water,NULL,Water,Water,Grassland,Water
12108,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
12109,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
12110,Water,NULL,Water,NULL,Water,Water,Wetland,Water
12111,Water,NULL,Water,NULL,Water,Water,Water,Grassland
12112,Water,NULL,Water,NULL,Water,Water,Water,Wetland
12113,Water,NULL,Water,NULL,Water,Water,Water,Bareland
12114,Water,NULL,Water,NULL,Water,Water,Water,Water
12115,Water,NULL,Water,NULL,Water,Water,Water,Forest
12116,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
12117,Water,NULL,Water,NULL,Water,Forest,NULL,Forest
12118,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
12119,Water,NULL,Water,NULL,Water,Forest,Wetland,Forest
12120,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
12121,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
12122,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
12123,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
12124,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Water
12125,Water,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
12126,Water,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
12127,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
12128,Water,NULL,Water,Non_Water,Water,NULL,Water,Wetland
12129,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
12130,Water,NULL,Water,Non_Water,Water,NULL,Water,Forest
12131,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
12132,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
12133,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
12134,Water,NULL,Water,Non_Water,Water,Water,NULL,Forest
12135,Water,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
12136,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
12137,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
12138,Water,NULL,Water,Non_Water,Water,Water,Wetland,Forest
12139,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
12140,Water,NULL,Water,Non_Water,Water,Water,Water,Water
12141,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
12142,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
12143,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
12144,Water,NULL,Water,Water,Water,NULL,NULL,Water
12145,Water,NULL,Water,Water,Water,NULL,NULL,Forest
12146,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
12147,Water,NULL,Water,Water,Water,NULL,Grassland,Water
12148,Water,NULL,Water,Water,Water,NULL,Grassland,Forest
12149,Water,NULL,Water,Water,Water,NULL,Wetland,Grassland
12150,Water,NULL,Water,Water,Water,NULL,Wetland,Wetland
12151,Water,NULL,Water,Water,Water,NULL,Wetland,Water
12152,Water,NULL,Water,Water,Water,NULL,Wetland,Forest
12153,Water,NULL,Water,Water,Water,NULL,Water,Grassland
12154,Water,NULL,Water,Water,Water,NULL,Water,Wetland
12155,Water,NULL,Water,Water,Water,NULL,Water,Bareland
12156,Water,NULL,Water,Water,Water,NULL,Water,Water
12157,Water,NULL,Water,Water,Water,NULL,Water,Forest
12158,Water,NULL,Water,Water,Water,NULL,Forest,Forest
12159,Water,NULL,Water,Water,Water,Grassland,NULL,Grassland
12160,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
12161,Water,NULL,Water,Water,Water,Grassland,Grassland,Forest
12162,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
12163,Water,NULL,Water,Water,Water,Wetland,NULL,Grassland
12164,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
12165,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
12166,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
12167,Water,NULL,Water,Water,Water,Bareland,NULL,Forest
12168,Water,NULL,Water,Water,Water,Bareland,Grassland,Forest
12169,Water,NULL,Water,Water,Water,Bareland,Wetland,Grassland
12170,Water,NULL,Water,Water,Water,Built-up,NULL,Forest
12171,Water,NULL,Water,Water,Water,Water,NULL,Grassland
12172,Water,NULL,Water,Water,Water,Water,NULL,Water
12173,Water,NULL,Water,Water,Water,Water,NULL,Forest
12174,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
12175,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
12176,Water,NULL,Water,Water,Water,Water,Grassland,Water
12177,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
12178,Water,NULL,Water,Water,Water,Water,Wetland,Water
12179,Water,NULL,Water,Water,Water,Water,Water,Grassland
12180,Water,NULL,Water,Water,Water,Water,Water,Wetland
12181,Water,NULL,Water,Water,Water,Water,Water,Bareland
12182,Water,NULL,Water,Water,Water,Water,Water,Water
12183,Water,NULL,Water,Water,Water,Water,Water,Forest
12184,Water,NULL,Water,Water,Water,Forest,NULL,Forest
12185,Water,NULL,Water,Water,Water,Forest,Grassland,Forest
12186,Water,NULL,Water,Water,Water,Forest,Wetland,Grassland
12187,Water,NULL,Water,Water,Water,Forest,Wetland,Wetland
12188,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12189,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
12190,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
12191,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
12192,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12193,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12194,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
12195,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
12196,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
12197,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12198,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12199,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
12200,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
12201,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12202,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
12203,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12204,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
12205,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
12206,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12207,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
12208,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12209,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12210,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12211,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12212,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12213,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12214,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12215,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12216,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
12217,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
12218,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12219,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12220,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12221,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12222,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12223,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
12224,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12225,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12226,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12227,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12228,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12229,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
12230,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
12231,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
12232,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12233,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
12234,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
12235,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
12236,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12237,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12238,Water,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Water
12239,Water,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12240,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
12241,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
12242,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
12243,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
12244,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
12245,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
12246,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
12247,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
12248,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
12249,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
12250,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
12251,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
12252,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
12253,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12254,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
12255,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12256,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12257,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12258,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
12259,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12260,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
12261,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
12262,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12263,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12264,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
12265,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
12266,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
12267,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
