Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MME_M_R
696,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
697,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
698,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
699,Bareland,Wetland,Water,NULL,Water,Grassland,Water,NULL
700,Bareland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
701,Bareland,Wetland,Water,NULL,Water,Wetland,Water,NULL
702,Bareland,Wetland,Water,NULL,Water,Water,Wetland,NULL
703,Bareland,Wetland,Water,NULL,Water,Water,Water,NULL
704,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
705,Bareland,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
706,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
707,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
708,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
709,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
710,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
711,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
712,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
713,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
714,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
715,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
716,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
717,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
718,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
719,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
720,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,NULL
721,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Wetland,NULL
722,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
723,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,NULL
724,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
725,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
726,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
727,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Forest,NULL
728,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
729,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
730,Bareland,Bareland,Wetland,NULL,Wetland,Forest,Wetland,NULL
731,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
732,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
733,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
734,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
735,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
736,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
737,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
738,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
739,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
740,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
741,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
742,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
743,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,NULL
744,Bareland,Bareland,Water,NULL,Water,Grassland,Wetland,NULL
745,Bareland,Bareland,Water,NULL,Water,Grassland,Water,NULL
746,Bareland,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
747,Bareland,Bareland,Water,NULL,Water,Wetland,Water,NULL
748,Bareland,Bareland,Water,NULL,Water,Water,Wetland,NULL
749,Bareland,Bareland,Water,NULL,Water,Water,Water,NULL
750,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
751,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
752,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
753,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
754,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
755,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
756,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
757,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
758,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
759,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
760,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
761,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
762,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
763,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
764,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
765,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
766,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
767,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
768,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
769,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
770,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
771,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
772,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
773,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
774,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
775,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
776,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
777,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
778,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
779,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,NULL
780,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
781,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
782,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
783,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
784,Bareland,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
785,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
786,Bareland,Water,Wetland,NULL,Wetland,Water,Water,NULL
787,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
788,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
789,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
790,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
791,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
792,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
793,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
794,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
795,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
796,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
797,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
798,Bareland,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
799,Bareland,Water,Water,NULL,Water,NULL,Water,NULL
800,Bareland,Water,Water,NULL,Water,Grassland,Wetland,NULL
801,Bareland,Water,Water,NULL,Water,Grassland,Water,NULL
802,Bareland,Water,Water,NULL,Water,Wetland,Wetland,NULL
803,Bareland,Water,Water,NULL,Water,Wetland,Water,NULL
804,Bareland,Water,Water,NULL,Water,Water,Grassland,NULL
805,Bareland,Water,Water,NULL,Water,Water,Wetland,NULL
806,Bareland,Water,Water,NULL,Water,Water,Water,NULL
807,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
808,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
809,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
810,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
811,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
812,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
813,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
814,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
815,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
816,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
817,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
818,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
819,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
820,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
821,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
822,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
823,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
824,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
825,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
826,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
827,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
828,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
829,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
830,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
831,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
832,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
833,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
834,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
835,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
836,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
837,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
838,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
839,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
840,Water,NULL,Water,NULL,Water,Grassland,Water,NULL
841,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
842,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
843,Water,NULL,Water,NULL,Water,Water,Grassland,NULL
844,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
845,Water,NULL,Water,NULL,Water,Water,Water,NULL
846,Water,NULL,Water,NULL,Water,Forest,Water,NULL
847,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
848,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
849,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
850,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
851,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
852,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
853,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
854,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
855,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
856,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
857,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
858,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
859,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
860,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
861,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
862,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
863,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
864,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
865,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
866,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
867,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
868,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
869,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
870,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
871,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
872,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
873,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
874,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
875,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
876,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
877,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
878,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
879,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
880,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
881,Water,Wetland,Water,NULL,Water,Grassland,Water,NULL
882,Water,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
883,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
884,Water,Wetland,Water,NULL,Water,Water,Wetland,NULL
885,Water,Wetland,Water,NULL,Water,Water,Water,NULL
886,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
887,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
888,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
889,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
890,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
891,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
892,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
893,Water,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
894,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
895,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
896,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
897,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
898,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
899,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
900,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
901,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Water,NULL
902,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,NULL
903,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
904,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
905,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
906,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
907,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
908,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
909,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
910,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
911,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
912,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
913,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,NULL
914,Water,Bareland,Water,NULL,Water,Grassland,Water,NULL
915,Water,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
916,Water,Bareland,Water,NULL,Water,Wetland,Water,NULL
917,Water,Bareland,Water,NULL,Water,Water,Wetland,NULL
918,Water,Bareland,Water,NULL,Water,Water,Water,NULL
919,Water,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
920,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
921,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
922,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,NULL
923,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
924,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
925,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
926,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,NULL
927,Water,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
928,Water,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
929,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
930,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
931,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
932,Water,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
933,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
934,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
935,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Water,NULL
936,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
937,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
938,Water,Built-up,Water,NULL,Water,Wetland,Wetland,NULL
939,Water,Built-up,Water,NULL,Water,Wetland,Water,NULL
940,Water,Built-up,Water,NULL,Water,Built-up,Water,NULL
941,Water,Built-up,Water,NULL,Water,Water,Water,NULL
942,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
943,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
944,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
945,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
946,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
947,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
948,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
949,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
950,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,NULL
951,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
952,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
953,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
954,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
955,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
956,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
957,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
958,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
959,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
960,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
961,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
962,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
963,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
964,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
965,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
966,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
967,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
968,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
969,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Water,NULL
970,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,NULL
971,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
972,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
973,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
974,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
975,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
976,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
977,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
978,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
979,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,NULL
980,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
981,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
982,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
983,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
984,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
985,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
986,Water,Water,Wetland,NULL,Wetland,Built-up,Wetland,NULL
987,Water,Water,Wetland,NULL,Wetland,Built-up,Water,NULL
988,Water,Water,Wetland,NULL,Wetland,Water,NULL,NULL
989,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
990,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
991,Water,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
992,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
993,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
994,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
995,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
996,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
997,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
998,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
999,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1000,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1001,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1002,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1003,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1004,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1005,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
1006,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
1007,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1008,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1009,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
1010,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1011,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1012,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
1013,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1014,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
1015,Water,Water,Water,NULL,Water,NULL,Wetland,NULL
1016,Water,Water,Water,NULL,Water,NULL,Water,NULL
1017,Water,Water,Water,NULL,Water,Grassland,Water,NULL
1018,Water,Water,Water,NULL,Water,Wetland,Grassland,NULL
1019,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
1020,Water,Water,Water,NULL,Water,Wetland,Bareland,NULL
1021,Water,Water,Water,NULL,Water,Wetland,Water,NULL
1022,Water,Water,Water,NULL,Water,Wetland,Forest,NULL
1023,Water,Water,Water,NULL,Water,Built-up,Water,NULL
1024,Water,Water,Water,NULL,Water,Water,NULL,NULL
1025,Water,Water,Water,NULL,Water,Water,Grassland,NULL
1026,Water,Water,Water,NULL,Water,Water,Wetland,NULL
1027,Water,Water,Water,NULL,Water,Water,Bareland,NULL
1028,Water,Water,Water,NULL,Water,Water,Water,NULL
1029,Water,Water,Water,NULL,Water,Water,Forest,NULL
1030,Water,Water,Water,NULL,Water,Forest,Wetland,NULL
1031,Water,Water,Water,NULL,Water,Forest,Water,NULL
1032,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1033,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
1034,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1035,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1036,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1037,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1038,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1039,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1040,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1041,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,NULL
1042,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
1043,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
1044,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1045,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
1046,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1047,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1048,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1049,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1050,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1051,Water,Forest,Wetland,NULL,Wetland,Water,Water,NULL
1052,Water,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
1053,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1054,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1055,Water,Forest,Water,NULL,Water,Wetland,Wetland,NULL
1056,Water,Forest,Water,NULL,Water,Wetland,Water,NULL
1057,Water,Forest,Water,NULL,Water,Water,Wetland,NULL
1058,Water,Forest,Water,NULL,Water,Water,Water,NULL
1059,Water,Forest,Water,NULL,Water,Water,Forest,NULL
1060,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
1061,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1062,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1063,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
