Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGC_M_R
4456,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4457,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4458,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4459,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Water
4460,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
4461,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
4462,Wetland,NULL,Water,NULL,Water,Water,Water,Water
4463,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
4464,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4465,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4466,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4467,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4468,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4469,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4470,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4471,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4472,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4473,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4474,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4475,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4476,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4477,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4478,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4479,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4480,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4481,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4482,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4483,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4484,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4485,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4486,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4487,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4488,Wetland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
4489,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4490,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4491,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4492,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
4493,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4494,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4495,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4496,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4497,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4498,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4499,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4500,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
4501,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4502,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4503,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
4504,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
4505,Wetland,Water,Water,Water,Water,NULL,Water,Water
4506,Wetland,Water,Water,Water,Water,Wetland,Water,Water
4507,Wetland,Water,Water,Water,Water,Water,Water,Water
4508,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4509,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4510,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4511,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4512,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4513,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4514,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4515,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4516,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4517,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4518,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
4519,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
4520,Wetland,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
4521,Wetland,Forest,Wetland,Water,Wetland,NULL,Water,Forest
4522,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4523,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4524,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4525,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4526,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4527,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4528,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4529,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4530,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4531,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4532,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4533,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4534,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4535,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4536,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4537,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4538,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4539,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4540,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4541,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4542,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4543,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4544,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4545,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
4546,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
4547,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4548,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4549,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4550,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4551,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
4552,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4553,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4554,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4555,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4556,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4557,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4558,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4559,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4560,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4561,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4562,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4563,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4564,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4565,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4566,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4567,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4568,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4569,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4570,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4571,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4572,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4573,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4574,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4575,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4576,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4577,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4578,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4579,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4580,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4581,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4582,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4583,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4584,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4585,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4586,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4587,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4588,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4589,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Bareland
4590,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
4591,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4592,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4593,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4594,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4595,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4596,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4597,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4598,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4599,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4600,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4601,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
4602,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4603,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4604,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Water,Grassland
4605,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4606,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4607,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4608,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4609,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
4610,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4611,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4612,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4613,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4614,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4615,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4616,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4617,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4618,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4619,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4620,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4621,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
4622,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4623,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
4624,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4625,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4626,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
4627,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4628,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
4629,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
4630,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4631,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4632,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4633,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4634,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4635,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4636,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4637,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4638,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
4639,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
4640,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4641,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4642,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
4643,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4644,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
4645,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4646,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4647,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4648,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4649,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
4650,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
4651,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
4652,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4653,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4654,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4655,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4656,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
4657,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4658,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
4659,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4660,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4661,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4662,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4663,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4664,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4665,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4666,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
4667,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4668,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
4669,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4670,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4671,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4672,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4673,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4674,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4675,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4676,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4677,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4678,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4679,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4680,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4681,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4682,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
4683,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4684,Bareland,NULL,Water,Water,Water,Water,Wetland,Wetland
4685,Bareland,NULL,Water,Water,Water,Water,Wetland,Water
4686,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4687,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4688,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4689,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4690,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4691,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4692,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4693,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4694,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4695,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4696,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4697,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4698,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4699,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4700,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4701,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4702,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4703,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
4704,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4705,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4706,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
4707,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4708,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4709,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4710,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
4711,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4712,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4713,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4714,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4715,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4716,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4717,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4718,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4719,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4720,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4721,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4722,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4723,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4724,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4725,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4726,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
4727,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4728,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4729,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4730,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4731,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4732,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4733,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4734,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4735,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4736,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4737,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4738,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4739,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4740,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4741,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4742,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4743,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4744,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4745,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4746,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4747,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4748,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4749,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4750,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4751,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4752,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4753,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4754,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4755,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4756,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4757,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4758,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4759,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4760,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4761,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4762,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4763,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4764,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4765,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4766,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4767,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
4768,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
4769,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4770,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4771,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4772,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4773,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4774,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4775,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4776,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4777,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4778,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
