Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLS_M_R
15352,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15353,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
15354,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
15355,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
15356,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
15357,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
15358,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
15359,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
15360,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
15361,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
15362,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
15363,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
15364,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
15365,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
15366,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
15367,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
15368,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
15369,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
15370,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
15371,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
15372,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
15373,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
15374,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
15375,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
15376,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15377,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
15378,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
15379,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
15380,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
15381,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
15382,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
15383,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
15384,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
15385,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
15386,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
15387,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
15388,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
15389,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
15390,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
15391,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
15392,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
15393,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
15394,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
15395,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
15396,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
15397,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
15398,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
15399,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
15400,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
15401,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
15402,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
15403,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
15404,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
15405,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
15406,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
15407,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
15408,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
15409,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
15410,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
15411,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
15412,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15413,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Built-up
15414,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
15415,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
15416,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
15417,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
15418,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
15419,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
15420,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
15421,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
15422,Forest,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
15423,Forest,Cropland,Water,NULL,Water,NULL,Grassland,Water
15424,Forest,Cropland,Water,NULL,Water,NULL,Water,Grassland
15425,Forest,Cropland,Water,NULL,Water,NULL,Water,Water
15426,Forest,Cropland,Water,NULL,Water,NULL,Water,Forest
15427,Forest,Cropland,Water,NULL,Water,NULL,Forest,Water
15428,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
15429,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
15430,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
15431,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Wetland
15432,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
15433,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
15434,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
15435,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
15436,Forest,Cropland,Water,NULL,Water,Water,NULL,Grassland
15437,Forest,Cropland,Water,NULL,Water,Water,NULL,Forest
15438,Forest,Cropland,Water,NULL,Water,Water,Wetland,Water
15439,Forest,Cropland,Water,NULL,Water,Water,Water,Wetland
15440,Forest,Cropland,Water,NULL,Water,Water,Water,Forest
15441,Forest,Cropland,Water,NULL,Water,Forest,NULL,Forest
15442,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
15443,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
15444,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
15445,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
15446,Forest,Cropland,Water,Non_Water,Water,Shrubland,NULL,Wetland
15447,Forest,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
15448,Forest,Cropland,Water,Non_Water,Water,Wetland,NULL,Forest
15449,Forest,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
15450,Forest,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
15451,Forest,Cropland,Water,Non_Water,Water,Water,NULL,Water
15452,Forest,Cropland,Water,Non_Water,Water,Water,NULL,Forest
15453,Forest,Cropland,Water,Non_Water,Water,Water,Wetland,Bareland
15454,Forest,Cropland,Water,Non_Water,Water,Water,Water,Bareland
15455,Forest,Cropland,Water,Non_Water,Water,Water,Water,Forest
15456,Forest,Cropland,Water,Non_Water,Water,Water,Forest,Water
15457,Forest,Cropland,Water,Non_Water,Water,Forest,NULL,Forest
15458,Forest,Cropland,Water,Non_Water,Water,Forest,Forest,Forest
15459,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
15460,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
15461,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
15462,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
15463,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
15464,Forest,Cropland,Water,Water,Water,NULL,Water,Grassland
15465,Forest,Cropland,Water,Water,Water,NULL,Water,Wetland
15466,Forest,Cropland,Water,Water,Water,NULL,Water,Bareland
15467,Forest,Cropland,Water,Water,Water,NULL,Water,Water
15468,Forest,Cropland,Water,Water,Water,NULL,Water,Forest
15469,Forest,Cropland,Water,Water,Water,NULL,Forest,Water
15470,Forest,Cropland,Water,Water,Water,NULL,Forest,Forest
15471,Forest,Cropland,Water,Water,Water,Grassland,NULL,Forest
15472,Forest,Cropland,Water,Water,Water,Wetland,NULL,Grassland
15473,Forest,Cropland,Water,Water,Water,Wetland,NULL,Wetland
15474,Forest,Cropland,Water,Water,Water,Wetland,NULL,Forest
15475,Forest,Cropland,Water,Water,Water,Built-up,NULL,Water
15476,Forest,Cropland,Water,Water,Water,Water,NULL,Wetland
15477,Forest,Cropland,Water,Water,Water,Water,NULL,Water
15478,Forest,Cropland,Water,Water,Water,Water,Water,Wetland
15479,Forest,Cropland,Water,Water,Water,Water,Water,Water
15480,Forest,Cropland,Water,Water,Water,Water,Forest,Water
15481,Forest,Cropland,Water,Water,Water,Forest,NULL,Grassland
15482,Forest,Cropland,Water,Water,Water,Forest,NULL,Wetland
15483,Forest,Cropland,Water,Water,Water,Forest,NULL,Forest
15484,Forest,Cropland,Water,Water,Water,Forest,Water,Wetland
15485,Forest,Cropland,Water,Water,Water,Forest,Water,Forest
15486,Forest,Cropland,Water,Water,Water,Forest,Forest,Wetland
15487,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15488,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15489,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
15490,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
15491,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
15492,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
15493,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
15494,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15495,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15496,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15497,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15498,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
15499,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
15500,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
15501,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15502,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
15503,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
15504,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
15505,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
15506,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
15507,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
15508,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
15509,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
15510,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
15511,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
15512,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
15513,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Water
15514,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15515,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
15516,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
15517,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
15518,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
15519,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
15520,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15521,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15522,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15523,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15524,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
15525,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
15526,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
15527,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15528,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
15529,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
15530,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15531,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15532,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
15533,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
15534,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
15535,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
15536,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
15537,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
15538,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
15539,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
15540,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
15541,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
15542,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
15543,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
15544,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
15545,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
15546,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
15547,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Water
15548,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
15549,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
15550,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
15551,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
15552,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
15553,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
15554,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
15555,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
15556,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
15557,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
15558,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
15559,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
15560,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
15561,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
15562,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
15563,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
15564,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
15565,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15566,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
15567,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
15568,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
15569,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
15570,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
15571,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
15572,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
15573,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
15574,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
15575,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
15576,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
15577,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
15578,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
15579,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
15580,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
15581,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15582,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
15583,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
15584,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
15585,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
15586,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
15587,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
15588,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
15589,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
15590,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
15591,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
15592,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
15593,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
15594,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
15595,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
15596,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
15597,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
15598,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
15599,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
15600,Forest,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
15601,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
15602,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
15603,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
15604,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Cropland
15605,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
15606,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
15607,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
15608,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
15609,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
15610,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
15611,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
15612,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
15613,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15614,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
15615,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
15616,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
15617,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
15618,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
15619,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
15620,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
15621,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
15622,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
15623,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
15624,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
15625,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
15626,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
15627,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Water
15628,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
15629,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
15630,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
15631,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
15632,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
15633,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15634,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
15635,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
15636,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
15637,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
15638,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
15639,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
15640,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
15641,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
15642,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15643,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15644,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
15645,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15646,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
15647,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15648,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Cropland
15649,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
15650,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Bareland
15651,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
15652,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
15653,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
15654,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
15655,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15656,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15657,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
15658,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
15659,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
15660,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
15661,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15662,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
15663,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
15664,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
15665,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
15666,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
15667,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Bareland
15668,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
15669,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
15670,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
15671,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
15672,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Forest,Water
15673,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
15674,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
15675,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
15676,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
15677,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
15678,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
15679,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
15680,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
15681,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
15682,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
15683,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
15684,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
15685,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
15686,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Water
15687,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Water,Wetland
15688,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Water,Forest
15689,Forest,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Forest
