Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R
14870,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
14871,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
14872,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
14873,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
14874,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
14875,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
14876,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
14877,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
14878,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
14879,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
14880,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
14881,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
14882,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,NULL
14883,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
14884,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Wetland
14885,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
14886,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
14887,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
14888,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
14889,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
14890,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Grassland
14891,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Cropland
14892,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Wetland
14893,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Grassland
14894,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Bareland
14895,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Water
14896,Water,Water,Wetland,Water,Wetland,NULL,Water,NULL
14897,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
14898,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
14899,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
14900,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
14901,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
14902,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
14903,Water,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
14904,Water,Water,Wetland,Water,Wetland,NULL,Forest,Wetland
14905,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
14906,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
14907,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
14908,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
14909,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
14910,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
14911,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
14912,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
14913,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
14914,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
14915,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
14916,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
14917,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Cropland
14918,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
14919,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
14920,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
14921,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
14922,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
14923,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
14924,Water,Water,Wetland,Water,Wetland,Grassland,Shrubland,Forest
14925,Water,Water,Wetland,Water,Wetland,Grassland,Water,Cropland
14926,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
14927,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
14928,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Grassland
14929,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Cropland
14930,Water,Water,Wetland,Water,Wetland,Cropland,Water,Cropland
14931,Water,Water,Wetland,Water,Wetland,Cropland,Water,Wetland
14932,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
14933,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Wetland
14934,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
14935,Water,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
14936,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
14937,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Wetland
14938,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
14939,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Cropland
14940,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
14941,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
14942,Water,Water,Wetland,Water,Wetland,Bareland,Water,Cropland
14943,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
14944,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
14945,Water,Water,Wetland,Water,Wetland,Bareland,Water,Built-up
14946,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
14947,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
14948,Water,Water,Wetland,Water,Wetland,Built-up,NULL,Water
14949,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
14950,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
14951,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
14952,Water,Water,Wetland,Water,Wetland,Water,NULL,NULL
14953,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
14954,Water,Water,Wetland,Water,Wetland,Water,NULL,Cropland
14955,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
14956,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
14957,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
14958,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
14959,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
14960,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
14961,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
14962,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
14963,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
14964,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
14965,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
14966,Water,Water,Wetland,Water,Wetland,Water,Bareland,Cropland
14967,Water,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
14968,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
14969,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
14970,Water,Water,Wetland,Water,Wetland,Water,Built-up,Grassland
14971,Water,Water,Wetland,Water,Wetland,Water,Built-up,Wetland
14972,Water,Water,Wetland,Water,Wetland,Water,Built-up,Bareland
14973,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
14974,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
14975,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
14976,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
14977,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
14978,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
14979,Water,Water,Wetland,Water,Wetland,Water,Water,Built-up
14980,Water,Water,Wetland,Water,Wetland,Water,Water,Water
14981,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
14982,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
14983,Water,Water,Wetland,Water,Wetland,Water,Forest,Cropland
14984,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
14985,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
14986,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
14987,Water,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
14988,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
14989,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,NULL
14990,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
14991,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Wetland
14992,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Water
14993,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
14994,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Wetland
14995,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
14996,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
14997,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
14998,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
14999,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
15000,Water,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
15001,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
15002,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
15003,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
15004,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
15005,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
15006,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
15007,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
15008,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
15009,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
15010,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
15011,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Wetland
15012,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
15013,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
15014,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
15015,Water,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Water
15016,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
15017,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
15018,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
15019,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15020,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
15021,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
15022,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
15023,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
15024,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
15025,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
15026,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
15027,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
15028,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
15029,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Water
15030,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland,Bareland
15031,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
15032,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
15033,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15034,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
15035,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
15036,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
15037,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
15038,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
15039,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
15040,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Water
15041,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
15042,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Cropland
15043,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
15044,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
15045,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
15046,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
15047,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
15048,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
15049,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15050,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
15051,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
15052,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
15053,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
15054,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
15055,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
15056,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
15057,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
15058,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
15059,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
15060,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Water
15061,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
15062,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15063,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15064,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Water
15065,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
15066,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
15067,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
15068,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
15069,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
15070,Water,Water,Built-up,NULL,Non_Wetland,Cropland,NULL,Wetland
15071,Water,Water,Built-up,NULL,Non_Wetland,Cropland,NULL,Water
15072,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
15073,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
15074,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
15075,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
15076,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
15077,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
15078,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
15079,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
15080,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
15081,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
15082,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
15083,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Water
15084,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
15085,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
15086,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
15087,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
15088,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Built-up
15089,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Water
15090,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
15091,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
15092,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
15093,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
15094,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Wetland
15095,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
15096,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
15097,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
15098,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
15099,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Built-up
15100,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
15101,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
15102,Water,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
15103,Water,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Wetland
15104,Water,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Water
15105,Water,Water,Built-up,NULL,Non_Wetland,Forest,Shrubland,Water
15106,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
15107,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
15108,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
15109,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,NULL
15110,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
15111,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest,Forest
15112,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15113,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Water
15114,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
15115,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
15116,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
15117,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
15118,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Shrubland,Water
15119,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
15120,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
15121,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
15122,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
15123,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
15124,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
15125,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Shrubland,NULL
15126,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
15127,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
15128,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Water
15129,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
15130,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
15131,Water,Water,Built-up,Water,Non_Wetland,Shrubland,NULL,Water
15132,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Grassland
15133,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Water
15134,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
15135,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Forest
15136,Water,Water,Built-up,Water,Non_Wetland,Bareland,Shrubland,NULL
15137,Water,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
15138,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
15139,Water,Water,Built-up,Water,Non_Wetland,Built-up,Bareland,Built-up
15140,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
15141,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
15142,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Grassland
15143,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
15144,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Wetland
15145,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Water
15146,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
15147,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
15148,Water,Water,Built-up,Water,Non_Wetland,Water,Water,NULL
15149,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
15150,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
15151,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Built-up
15152,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
15153,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
15154,Water,Water,Built-up,Water,Non_Wetland,Forest,NULL,Water
15155,Water,Water,Built-up,Water,Non_Wetland,Forest,Water,Water
15156,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
15157,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
15158,Water,Water,Water,NULL,Water,NULL,NULL,Water
15159,Water,Water,Water,NULL,Water,NULL,NULL,Forest
15160,Water,Water,Water,NULL,Water,NULL,Shrubland,Grassland
15161,Water,Water,Water,NULL,Water,NULL,Shrubland,Forest
15162,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
15163,Water,Water,Water,NULL,Water,NULL,Grassland,Water
15164,Water,Water,Water,NULL,Water,NULL,Built-up,Water
15165,Water,Water,Water,NULL,Water,NULL,Water,Grassland
15166,Water,Water,Water,NULL,Water,NULL,Water,Wetland
15167,Water,Water,Water,NULL,Water,NULL,Water,Water
15168,Water,Water,Water,NULL,Water,NULL,Water,Forest
15169,Water,Water,Water,NULL,Water,Shrubland,NULL,Forest
15170,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
15171,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
15172,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
15173,Water,Water,Water,NULL,Water,Shrubland,Water,NULL
15174,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
15175,Water,Water,Water,NULL,Water,Shrubland,Water,Wetland
15176,Water,Water,Water,NULL,Water,Shrubland,Water,Water
15177,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
15178,Water,Water,Water,NULL,Water,Grassland,Shrubland,Water
15179,Water,Water,Water,NULL,Water,Grassland,Water,Water
15180,Water,Water,Water,NULL,Water,Bareland,Shrubland,Water
15181,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
15182,Water,Water,Water,NULL,Water,Built-up,Water,Water
15183,Water,Water,Water,NULL,Water,Water,NULL,Grassland
15184,Water,Water,Water,NULL,Water,Water,NULL,Water
15185,Water,Water,Water,NULL,Water,Water,NULL,Forest
15186,Water,Water,Water,NULL,Water,Water,Shrubland,NULL
15187,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
15188,Water,Water,Water,NULL,Water,Water,Shrubland,Bareland
15189,Water,Water,Water,NULL,Water,Water,Shrubland,Water
15190,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
15191,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
15192,Water,Water,Water,NULL,Water,Water,Built-up,Grassland
15193,Water,Water,Water,NULL,Water,Water,Built-up,Water
15194,Water,Water,Water,NULL,Water,Water,Water,Grassland
15195,Water,Water,Water,NULL,Water,Water,Water,Cropland
15196,Water,Water,Water,NULL,Water,Water,Water,Wetland
15197,Water,Water,Water,NULL,Water,Water,Water,Bareland
15198,Water,Water,Water,NULL,Water,Water,Water,Built-up
15199,Water,Water,Water,NULL,Water,Water,Water,Water
15200,Water,Water,Water,NULL,Water,Water,Water,Forest
15201,Water,Water,Water,NULL,Water,Forest,NULL,Wetland
15202,Water,Water,Water,NULL,Water,Forest,NULL,Water
15203,Water,Water,Water,NULL,Water,Forest,NULL,Forest
15204,Water,Water,Water,NULL,Water,Forest,Shrubland,Grassland
15205,Water,Water,Water,NULL,Water,Forest,Shrubland,Wetland
15206,Water,Water,Water,NULL,Water,Forest,Shrubland,Water
15207,Water,Water,Water,NULL,Water,Forest,Shrubland,Forest
15208,Water,Water,Water,NULL,Water,Forest,Water,Wetland
15209,Water,Water,Water,NULL,Water,Forest,Water,Water
15210,Water,Water,Water,NULL,Water,Forest,Water,Forest
15211,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
15212,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
15213,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
15214,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
15215,Water,Water,Water,Non_Water,Water,NULL,Bareland,Grassland
15216,Water,Water,Water,Non_Water,Water,NULL,Built-up,Water
15217,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
15218,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
15219,Water,Water,Water,Non_Water,Water,NULL,Water,Water
15220,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
15221,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
15222,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
15223,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Forest
15224,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
15225,Water,Water,Water,Non_Water,Water,Shrubland,Water,Cropland
15226,Water,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
15227,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
15228,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
15229,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
15230,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
15231,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
15232,Water,Water,Water,Non_Water,Water,Built-up,Bareland,Wetland
15233,Water,Water,Water,Non_Water,Water,Built-up,Water,Wetland
15234,Water,Water,Water,Non_Water,Water,Built-up,Water,Water
15235,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
15236,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
15237,Water,Water,Water,Non_Water,Water,Water,NULL,Water
15238,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
15239,Water,Water,Water,Non_Water,Water,Water,Shrubland,NULL
15240,Water,Water,Water,Non_Water,Water,Water,Shrubland,Grassland
15241,Water,Water,Water,Non_Water,Water,Water,Shrubland,Wetland
15242,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
15243,Water,Water,Water,Non_Water,Water,Water,Shrubland,Forest
15244,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
15245,Water,Water,Water,Non_Water,Water,Water,Water,NULL
15246,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
15247,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
15248,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
15249,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
15250,Water,Water,Water,Non_Water,Water,Water,Water,Water
15251,Water,Water,Water,Non_Water,Water,Water,Water,Forest
15252,Water,Water,Water,Non_Water,Water,Water,Forest,Wetland
