Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUQ_M_R
735,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
736,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
737,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
738,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
739,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
740,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
741,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
742,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
743,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
744,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
745,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
746,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
747,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
748,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
749,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
750,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
751,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
752,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
753,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
754,Water,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
755,Water,Forest,Water,Water,Water,Bareland,Bareland,Forest
756,Water,Forest,Water,Water,Water,Bareland,Water,Forest
757,Water,Forest,Water,Water,Water,Water,Water,Water
758,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
759,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
760,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
761,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
762,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
763,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
764,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
765,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
766,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
767,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
768,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
769,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
770,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
771,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
772,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
773,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
774,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
775,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
776,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
777,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
778,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
779,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
780,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
781,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
782,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
783,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
784,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
785,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
786,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
787,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
788,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
789,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
790,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
791,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
792,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
793,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
794,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
795,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
796,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
797,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
798,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
799,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
800,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
801,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
802,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
803,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
804,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
805,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
806,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
807,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
808,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
809,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
810,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
811,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
812,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
813,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
814,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
815,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
816,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
817,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
818,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
819,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
820,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
821,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
822,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
823,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
824,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
825,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
826,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
827,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
828,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
829,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
830,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
831,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
832,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
833,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
834,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
835,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
836,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
837,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
838,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
839,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
840,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
841,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
842,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
843,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
844,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
845,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
846,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
847,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
848,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
849,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
850,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
851,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
852,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
853,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
854,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
855,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
856,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
857,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
858,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
859,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
860,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
861,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
862,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
863,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
864,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
865,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
866,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
867,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
868,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
869,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
870,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
871,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
872,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
873,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
874,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
875,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
876,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
877,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
878,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
879,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
880,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
881,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
882,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
883,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
884,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
885,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
886,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
887,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
888,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
889,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
890,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
891,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
892,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
893,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
894,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
895,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
896,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
897,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
898,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
899,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
900,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
901,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
902,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
903,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
904,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
905,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
906,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
907,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
908,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
909,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
910,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
911,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
912,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
913,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
914,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
915,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
916,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
917,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
918,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
919,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
920,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
921,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
922,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
923,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
924,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
925,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
926,Forest,NULL,Water,Water,Water,Bareland,Bareland,Water
927,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
928,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
929,Forest,NULL,Water,Water,Water,Water,Water,Wetland
930,Forest,NULL,Water,Water,Water,Water,Water,Forest
931,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
932,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
933,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
934,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
935,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
936,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
937,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
938,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
939,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
940,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
941,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
942,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
943,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
944,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
945,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
946,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
947,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
948,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
949,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
950,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
951,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
952,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
953,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
954,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
955,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
956,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
957,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
958,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
959,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
960,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
961,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
962,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
963,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
964,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
965,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
966,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
967,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
968,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
969,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
970,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
971,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
972,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
973,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
974,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
975,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
976,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
977,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
978,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
979,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
980,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
981,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
982,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
983,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
984,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
985,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
986,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
987,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
988,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
989,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
990,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
991,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
992,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
993,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
994,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
995,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
996,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
997,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
998,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
999,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1000,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1001,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1002,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1003,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1004,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1005,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1006,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1007,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1008,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1009,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1010,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1011,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1012,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1013,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1014,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1015,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1016,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1017,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1018,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1019,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1020,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1021,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1022,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1023,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1024,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1025,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1026,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
1027,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1028,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1029,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1030,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1031,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1032,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1033,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1034,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1035,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1036,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1037,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1038,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1039,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1040,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1041,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1042,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1043,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1044,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1045,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1046,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
1047,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1048,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1049,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1050,Forest,Wetland,Water,Water,Water,Water,Water,Water
1051,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1052,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1053,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1054,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1055,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1056,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1057,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1058,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1059,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1060,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1061,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1062,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1063,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1064,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1065,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1066,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1067,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1068,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1069,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1070,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1071,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1072,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1073,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1074,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1075,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1076,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1077,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1078,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1079,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1080,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1081,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1082,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
