Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKV_M_R
7813,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7814,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
7815,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7816,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7817,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
7818,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
7819,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
7820,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
7821,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
7822,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7823,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
7824,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
7825,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7826,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7827,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7828,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
7829,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
7830,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Water
7831,Water,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7832,Water,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
7833,Water,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
7834,Water,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
7835,Water,Built-up,Wetland,NULL,NULL,Grassland,Water,Grassland
7836,Water,Built-up,Wetland,NULL,NULL,Wetland,Bareland,Grassland
7837,Water,Built-up,Wetland,NULL,NULL,Wetland,Built-up,Grassland
7838,Water,Built-up,Wetland,NULL,NULL,Wetland,Built-up,Forest
7839,Water,Built-up,Wetland,NULL,NULL,Wetland,Water,Grassland
7840,Water,Built-up,Wetland,NULL,NULL,Wetland,Water,Wetland
7841,Water,Built-up,Wetland,NULL,NULL,Wetland,Water,Forest
7842,Water,Built-up,Wetland,NULL,NULL,Bareland,Bareland,Bareland
7843,Water,Built-up,Wetland,NULL,NULL,Bareland,Bareland,Water
7844,Water,Built-up,Wetland,NULL,NULL,Bareland,Built-up,Bareland
7845,Water,Built-up,Wetland,NULL,NULL,Bareland,Built-up,Forest
7846,Water,Built-up,Wetland,NULL,NULL,Bareland,Water,Wetland
7847,Water,Built-up,Wetland,NULL,NULL,Bareland,Water,Bareland
7848,Water,Built-up,Wetland,NULL,NULL,Bareland,Water,Forest
7849,Water,Built-up,Wetland,NULL,NULL,Built-up,Built-up,Grassland
7850,Water,Built-up,Wetland,NULL,NULL,Built-up,Water,Bareland
7851,Water,Built-up,Wetland,NULL,NULL,Built-up,Water,Built-up
7852,Water,Built-up,Wetland,NULL,NULL,Water,Bareland,Wetland
7853,Water,Built-up,Wetland,NULL,NULL,Water,Built-up,Grassland
7854,Water,Built-up,Wetland,NULL,NULL,Water,Water,Grassland
7855,Water,Built-up,Wetland,NULL,NULL,Water,Water,Wetland
7856,Water,Built-up,Wetland,NULL,NULL,Water,Water,Bareland
7857,Water,Built-up,Wetland,NULL,NULL,Water,Water,Water
7858,Water,Built-up,Wetland,NULL,NULL,Forest,Water,Wetland
7859,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
7860,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
7861,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
7862,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Wetland
7863,Water,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7864,Water,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
7865,Water,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
7866,Water,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
7867,Water,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
7868,Water,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
7869,Water,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Wetland
7870,Water,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Built-up
7871,Water,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
7872,Water,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Wetland
7873,Water,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7874,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7875,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7876,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
7877,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7878,Water,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
7879,Water,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
7880,Water,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
7881,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
7882,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
7883,Water,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7884,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
7885,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
7886,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
7887,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7888,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
7889,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
7890,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
7891,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
7892,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
7893,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
7894,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
7895,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Water
7896,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
7897,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
7898,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
7899,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
7900,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Water
7901,Water,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
7902,Water,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
7903,Water,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Built-up
7904,Water,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
7905,Water,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
7906,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
7907,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
7908,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
7909,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
7910,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
7911,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Water
7912,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Wetland
7913,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Wetland
7914,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Water
7915,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Grassland
7916,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Wetland
7917,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
7918,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
7919,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Wetland
7920,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Bareland
7921,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
7922,Water,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
7923,Water,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Wetland
7924,Water,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Wetland
7925,Water,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
7926,Water,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
7927,Water,Built-up,Wetland,NULL,Wetland,Forest,Water,Wetland
7928,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
7929,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
7930,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7931,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Wetland
7932,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Water
7933,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7934,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7935,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7936,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7937,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Wetland
7938,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Water
7939,Water,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
7940,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
7941,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7942,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7943,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
7944,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
7945,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7946,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
7947,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
7948,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
7949,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
7950,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7951,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7952,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7953,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7954,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7955,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7956,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7957,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
7958,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7959,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
7960,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7961,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
7962,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
7963,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
7964,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
7965,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
7966,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7967,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
7968,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7969,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7970,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7971,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
7972,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Water
7973,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Wetland
7974,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
7975,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
7976,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
7977,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Wetland
7978,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Wetland
7979,Water,Built-up,Water,NULL,NULL,Wetland,Water,Wetland
7980,Water,Built-up,Water,NULL,NULL,Wetland,Water,Forest
7981,Water,Built-up,Water,NULL,NULL,Bareland,Water,Wetland
7982,Water,Built-up,Water,NULL,NULL,Bareland,Water,Bareland
7983,Water,Built-up,Water,NULL,NULL,Water,Built-up,Water
7984,Water,Built-up,Water,NULL,NULL,Water,Water,Grassland
7985,Water,Built-up,Water,NULL,NULL,Water,Water,Wetland
7986,Water,Built-up,Water,NULL,NULL,Water,Water,Bareland
7987,Water,Built-up,Water,NULL,NULL,Water,Water,Water
7988,Water,Built-up,Water,NULL,Water,Grassland,Water,Grassland
7989,Water,Built-up,Water,NULL,Water,Wetland,Water,Grassland
7990,Water,Built-up,Water,NULL,Water,Wetland,Water,Wetland
7991,Water,Built-up,Water,NULL,Water,Water,Water,Grassland
7992,Water,Built-up,Water,NULL,Water,Forest,Water,Wetland
7993,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7994,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7995,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
7996,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7997,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7998,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7999,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8000,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8001,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8002,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
8003,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8004,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
8005,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
8006,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
8007,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8008,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
8009,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8010,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8011,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8012,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8013,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8014,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
8015,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
8016,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
8017,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
8018,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
8019,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
8020,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8021,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
8022,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8023,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Wetland
8024,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Water
8025,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
8026,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8027,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8028,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
8029,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8030,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
8031,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8032,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
8033,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8034,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
8035,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8036,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8037,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8038,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8039,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
8040,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8041,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8042,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
8043,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8044,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8045,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8046,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
8047,Water,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Wetland
8048,Water,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
8049,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8050,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
8051,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8052,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
8053,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
8054,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8055,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
8056,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8057,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
8058,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8059,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
8060,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
8061,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8062,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
8063,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
8064,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
8065,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
8066,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
8067,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
8068,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
8069,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
8070,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
8071,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
8072,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
8073,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
8074,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
8075,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8076,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8077,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
8078,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
8079,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8080,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
8081,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8082,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8083,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8084,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8085,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8086,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8087,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8088,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8089,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8090,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8091,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
8092,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8093,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8094,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8095,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Wetland
8096,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8097,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
8098,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
8099,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
8100,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8101,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
8102,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Wetland
8103,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
8104,Water,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
8105,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8106,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
8107,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
8108,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8109,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8110,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
8111,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
8112,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
8113,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8114,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
8115,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
8116,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8117,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
8118,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8119,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8120,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8121,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8122,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8123,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8124,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8125,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8126,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
8127,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
8128,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Water,Wetland
8129,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8130,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8131,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8132,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8133,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8134,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
8135,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8136,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
8137,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
8138,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
8139,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
8140,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8141,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
8142,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8143,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8144,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8145,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
8146,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8147,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8148,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8149,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8150,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8151,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8152,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Built-up,Water
8153,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
8154,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
8155,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
8156,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
8157,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
8158,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
