Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWK_M_R
2378,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2379,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2380,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2381,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2382,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2383,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2384,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2385,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2386,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2387,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2388,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2389,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2390,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2391,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2392,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2393,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2394,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2395,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2396,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2397,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2398,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2399,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2400,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2401,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2402,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2403,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2404,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2405,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2406,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2407,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2408,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2409,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2410,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2411,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2412,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2413,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2414,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2415,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2416,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2417,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2418,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2419,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2420,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2421,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
2422,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2423,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2424,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2425,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2426,Water,Forest,Water,Water,Water,NULL,NULL,Water
2427,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2428,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2429,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2430,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2431,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2432,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2433,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2434,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2435,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2436,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2437,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2438,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2439,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2440,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2441,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2442,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2443,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2444,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2445,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2446,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2447,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2448,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2449,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2450,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2451,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2452,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2453,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2454,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2455,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2456,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2457,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2458,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2459,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2460,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2461,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
2462,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
2463,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
2464,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2465,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2466,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2467,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2468,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2469,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2470,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2471,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2472,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2473,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2474,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2475,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2476,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2477,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2478,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2479,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2480,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2481,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2482,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2483,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2484,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2485,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2486,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2487,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2488,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2489,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2490,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2491,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2492,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2493,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2494,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2495,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2496,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
2497,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
2498,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
2499,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
2500,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
2501,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2502,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2503,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2504,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2505,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2506,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2507,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2508,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2509,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2510,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2511,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2512,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2513,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2514,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Grassland
2515,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
2516,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2517,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2518,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2519,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2520,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2521,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2522,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2523,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2524,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2525,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2526,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2527,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2528,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2529,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2530,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2531,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2532,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2533,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2534,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2535,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2536,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2537,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2538,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2539,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2540,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2541,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2542,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2543,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2544,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2545,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2546,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2547,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2548,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2549,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2550,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2551,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2552,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2553,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2554,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2555,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2556,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2557,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2558,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2559,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2560,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2561,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2562,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2563,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2564,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2565,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2566,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2567,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2568,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2569,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2570,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2571,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2572,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2573,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2574,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2575,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2576,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2577,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2578,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2579,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2580,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2581,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2582,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2583,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
2584,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2585,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2586,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2587,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2588,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2589,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2590,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2591,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2592,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2593,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2594,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2595,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2596,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2597,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2598,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2599,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2600,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2601,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2602,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2603,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2604,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2605,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2606,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2607,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2608,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2609,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2610,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2611,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2612,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2613,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2614,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2615,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2616,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2617,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2618,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2619,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2620,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
2621,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2622,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2623,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2624,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2625,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2626,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2627,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2628,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2629,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2630,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2631,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2632,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2633,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2634,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2635,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2636,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2637,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2638,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2639,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2640,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2641,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2642,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2643,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2644,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2645,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2646,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2647,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2648,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2649,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2650,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2651,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2652,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2653,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2654,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2655,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2656,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2657,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2658,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2659,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2660,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2661,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2662,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2663,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2664,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2665,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2666,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2667,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2668,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2669,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2670,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2671,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2672,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2673,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2674,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2675,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2676,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2677,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2678,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2679,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2680,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2681,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2682,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2683,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2684,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2685,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2686,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2687,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2688,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2689,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2690,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2691,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2692,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2693,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2694,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2695,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2696,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2697,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2698,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2699,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2700,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2701,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2702,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2703,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2704,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2705,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2706,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2707,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2708,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
