Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R
863,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
864,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
865,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
866,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
867,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
868,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland
869,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
870,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
871,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
872,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
873,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
874,Bareland,Bareland,Water,Non_Water,NULL,Water
875,Bareland,Bareland,Water,Non_Water,Water,Grassland
876,Bareland,Bareland,Water,Non_Water,Water,Wetland
877,Bareland,Bareland,Water,Non_Water,Water,Bareland
878,Bareland,Bareland,Water,Water,NULL,Water
879,Bareland,Bareland,Water,Water,NULL,Forest
880,Bareland,Bareland,Water,Water,Water,Wetland
881,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
882,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
883,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
884,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
885,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
886,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
887,Bareland,Built-up,Wetland,Non_Water,Wetland,Built-up
888,Bareland,Built-up,Wetland,Water,Wetland,Built-up
889,Bareland,Built-up,Wetland,Water,Wetland,Water
890,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
891,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
892,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
893,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
894,Bareland,Built-up,Built-up,NULL,Non_Wetland,Wetland
895,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
896,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
897,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
898,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
899,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
900,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
901,Bareland,Water,NULL,Water,Non_Wetland,Bareland
902,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
903,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
904,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
905,Bareland,Water,Shrubland,Water,Non_Wetland,Water
906,Bareland,Water,Wetland,NULL,Wetland,Wetland
907,Bareland,Water,Wetland,NULL,Wetland,Water
908,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
909,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
910,Bareland,Water,Wetland,Non_Water,Wetland,Water
911,Bareland,Water,Wetland,Water,NULL,Water
912,Bareland,Water,Wetland,Water,Wetland,Water
913,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
914,Bareland,Water,Bareland,Water,Non_Wetland,Water
915,Bareland,Water,Bareland,Water,Non_Wetland,Forest
916,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
917,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
918,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
919,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
920,Bareland,Water,Built-up,Non_Water,Non_Wetland,Built-up
921,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
922,Bareland,Water,Built-up,Non_Water,Non_Wetland,Forest
923,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
924,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
925,Bareland,Water,Built-up,Water,Non_Wetland,Water
926,Bareland,Water,Water,NULL,Water,Water
927,Bareland,Water,Water,Non_Water,NULL,Water
928,Bareland,Water,Water,Non_Water,Water,Water
929,Bareland,Water,Water,Water,NULL,Bareland
930,Bareland,Water,Water,Water,NULL,Water
931,Bareland,Water,Water,Water,Water,Water
932,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
933,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
934,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
935,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
936,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
937,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland
938,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
939,Bareland,Forest,Wetland,NULL,Wetland,Grassland
940,Bareland,Forest,Wetland,NULL,Wetland,Wetland
941,Bareland,Forest,Wetland,NULL,Wetland,Forest
942,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland
943,Bareland,Forest,Wetland,Non_Water,Wetland,Water
944,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
945,Bareland,Forest,Built-up,NULL,Non_Wetland,Wetland
946,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
947,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
948,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
949,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
950,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
951,Bareland,Forest,Forest,Non_Water,Non_Wetland,Wetland
952,Water,NULL,NULL,NULL,Non_Wetland,NULL
953,Water,NULL,NULL,NULL,Non_Wetland,Grassland
954,Water,NULL,NULL,NULL,Non_Wetland,Wetland
955,Water,NULL,NULL,NULL,Non_Wetland,Water
956,Water,NULL,NULL,NULL,Non_Wetland,Forest
957,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
958,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
959,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
960,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
961,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
962,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
963,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
964,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
965,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
966,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
967,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
968,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
969,Water,NULL,Grassland,NULL,Non_Wetland,NULL
970,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
971,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
972,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
973,Water,NULL,Grassland,NULL,Non_Wetland,Forest
974,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
975,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
976,Water,NULL,Grassland,Water,Non_Wetland,Wetland
977,Water,NULL,Cropland,NULL,Non_Wetland,NULL
978,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
979,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
980,Water,NULL,Cropland,NULL,Non_Wetland,Forest
981,Water,NULL,Wetland,NULL,Wetland,Grassland
982,Water,NULL,Wetland,NULL,Wetland,Wetland
983,Water,NULL,Wetland,NULL,Wetland,Water
984,Water,NULL,Wetland,NULL,Wetland,Forest
985,Water,NULL,Wetland,Non_Water,Wetland,Grassland
986,Water,NULL,Wetland,Non_Water,Wetland,Wetland
987,Water,NULL,Wetland,Non_Water,Wetland,Water
988,Water,NULL,Wetland,Non_Water,Wetland,Forest
989,Water,NULL,Wetland,Water,NULL,Water
990,Water,NULL,Wetland,Water,Wetland,Grassland
991,Water,NULL,Wetland,Water,Wetland,Wetland
992,Water,NULL,Wetland,Water,Wetland,Water
993,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
994,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
995,Water,NULL,Bareland,Water,Non_Wetland,Wetland
996,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
997,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
998,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
999,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1000,Water,NULL,Built-up,NULL,Non_Wetland,Water
1001,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1002,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1003,Water,NULL,Built-up,Non_Water,Non_Wetland,Water
1004,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
1005,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1006,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1007,Water,NULL,Water,NULL,Water,Wetland
1008,Water,NULL,Water,NULL,Water,Water
1009,Water,NULL,Water,Non_Water,NULL,Forest
1010,Water,NULL,Water,Non_Water,Water,Wetland
1011,Water,NULL,Water,Water,NULL,Grassland
1012,Water,NULL,Water,Water,NULL,Water
1013,Water,NULL,Water,Water,Water,Wetland
1014,Water,NULL,Water,Water,Water,Water
1015,Water,NULL,Forest,NULL,Non_Wetland,NULL
1016,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1017,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1018,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1019,Water,NULL,Forest,NULL,Non_Wetland,Water
1020,Water,NULL,Forest,NULL,Non_Wetland,Forest
1021,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1022,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1023,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1024,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1025,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1026,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1027,Water,Wetland,Wetland,NULL,Wetland,Wetland
1028,Water,Wetland,Wetland,NULL,Wetland,Water
1029,Water,Wetland,Wetland,NULL,Wetland,Forest
1030,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1031,Water,Wetland,Wetland,Non_Water,Wetland,Water
1032,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1033,Water,Wetland,Wetland,Water,Wetland,Wetland
1034,Water,Wetland,Wetland,Water,Wetland,Water
1035,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1036,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1037,Water,Wetland,Water,NULL,Water,Wetland
1038,Water,Wetland,Water,NULL,Water,Water
1039,Water,Wetland,Water,Non_Water,Water,Wetland
1040,Water,Wetland,Water,Non_Water,Water,Water
1041,Water,Wetland,Water,Water,Water,Wetland
1042,Water,Wetland,Water,Water,Water,Water
1043,Water,Wetland,Water,Water,Water,Forest
1044,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1045,Water,Wetland,Forest,Water,Non_Wetland,Water
1046,Water,Bareland,NULL,Water,Non_Wetland,Water
1047,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1048,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1049,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1050,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1051,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1052,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1053,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
1054,Water,Bareland,Grassland,Water,Non_Wetland,Water
1055,Water,Bareland,Wetland,NULL,Wetland,Wetland
1056,Water,Bareland,Wetland,NULL,Wetland,Water
1057,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1058,Water,Bareland,Wetland,Non_Water,Wetland,Water
1059,Water,Bareland,Wetland,Water,Wetland,Wetland
1060,Water,Bareland,Wetland,Water,Wetland,Water
1061,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1062,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1063,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1064,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1065,Water,Bareland,Water,Non_Water,NULL,Bareland
1066,Water,Bareland,Water,Non_Water,Water,Wetland
1067,Water,Bareland,Water,Water,Water,Water
1068,Water,Bareland,Forest,Water,Non_Wetland,Water
1069,Water,Built-up,NULL,Non_Water,Non_Wetland,Grassland
1070,Water,Built-up,NULL,Water,Non_Wetland,Grassland
1071,Water,Built-up,NULL,Water,Non_Wetland,Water
1072,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1073,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1074,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1075,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1076,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1077,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1078,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1079,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
1080,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water
1081,Water,Built-up,Wetland,NULL,Wetland,Water
1082,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
1083,Water,Built-up,Wetland,Non_Water,Wetland,Wetland
1084,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
1085,Water,Built-up,Wetland,Non_Water,Wetland,Built-up
1086,Water,Built-up,Wetland,Non_Water,Wetland,Water
1087,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1088,Water,Built-up,Wetland,Water,Wetland,Wetland
1089,Water,Built-up,Wetland,Water,Wetland,Built-up
1090,Water,Built-up,Wetland,Water,Wetland,Water
1091,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1092,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1093,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1094,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1095,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1096,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water
1097,Water,Built-up,Built-up,Water,Non_Wetland,Grassland
1098,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
1099,Water,Built-up,Built-up,Water,Non_Wetland,Built-up
1100,Water,Built-up,Built-up,Water,Non_Wetland,Water
1101,Water,Built-up,Water,Non_Water,Water,Grassland
1102,Water,Built-up,Water,Non_Water,Water,Water
1103,Water,Built-up,Water,Water,NULL,Water
1104,Water,Built-up,Water,Water,Water,Water
1105,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1106,Water,Built-up,Forest,NULL,Non_Wetland,Water
1107,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1108,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1109,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1110,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1111,Water,Water,NULL,NULL,Non_Wetland,Grassland
1112,Water,Water,NULL,NULL,Non_Wetland,Wetland
1113,Water,Water,NULL,NULL,Non_Wetland,Bareland
1114,Water,Water,NULL,NULL,Non_Wetland,Water
1115,Water,Water,NULL,NULL,Non_Wetland,Forest
1116,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1117,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1118,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1119,Water,Water,NULL,Non_Water,Non_Wetland,Built-up
1120,Water,Water,NULL,Non_Water,Non_Wetland,Water
1121,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1122,Water,Water,NULL,Water,Non_Wetland,Grassland
1123,Water,Water,NULL,Water,Non_Wetland,Wetland
1124,Water,Water,NULL,Water,Non_Wetland,Bareland
1125,Water,Water,NULL,Water,Non_Wetland,Water
1126,Water,Water,NULL,Water,Non_Wetland,Forest
1127,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1128,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1129,Water,Water,Shrubland,NULL,Non_Wetland,Water
1130,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1131,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1132,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1133,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1134,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1135,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1136,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1137,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1138,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1139,Water,Water,Shrubland,Water,Non_Wetland,Water
1140,Water,Water,Shrubland,Water,Non_Wetland,Forest
1141,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1142,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1143,Water,Water,Grassland,NULL,Non_Wetland,Water
1144,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1145,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1146,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1147,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1148,Water,Water,Grassland,Water,Non_Wetland,Wetland
1149,Water,Water,Grassland,Water,Non_Wetland,Water
1150,Water,Water,Cropland,NULL,Non_Wetland,Water
1151,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1152,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1153,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1154,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1155,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1156,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1157,Water,Water,Cropland,Water,Non_Wetland,Grassland
1158,Water,Water,Cropland,Water,Non_Wetland,Water
1159,Water,Water,Cropland,Water,Non_Wetland,Forest
1160,Water,Water,Wetland,NULL,NULL,Water
1161,Water,Water,Wetland,NULL,NULL,Forest
1162,Water,Water,Wetland,NULL,Wetland,Grassland
1163,Water,Water,Wetland,NULL,Wetland,Wetland
1164,Water,Water,Wetland,NULL,Wetland,Bareland
1165,Water,Water,Wetland,NULL,Wetland,Water
1166,Water,Water,Wetland,NULL,Wetland,Forest
1167,Water,Water,Wetland,Non_Water,NULL,Wetland
1168,Water,Water,Wetland,Non_Water,NULL,Built-up
1169,Water,Water,Wetland,Non_Water,NULL,Water
1170,Water,Water,Wetland,Non_Water,NULL,Forest
1171,Water,Water,Wetland,Non_Water,Wetland,Grassland
1172,Water,Water,Wetland,Non_Water,Wetland,Wetland
1173,Water,Water,Wetland,Non_Water,Wetland,Bareland
1174,Water,Water,Wetland,Non_Water,Wetland,Built-up
1175,Water,Water,Wetland,Non_Water,Wetland,Water
1176,Water,Water,Wetland,Non_Water,Wetland,Forest
1177,Water,Water,Wetland,Water,NULL,Wetland
1178,Water,Water,Wetland,Water,NULL,Bareland
1179,Water,Water,Wetland,Water,NULL,Built-up
1180,Water,Water,Wetland,Water,NULL,Water
1181,Water,Water,Wetland,Water,NULL,Forest
1182,Water,Water,Wetland,Water,Wetland,Grassland
1183,Water,Water,Wetland,Water,Wetland,Wetland
1184,Water,Water,Wetland,Water,Wetland,Bareland
1185,Water,Water,Wetland,Water,Wetland,Built-up
1186,Water,Water,Wetland,Water,Wetland,Water
1187,Water,Water,Wetland,Water,Wetland,Forest
1188,Water,Water,Bareland,NULL,Non_Wetland,Water
1189,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1190,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1191,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1192,Water,Water,Bareland,Water,Non_Wetland,Grassland
1193,Water,Water,Bareland,Water,Non_Wetland,Water
1194,Water,Water,Built-up,NULL,Non_Wetland,NULL
1195,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1196,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1197,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1198,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1199,Water,Water,Built-up,NULL,Non_Wetland,Water
1200,Water,Water,Built-up,NULL,Non_Wetland,Forest
1201,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1202,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1203,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1204,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up
1205,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1206,Water,Water,Built-up,Water,Non_Wetland,Grassland
1207,Water,Water,Built-up,Water,Non_Wetland,Wetland
1208,Water,Water,Built-up,Water,Non_Wetland,Bareland
1209,Water,Water,Built-up,Water,Non_Wetland,Built-up
1210,Water,Water,Built-up,Water,Non_Wetland,Water
1211,Water,Water,Built-up,Water,Non_Wetland,Forest
1212,Water,Water,Water,NULL,NULL,NULL
1213,Water,Water,Water,NULL,NULL,Wetland
1214,Water,Water,Water,NULL,NULL,Water
1215,Water,Water,Water,NULL,NULL,Forest
1216,Water,Water,Water,NULL,Water,Grassland
1217,Water,Water,Water,NULL,Water,Wetland
1218,Water,Water,Water,NULL,Water,Water
1219,Water,Water,Water,NULL,Water,Forest
1220,Water,Water,Water,Non_Water,NULL,Grassland
1221,Water,Water,Water,Non_Water,NULL,Wetland
1222,Water,Water,Water,Non_Water,NULL,Water
1223,Water,Water,Water,Non_Water,NULL,Forest
1224,Water,Water,Water,Non_Water,Water,Grassland
1225,Water,Water,Water,Non_Water,Water,Wetland
1226,Water,Water,Water,Non_Water,Water,Built-up
1227,Water,Water,Water,Non_Water,Water,Water
1228,Water,Water,Water,Non_Water,Water,Forest
1229,Water,Water,Water,Water,NULL,Grassland
1230,Water,Water,Water,Water,NULL,Wetland
1231,Water,Water,Water,Water,NULL,Bareland
1232,Water,Water,Water,Water,NULL,Water
1233,Water,Water,Water,Water,NULL,Forest
1234,Water,Water,Water,Water,Water,NULL
1235,Water,Water,Water,Water,Water,Grassland
1236,Water,Water,Water,Water,Water,Wetland
1237,Water,Water,Water,Water,Water,Bareland
1238,Water,Water,Water,Water,Water,Water
1239,Water,Water,Water,Water,Water,Forest
1240,Water,Water,Forest,NULL,Non_Wetland,Grassland
1241,Water,Water,Forest,NULL,Non_Wetland,Wetland
1242,Water,Water,Forest,NULL,Non_Wetland,Bareland
1243,Water,Water,Forest,NULL,Non_Wetland,Built-up
1244,Water,Water,Forest,NULL,Non_Wetland,Water
1245,Water,Water,Forest,NULL,Non_Wetland,Forest
1246,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1247,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1248,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1249,Water,Water,Forest,Non_Water,Non_Wetland,Water
1250,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1251,Water,Water,Forest,Water,Non_Wetland,Wetland
1252,Water,Water,Forest,Water,Non_Wetland,Bareland
1253,Water,Water,Forest,Water,Non_Wetland,Water
1254,Water,Water,Forest,Water,Non_Wetland,Forest
1255,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1256,Water,Forest,NULL,NULL,Non_Wetland,Forest
1257,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
1258,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1259,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1260,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1261,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1262,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1263,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1264,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1265,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1266,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1267,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
1268,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1269,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1270,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1271,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1272,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1273,Water,Forest,Cropland,Non_Water,Non_Wetland,Water
1274,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1275,Water,Forest,Wetland,NULL,NULL,Forest
1276,Water,Forest,Wetland,NULL,Wetland,Grassland
1277,Water,Forest,Wetland,NULL,Wetland,Wetland
1278,Water,Forest,Wetland,NULL,Wetland,Bareland
1279,Water,Forest,Wetland,NULL,Wetland,Water
1280,Water,Forest,Wetland,NULL,Wetland,Forest
1281,Water,Forest,Wetland,Non_Water,NULL,Water
1282,Water,Forest,Wetland,Non_Water,NULL,Forest
1283,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1284,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1285,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1286,Water,Forest,Wetland,Non_Water,Wetland,Water
1287,Water,Forest,Wetland,Non_Water,Wetland,Forest
1288,Water,Forest,Wetland,Water,NULL,Wetland
1289,Water,Forest,Wetland,Water,Wetland,Grassland
1290,Water,Forest,Wetland,Water,Wetland,Wetland
1291,Water,Forest,Wetland,Water,Wetland,Water
1292,Water,Forest,Wetland,Water,Wetland,Forest
1293,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1294,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1295,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1296,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1297,Water,Forest,Built-up,NULL,Non_Wetland,Wetland
1298,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
1299,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
1300,Water,Forest,Built-up,NULL,Non_Wetland,Water
1301,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1302,Water,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1303,Water,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1304,Water,Forest,Built-up,Non_Water,Non_Wetland,Forest
1305,Water,Forest,Water,NULL,NULL,Forest
1306,Water,Forest,Water,NULL,Water,Wetland
1307,Water,Forest,Water,NULL,Water,Bareland
1308,Water,Forest,Water,NULL,Water,Forest
1309,Water,Forest,Water,Non_Water,NULL,Water
1310,Water,Forest,Water,Non_Water,NULL,Forest
1311,Water,Forest,Water,Non_Water,Water,Grassland
1312,Water,Forest,Water,Non_Water,Water,Wetland
1313,Water,Forest,Water,Non_Water,Water,Water
1314,Water,Forest,Water,Non_Water,Water,Forest
1315,Water,Forest,Water,Water,NULL,Wetland
1316,Water,Forest,Water,Water,NULL,Water
1317,Water,Forest,Water,Water,NULL,Forest
1318,Water,Forest,Water,Water,Water,Wetland
1319,Water,Forest,Water,Water,Water,Bareland
1320,Water,Forest,Water,Water,Water,Water
1321,Water,Forest,Water,Water,Water,Forest
1322,Water,Forest,Forest,NULL,Non_Wetland,NULL
1323,Water,Forest,Forest,NULL,Non_Wetland,Grassland
