Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKF_M_R
1546,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1547,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1548,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1549,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1550,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1551,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1552,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1553,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1554,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1555,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1556,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1557,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1558,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1559,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1560,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1561,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1562,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1563,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1564,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1565,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1566,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1567,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1568,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1569,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1570,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1571,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1572,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1573,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1574,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1575,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1576,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1577,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1578,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1579,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1580,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1581,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1582,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1583,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1584,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1585,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1586,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1587,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1588,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1589,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1590,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1591,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1592,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1593,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1594,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1595,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1596,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1597,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1598,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1599,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1600,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1601,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1602,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1603,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1604,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1605,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1606,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1607,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1608,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1609,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1610,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1611,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1612,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1613,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1614,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1615,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1616,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1617,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1618,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1619,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1620,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1621,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1622,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1623,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1624,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1625,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1626,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1627,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1628,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1629,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1630,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1631,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1632,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1633,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1634,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1635,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1636,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1637,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1638,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1639,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1640,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1641,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1642,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1643,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1644,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1645,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1646,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1647,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1648,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1649,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1650,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1651,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1652,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1653,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1654,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1655,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1656,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1657,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1658,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1659,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1660,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1661,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1662,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1663,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1664,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1665,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1666,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1667,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1668,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1669,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1670,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1671,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1672,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1673,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1674,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1675,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1676,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1677,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1678,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1679,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1680,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1681,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1682,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1683,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1684,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1685,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1686,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1687,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1688,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1689,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1690,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1691,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1692,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1693,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1694,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1695,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1696,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1697,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1698,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1699,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1700,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1701,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1702,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1703,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1704,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
1705,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1706,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1707,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1708,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1709,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1710,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1711,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1712,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1713,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1714,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1715,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1716,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1717,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1718,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1719,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1720,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1721,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1722,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1723,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1724,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1725,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1726,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1727,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1728,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1729,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1730,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1731,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1732,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1733,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1734,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1735,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1736,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1737,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1738,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1739,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1740,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1741,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1742,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1743,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1744,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1745,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1746,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1747,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1748,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1749,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1750,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1751,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1752,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1753,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1754,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1755,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1756,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1757,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1758,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1759,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1760,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1761,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1762,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1763,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1764,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1765,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1766,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1767,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1768,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1769,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1770,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1771,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1772,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1773,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1774,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1775,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1776,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1777,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1778,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1779,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1780,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1781,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1782,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1783,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1784,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1785,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1786,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1787,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1788,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1789,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1790,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1791,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1792,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1793,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1794,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1795,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1796,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1797,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1798,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1799,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1800,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1801,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1802,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1803,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1804,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1805,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1806,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1807,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1808,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1809,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1810,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1811,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1812,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1813,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1814,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1815,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1816,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1817,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1818,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1819,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1820,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1821,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1822,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1823,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1824,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1825,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1826,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1827,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1828,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1829,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1830,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1831,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1832,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1833,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1834,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1835,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1836,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1837,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1838,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1839,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1840,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1841,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1842,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1843,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1844,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1845,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1846,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1847,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1848,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1849,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1850,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1851,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1852,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1853,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1854,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1855,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1856,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1857,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1858,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1859,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1860,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1861,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1862,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1863,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1864,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1865,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1866,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1867,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1868,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1869,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1870,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1871,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1872,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1873,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1874,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1875,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1876,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1877,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1878,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
