Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCJ_M_R
2198,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2199,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Bareland
2200,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
2201,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
2202,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
2203,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2204,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2205,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
2206,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2207,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2208,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2209,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2210,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2211,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
2212,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2213,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Water
2214,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
2215,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2216,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2217,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2218,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
2219,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2220,Water,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
2221,Water,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
2222,Water,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2223,Water,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2224,Water,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
2225,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2226,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2227,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2228,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
2229,Water,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
2230,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2231,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2232,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2233,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2234,Water,Forest,Bareland,Water,Non_Wetland,Water,NULL,Forest
2235,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
2236,Water,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2237,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
2238,Water,Forest,Water,Water,Water,NULL,NULL,Water
2239,Water,Forest,Water,Water,Water,Bareland,Water,Water
2240,Water,Forest,Water,Water,Water,Water,Water,Water
2241,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2242,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2243,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2244,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2245,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2246,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2247,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2248,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2249,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
2250,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2251,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2252,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2253,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2254,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2255,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2256,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2257,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2258,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2259,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2260,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
2261,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2262,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2263,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2264,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2265,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2266,Water,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
2267,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
2268,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Water
2269,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2270,Water,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
2271,Water,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2272,Water,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2273,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
2274,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Water,Water,Water
2275,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Water,Water
2276,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
2277,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2278,Permanent_ice_and_snow,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Bareland
2279,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2280,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,Water,Water,Bareland
2281,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
2282,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2283,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2284,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2285,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2286,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2287,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2288,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2289,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Water
2290,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2291,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2292,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2293,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2294,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2295,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2296,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
2297,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2298,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2299,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2300,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
2301,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2302,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2303,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2304,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2305,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2306,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2307,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2308,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2309,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2310,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2311,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2312,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2313,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
2314,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
2315,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2316,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
2317,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2318,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2319,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2320,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2321,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
2322,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2323,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2324,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2325,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2326,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2327,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2328,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2329,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2330,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2331,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2332,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2333,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2334,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
2335,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Forest,Grassland
2336,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Bareland
2337,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
2338,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
2339,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2340,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
2341,Forest,NULL,Grassland,Water,Non_Wetland,Water,Forest,Water
2342,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2343,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2344,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2345,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2346,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2347,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2348,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2349,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
2350,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2351,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2352,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
2353,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2354,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2355,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2356,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2357,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2358,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2359,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
2360,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Bareland
2361,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
2362,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2363,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2364,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
2365,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2366,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2367,Forest,NULL,Water,Water,Water,Water,Water,Water
2368,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2369,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2370,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2371,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2372,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2373,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2374,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2375,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
2376,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2377,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2378,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2379,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2380,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
2381,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2382,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2383,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2384,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2385,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2386,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2387,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2388,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2389,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2390,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
2391,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2392,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2393,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2394,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2395,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2396,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2397,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2398,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
2399,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2400,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2401,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2402,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
2403,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2404,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
2405,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2406,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2407,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2408,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2409,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2410,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2411,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
2412,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2413,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Bareland
2414,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
2415,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
2416,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
2417,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2418,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
2419,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Bareland
2420,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
2421,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
2422,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
2423,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
2424,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2425,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest,Water
2426,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2427,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2428,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2429,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2430,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Water
2431,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
2432,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2433,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2434,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2435,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Water
2436,Forest,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Water
2437,Forest,Bareland,NULL,NULL,Non_Wetland,Water,Forest,Forest
2438,Forest,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
2439,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2440,Forest,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Water
2441,Forest,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Forest
2442,Forest,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
2443,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2444,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2445,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2446,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2447,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2448,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
2449,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
2450,Forest,Bareland,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
2451,Forest,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2452,Forest,Bareland,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
2453,Forest,Bareland,Shrubland,Water,Non_Wetland,Water,Forest,Water
2454,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest,Wetland,Bareland
2455,Forest,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2456,Forest,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2457,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2458,Forest,Bareland,Grassland,Water,Non_Wetland,Grassland,Wetland,Bareland
2459,Forest,Bareland,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
2460,Forest,Bareland,Grassland,Water,Non_Wetland,Grassland,Forest,Water
2461,Forest,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Water
2462,Forest,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Bareland
2463,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Forest,Water
2464,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
2465,Forest,Bareland,Wetland,Water,Wetland,Water,Forest,Water
2466,Forest,Bareland,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
2467,Forest,Bareland,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2468,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2469,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
2470,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2471,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
2472,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland,Forest,Water
2473,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Grassland,Water
2474,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
2475,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Forest,Water
2476,Forest,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2477,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
2478,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Bareland
2479,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
2480,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
2481,Forest,Bareland,Water,Water,Water,Grassland,Forest,Water
2482,Forest,Bareland,Water,Water,Water,Bareland,Forest,Water
2483,Forest,Bareland,Water,Water,Water,Water,Wetland,Water
2484,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2485,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
2486,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2487,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2488,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2489,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2490,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2491,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2492,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2493,Forest,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2494,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2495,Forest,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
2496,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
2497,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
2498,Forest,Bareland,Forest,Water,Non_Wetland,Grassland,Water,Forest
2499,Forest,Bareland,Forest,Water,Non_Wetland,Grassland,Forest,Water
2500,Forest,Bareland,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
2501,Forest,Bareland,Forest,Water,Non_Wetland,Bareland,Forest,Water
2502,Forest,Bareland,Forest,Water,Non_Wetland,Water,NULL,Water
2503,Forest,Bareland,Forest,Water,Non_Wetland,Water,Grassland,Water
2504,Forest,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
2505,Forest,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
2506,Forest,Bareland,Forest,Water,Non_Wetland,Water,Forest,Grassland
2507,Forest,Bareland,Forest,Water,Non_Wetland,Water,Forest,Bareland
2508,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2509,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2510,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2511,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2512,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2513,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2514,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2515,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2516,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
2517,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2518,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2519,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2520,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2521,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2522,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2523,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2524,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2525,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
2526,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2527,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
2528,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2529,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2530,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2531,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
2532,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2533,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
2534,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2535,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
2536,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
2537,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
2538,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2539,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2540,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2541,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2542,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
2543,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
