Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMB_M_R
1784,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Water,Water
1785,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1786,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1787,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1788,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1789,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1790,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1791,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1792,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1793,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1794,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1795,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1796,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1797,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1798,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1799,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1800,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1801,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1802,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1803,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1804,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1805,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1806,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1807,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1808,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1809,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1810,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
1811,Forest,NULL,NULL,Water,Non_Wetland,Built-up,Water,Grassland
1812,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1813,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1814,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1815,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1816,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1817,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1818,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1819,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1820,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1821,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1822,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1823,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1824,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1825,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1826,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1827,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1828,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1829,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
1830,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1831,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1832,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1833,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1834,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1835,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1836,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1837,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1838,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1839,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
1840,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1841,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1842,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1843,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1844,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1845,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1846,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1847,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1848,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1849,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1850,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1851,Forest,NULL,Grassland,Water,Non_Wetland,Built-up,Wetland,Forest
1852,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1853,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1854,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
1855,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1856,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
1857,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1858,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1859,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1860,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1861,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1862,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1863,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1864,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1865,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1866,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1867,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1868,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1869,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1870,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1871,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1872,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1873,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1874,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1875,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1876,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1877,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1878,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1879,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1880,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1881,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1882,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1883,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1884,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1885,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1886,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1887,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1888,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1889,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1890,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1891,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1892,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1893,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1894,Forest,NULL,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
1895,Forest,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Forest
1896,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1897,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1898,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1899,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1900,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1901,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1902,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1903,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
1904,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
1905,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
1906,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1907,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1908,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1909,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1910,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1911,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1912,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1913,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1914,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1915,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1916,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1917,Forest,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
1918,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1919,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1920,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1921,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1922,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1923,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1924,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1925,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1926,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1927,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1928,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1929,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1930,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1931,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1932,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1933,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1934,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1935,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1936,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1937,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1938,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1939,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1940,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1941,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1942,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1943,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1944,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1945,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1946,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1947,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1948,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1949,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1950,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1951,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1952,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1953,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1954,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1955,Forest,NULL,Bareland,Water,Non_Wetland,Built-up,Wetland,Grassland
1956,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1957,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1958,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
1959,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1960,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1961,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1962,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
1963,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1964,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1965,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1966,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1967,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1968,Forest,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Water,Grassland
1969,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1970,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
1971,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1972,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1973,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1974,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
1975,Forest,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
1976,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1977,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1978,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1979,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1980,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1981,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1982,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
1983,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1984,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
1985,Forest,NULL,Water,NULL,Water,Water,Water,Bareland
1986,Forest,NULL,Water,NULL,Water,Water,Water,Water
1987,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1988,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1989,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1990,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1991,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
1992,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
1993,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1994,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1995,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1996,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1997,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1998,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1999,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2000,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2001,Forest,NULL,Water,Water,Water,Wetland,Water,Water
2002,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
2003,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2004,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
2005,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2006,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2007,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2008,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2009,Forest,NULL,Water,Water,Water,Water,Water,Water
2010,Forest,NULL,Water,Water,Water,Water,Water,Forest
2011,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2012,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2013,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2014,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2015,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2016,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2017,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2018,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2019,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2020,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2021,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2022,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2023,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2024,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2025,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2026,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2027,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2028,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2029,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2030,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2031,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2032,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2033,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2034,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2035,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2036,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2037,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2038,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2039,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2040,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2041,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2042,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2043,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2044,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2045,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2046,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2047,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2048,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2049,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2050,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2051,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2052,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2053,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2054,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2055,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
2056,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2057,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2058,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2059,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2060,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2061,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2062,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2063,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2064,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2065,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2066,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2067,Forest,Wetland,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
2068,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2069,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2070,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2071,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
2072,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
2073,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2074,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2075,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2076,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2077,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2078,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2079,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2080,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2081,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2082,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2083,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2084,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2085,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2086,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2087,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
2088,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2089,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2090,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
2091,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
2092,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2093,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2094,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2095,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2096,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2097,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2098,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2099,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2100,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2101,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
2102,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2103,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2104,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2105,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2106,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
2107,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2108,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2109,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2110,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2111,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2112,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2113,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2114,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2115,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2116,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2117,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2118,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2119,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2120,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
2121,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2122,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2123,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2124,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2125,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2126,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
