Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEE_M_R
1063,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1064,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1066,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1067,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1068,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1069,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1070,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1071,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1072,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1073,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1074,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1076,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1077,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1078,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1079,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1080,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1081,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1082,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1083,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1084,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1085,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1086,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1087,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1088,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1089,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1090,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1091,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1092,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1093,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1094,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1095,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1096,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1097,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1098,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1099,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1100,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1101,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1102,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1103,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1104,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1105,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1106,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1107,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1108,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1109,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1110,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1111,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1112,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1113,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1114,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1115,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1116,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1117,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1118,Forest,Water,Water,Water,Water,NULL,NULL,Water
1119,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1120,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1122,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1123,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1124,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1125,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1126,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1127,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1128,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1129,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1130,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1131,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1132,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1133,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1134,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1135,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1136,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1137,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1138,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1139,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1140,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1142,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1143,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1144,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1146,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1147,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1148,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1149,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1150,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1151,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1152,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1153,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1155,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1156,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1157,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1158,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1159,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1160,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1161,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1162,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1163,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1164,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1165,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1167,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1168,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1169,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1170,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1171,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1172,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1173,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1174,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1175,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1176,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1177,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1178,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1179,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1180,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1181,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1182,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1183,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1184,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1185,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1186,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1187,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1188,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1189,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1190,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1191,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1192,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1193,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1194,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1196,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1197,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1198,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1199,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1200,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1201,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1202,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1203,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1204,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1205,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1206,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1207,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1208,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1209,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1210,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1211,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1212,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1213,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1214,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1215,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1216,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1217,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1218,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1219,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1220,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1221,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1222,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1223,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1224,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1225,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1226,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1227,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1228,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1229,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1230,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
