Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCE_M_R
2718,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2719,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2720,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2721,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
2722,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2723,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2724,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2725,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,NULL
2726,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2727,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2728,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,NULL
2729,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2730,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2731,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2732,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
2733,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2734,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2735,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2736,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,NULL
2737,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
2738,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
2739,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Forest,NULL
2740,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
2741,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,NULL
2742,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2743,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2744,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
2745,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2746,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2747,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2748,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2749,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2750,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2751,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2752,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2753,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
2754,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
2755,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
2756,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2757,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
2758,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2759,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2760,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2761,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,NULL
2762,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2763,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2764,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2765,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
2766,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2767,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2768,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2769,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
2770,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
2771,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2772,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2773,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2774,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
2775,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
2776,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
2777,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
2778,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,NULL
2779,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2780,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,NULL
2781,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
2782,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,NULL
2783,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2784,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2785,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,NULL
2786,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
2787,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
2788,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2789,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2790,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2791,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
2792,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
2793,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2794,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
2795,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,NULL
2796,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
2797,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
2798,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
2799,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
2800,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,NULL
2801,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
2802,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
2803,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
2804,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
2805,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
2806,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
2807,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
2808,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
2809,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2810,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
2811,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2812,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
2813,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2814,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
2815,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
2816,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
2817,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
2818,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,NULL
2819,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
2820,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,NULL
2821,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2822,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
2823,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,NULL
2824,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
2825,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2826,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
2827,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2828,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
2829,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
2830,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
2831,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Forest,NULL
2832,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Water,NULL
2833,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
2834,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
2835,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
2836,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
2837,Forest,Wetland,Water,NULL,Water,Grassland,Water,NULL
2838,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
2839,Forest,Wetland,Water,NULL,Water,Wetland,Water,NULL
2840,Forest,Wetland,Water,NULL,Water,Bareland,Water,NULL
2841,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
2842,Forest,Wetland,Water,NULL,Water,Water,Water,NULL
2843,Forest,Wetland,Water,NULL,Water,Water,Forest,NULL
2844,Forest,Wetland,Water,NULL,Water,Forest,Wetland,NULL
2845,Forest,Wetland,Water,NULL,Water,Forest,Water,NULL
2846,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2847,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
2848,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2849,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2850,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2851,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2852,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
2853,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2854,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2855,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2856,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
2857,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2858,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2859,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2860,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2861,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
2862,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
2863,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2864,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2865,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,NULL
2866,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2867,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2868,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2869,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2870,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2871,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2872,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2873,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2874,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2875,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2876,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
2877,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2878,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2879,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2880,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2881,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
2882,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2883,Forest,Bareland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2884,Forest,Bareland,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
2885,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2886,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2887,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2888,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
2889,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
2890,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
2891,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
2892,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
2893,Forest,Bareland,Wetland,NULL,Wetland,NULL,Grassland,NULL
2894,Forest,Bareland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2895,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2896,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2897,Forest,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2898,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2899,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
2900,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2901,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
2902,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2903,Forest,Bareland,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
2904,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2905,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2906,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
2907,Forest,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
2908,Forest,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2909,Forest,Bareland,Water,NULL,Water,Bareland,Bareland,NULL
2910,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2911,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2912,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2913,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,NULL
2914,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2915,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2916,Forest,Bareland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2917,Forest,Bareland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2918,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2919,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2920,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2921,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,NULL
2922,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2923,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2924,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2925,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2926,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
2927,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2928,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
2929,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2930,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2931,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2932,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2933,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2934,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2935,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2936,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2937,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2938,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2939,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2940,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2941,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2942,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2943,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2944,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2945,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
2946,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
2947,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
2948,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2949,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
2950,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2951,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
2952,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2953,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2954,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2955,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
2956,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
2957,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Water,NULL
2958,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2959,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2960,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2961,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
2962,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2963,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2964,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2965,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
2966,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
2967,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2968,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2969,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2970,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2971,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
2972,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
2973,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
2974,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
2975,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
2976,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
2977,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
2978,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2979,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
2980,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
2981,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
2982,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2983,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
2984,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,NULL
2985,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2986,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2987,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,NULL
2988,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,NULL
2989,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
2990,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2991,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2992,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2993,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
2994,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,NULL
2995,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2996,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2997,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
2998,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,NULL
2999,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
3000,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,NULL
3001,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,NULL
3002,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Forest,NULL
3003,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,NULL
3004,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,NULL
3005,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,NULL
3006,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,NULL
3007,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
3008,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
3009,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
3010,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
3011,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
3012,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
3013,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
3014,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,NULL
3015,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3016,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
3017,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
3018,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3019,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
3020,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
3021,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
3022,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
3023,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3024,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
3025,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3026,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3027,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
3028,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3029,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,NULL
3030,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
3031,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3032,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
3033,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
3034,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
3035,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3036,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3037,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3038,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
3039,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,NULL
3040,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3041,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3042,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
3043,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
3044,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3045,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3046,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3047,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
3048,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3049,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
