Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NZK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NZK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NZK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NZK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R
690,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
691,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
692,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
693,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
694,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
695,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
696,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
697,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
698,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
699,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
700,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
701,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
702,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
703,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
704,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
705,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
706,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
707,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
708,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
709,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
710,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
711,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
712,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
713,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
714,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
715,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
716,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
717,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
718,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
719,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
720,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
721,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
722,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
723,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
724,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
725,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
726,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
727,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
728,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
729,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
730,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
731,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
732,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
733,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
734,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
735,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
736,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
737,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
738,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
739,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
740,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
741,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
742,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
743,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
744,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
745,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
746,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
747,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
748,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
749,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
750,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
751,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
752,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
753,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
754,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
755,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
756,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
757,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
758,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
759,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
760,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
761,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
762,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
763,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
764,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
765,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
766,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
767,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
768,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
769,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
770,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
771,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
772,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
773,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
774,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
776,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
777,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
778,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
779,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
780,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
781,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
782,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
783,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
785,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
786,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
787,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
788,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
789,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
790,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
791,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
792,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
793,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
794,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
795,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
796,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
797,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
798,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
799,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
800,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
801,Cropland,Water,Water,Water,Water,NULL,NULL,Water
802,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
803,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
804,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
805,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
806,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
808,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
809,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
810,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
811,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
812,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
813,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
814,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
815,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
816,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
817,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
818,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
819,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
820,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
821,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
822,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
823,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
824,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
825,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
826,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
827,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
828,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
829,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
830,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
831,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
832,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
833,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
834,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
836,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
837,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
838,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
839,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
840,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
841,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
842,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
843,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
844,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
845,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
846,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
847,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
848,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
849,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
850,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
851,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
852,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
853,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
854,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
855,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
856,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
857,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
858,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
859,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
860,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
861,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
862,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
863,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
864,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
865,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
866,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
867,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
868,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
869,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
870,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
871,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
872,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
873,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
874,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
875,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
876,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
877,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
878,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
879,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
880,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
881,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
882,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
883,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
884,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
885,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
886,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
887,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
888,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
889,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
890,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
891,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
892,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
893,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
894,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
895,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
896,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
897,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
898,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
899,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
900,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
901,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
902,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
903,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
904,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
905,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
906,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
907,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
908,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
909,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
910,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
911,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
912,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
913,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
914,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
915,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
916,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
917,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
918,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
919,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
920,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
921,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
922,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
923,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
924,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
925,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
926,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
927,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
928,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
929,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
930,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
931,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
932,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
933,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
934,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
935,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
936,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
937,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
938,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
939,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
940,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
941,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
943,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
944,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
945,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
946,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
947,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
948,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
949,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
950,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
951,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
952,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
953,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
954,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
955,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
956,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
957,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
958,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
959,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
960,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
961,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
962,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
963,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
964,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
965,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
966,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
967,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
968,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
969,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
970,Wetland,Water,Water,Water,Water,NULL,NULL,Water
971,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
972,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
973,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
974,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
975,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
976,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
977,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
979,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
980,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
981,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
982,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
983,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
984,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
985,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
986,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
987,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
988,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
989,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
990,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
991,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
992,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
993,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
994,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
995,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
996,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
998,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
999,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1000,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1001,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1002,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1004,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1005,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1006,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1007,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1008,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1009,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1010,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1011,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1012,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1013,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1014,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1016,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1017,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1018,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1019,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1020,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1021,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1022,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1023,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1024,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1025,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1026,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1027,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1028,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1029,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1030,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1034,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1035,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1037,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
