Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R
22219,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Water
22220,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
22221,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
22222,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
22223,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
22224,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22225,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
22226,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
22227,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,NULL
22228,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
22229,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Cropland
22230,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
22231,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Bareland
22232,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
22233,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
22234,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
22235,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
22236,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland,Water,Grassland
22237,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
22238,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
22239,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
22240,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
22241,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
22242,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
22243,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,NULL
22244,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
22245,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Cropland
22246,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
22247,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,NULL
22248,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
22249,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
22250,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
22251,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
22252,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
22253,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
22254,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
22255,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
22256,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
22257,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
22258,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
22259,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
22260,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Cropland
22261,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
22262,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
22263,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Cropland
22264,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Water
22265,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
22266,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
22267,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
22268,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Cropland
22269,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Wetland
22270,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Bareland
22271,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
22272,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
22273,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Grassland
22274,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
22275,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
22276,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
22277,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
22278,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
22279,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
22280,Water,Water,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
22281,Water,Water,Bareland,Water,Non_Wetland,NULL,Shrubland,Wetland
22282,Water,Water,Bareland,Water,Non_Wetland,NULL,Shrubland,Water
22283,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Water
22284,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
22285,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Cropland
22286,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Wetland
22287,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
22288,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
22289,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Grassland
22290,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Wetland
22291,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Water
22292,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,NULL
22293,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
22294,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Cropland
22295,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
22296,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
22297,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
22298,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
22299,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
22300,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Grassland,Water
22301,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
22302,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Cropland
22303,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
22304,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
22305,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Forest,Grassland
22306,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
22307,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Cropland
22308,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Wetland
22309,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Bareland
22310,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Water
22311,Water,Water,Bareland,Water,Non_Wetland,Grassland,Shrubland,Water
22312,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
22313,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
22314,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
22315,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Cropland
22316,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
22317,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
22318,Water,Water,Bareland,Water,Non_Wetland,Cropland,Water,Cropland
22319,Water,Water,Bareland,Water,Non_Wetland,Cropland,Water,Water
22320,Water,Water,Bareland,Water,Non_Wetland,Cropland,Forest,Cropland
22321,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Water
22322,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
22323,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
22324,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Wetland
22325,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Bareland
22326,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
22327,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Grassland
22328,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Water
22329,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Forest
22330,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
22331,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
22332,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Cropland
22333,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
22334,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
22335,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
22336,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
22337,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Wetland
22338,Water,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
22339,Water,Water,Bareland,Water,Non_Wetland,Forest,Shrubland,Grassland
22340,Water,Water,Bareland,Water,Non_Wetland,Forest,Shrubland,Water
22341,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Grassland
22342,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Wetland
22343,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
22344,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
22345,Water,Water,Bareland,Water,Non_Wetland,Forest,Forest,Water
22346,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
22347,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
22348,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
22349,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
22350,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
22351,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
22352,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
22353,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
22354,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
22355,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
22356,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
22357,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
22358,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
22359,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
22360,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
22361,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
22362,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Water
22363,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22364,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
22365,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
22366,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
22367,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
22368,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
22369,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
22370,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Water
22371,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22372,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
22373,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
22374,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Built-up,Water
22375,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
22376,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
22377,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
22378,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
22379,Water,Water,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
22380,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
22381,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
22382,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
22383,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
22384,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
22385,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
22386,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
22387,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
22388,Water,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
22389,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
22390,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
22391,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
22392,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
22393,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Cropland
22394,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
22395,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
22396,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
22397,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
22398,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
22399,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
22400,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
22401,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
22402,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Built-up
22403,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
22404,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Bareland
22405,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
22406,Water,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Water
22407,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
22408,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
22409,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
22410,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,NULL
22411,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
22412,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
22413,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,NULL
22414,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
22415,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
22416,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
22417,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
22418,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Built-up
22419,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
22420,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
22421,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,NULL
22422,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Grassland
22423,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Built-up
22424,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Forest,Built-up
22425,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
22426,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22427,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Water
22428,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
22429,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22430,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
22431,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Water
22432,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
22433,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
22434,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
22435,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Built-up
22436,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
22437,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
22438,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
22439,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
22440,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
22441,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
22442,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
22443,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
22444,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
22445,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
22446,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
22447,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Grassland
22448,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Built-up
22449,Water,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
22450,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
22451,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
22452,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
22453,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Bareland,Built-up
22454,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Built-up
22455,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Water
22456,Water,Water,Built-up,Water,Non_Wetland,Grassland,NULL,Bareland
22457,Water,Water,Built-up,Water,Non_Wetland,Grassland,NULL,Built-up
22458,Water,Water,Built-up,Water,Non_Wetland,Grassland,NULL,Water
22459,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Built-up
22460,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
22461,Water,Water,Built-up,Water,Non_Wetland,Cropland,NULL,Grassland
22462,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
22463,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Grassland
22464,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Built-up
22465,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Built-up
22466,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
22467,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
22468,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
22469,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
22470,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Built-up
22471,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
22472,Water,Water,Built-up,Water,Non_Wetland,Forest,Water,Built-up
22473,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
22474,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
22475,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
22476,Water,Water,Water,NULL,Water,NULL,NULL,Water
22477,Water,Water,Water,NULL,Water,NULL,Shrubland,Water
22478,Water,Water,Water,NULL,Water,NULL,Shrubland,Forest
22479,Water,Water,Water,NULL,Water,NULL,Water,NULL
22480,Water,Water,Water,NULL,Water,NULL,Water,Grassland
22481,Water,Water,Water,NULL,Water,NULL,Water,Water
22482,Water,Water,Water,NULL,Water,NULL,Water,Forest
22483,Water,Water,Water,NULL,Water,NULL,Forest,Water
22484,Water,Water,Water,NULL,Water,Shrubland,NULL,NULL
22485,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
22486,Water,Water,Water,NULL,Water,Shrubland,NULL,Water
22487,Water,Water,Water,NULL,Water,Shrubland,NULL,Forest
22488,Water,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
22489,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
22490,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Bareland
22491,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
22492,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
22493,Water,Water,Water,NULL,Water,Shrubland,Water,NULL
22494,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
22495,Water,Water,Water,NULL,Water,Shrubland,Water,Wetland
22496,Water,Water,Water,NULL,Water,Shrubland,Water,Bareland
22497,Water,Water,Water,NULL,Water,Shrubland,Water,Water
22498,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
22499,Water,Water,Water,NULL,Water,Shrubland,Forest,Water
22500,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
22501,Water,Water,Water,NULL,Water,Grassland,NULL,Water
22502,Water,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
22503,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
22504,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
22505,Water,Water,Water,NULL,Water,Grassland,Water,Water
22506,Water,Water,Water,NULL,Water,Grassland,Water,Forest
22507,Water,Water,Water,NULL,Water,Bareland,Water,Water
22508,Water,Water,Water,NULL,Water,Water,NULL,Grassland
22509,Water,Water,Water,NULL,Water,Water,NULL,Built-up
22510,Water,Water,Water,NULL,Water,Water,NULL,Water
22511,Water,Water,Water,NULL,Water,Water,Shrubland,Water
22512,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
22513,Water,Water,Water,NULL,Water,Water,Water,NULL
22514,Water,Water,Water,NULL,Water,Water,Water,Grassland
22515,Water,Water,Water,NULL,Water,Water,Water,Cropland
22516,Water,Water,Water,NULL,Water,Water,Water,Wetland
22517,Water,Water,Water,NULL,Water,Water,Water,Bareland
22518,Water,Water,Water,NULL,Water,Water,Water,Water
22519,Water,Water,Water,NULL,Water,Water,Water,Forest
22520,Water,Water,Water,NULL,Water,Forest,NULL,Grassland
22521,Water,Water,Water,NULL,Water,Forest,Shrubland,Grassland
22522,Water,Water,Water,NULL,Water,Forest,Shrubland,Water
22523,Water,Water,Water,NULL,Water,Forest,Water,NULL
22524,Water,Water,Water,NULL,Water,Forest,Water,Grassland
22525,Water,Water,Water,NULL,Water,Forest,Water,Water
22526,Water,Water,Water,NULL,Water,Forest,Water,Forest
22527,Water,Water,Water,NULL,Water,Forest,Forest,Forest
22528,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
22529,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
22530,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
22531,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
22532,Water,Water,Water,Non_Water,Water,NULL,Shrubland,Grassland
22533,Water,Water,Water,Non_Water,Water,NULL,Shrubland,Water
22534,Water,Water,Water,Non_Water,Water,NULL,Grassland,Water
22535,Water,Water,Water,Non_Water,Water,NULL,Water,NULL
22536,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
22537,Water,Water,Water,Non_Water,Water,NULL,Water,Cropland
22538,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
22539,Water,Water,Water,Non_Water,Water,NULL,Water,Bareland
22540,Water,Water,Water,Non_Water,Water,NULL,Water,Water
22541,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
22542,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
22543,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Grassland
22544,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Cropland
22545,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,NULL
22546,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
22547,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
22548,Water,Water,Water,Non_Water,Water,Shrubland,Bareland,Wetland
22549,Water,Water,Water,Non_Water,Water,Shrubland,Bareland,Water
22550,Water,Water,Water,Non_Water,Water,Shrubland,Water,NULL
22551,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
22552,Water,Water,Water,Non_Water,Water,Shrubland,Water,Cropland
22553,Water,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
22554,Water,Water,Water,Non_Water,Water,Shrubland,Water,Bareland
22555,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
22556,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
22557,Water,Water,Water,Non_Water,Water,Shrubland,Forest,Water
22558,Water,Water,Water,Non_Water,Water,Grassland,NULL,NULL
22559,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
22560,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
22561,Water,Water,Water,Non_Water,Water,Grassland,Shrubland,Grassland
22562,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Cropland
22563,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
22564,Water,Water,Water,Non_Water,Water,Grassland,Water,Cropland
22565,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
22566,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
22567,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
22568,Water,Water,Water,Non_Water,Water,Bareland,Forest,Water
22569,Water,Water,Water,Non_Water,Water,Water,NULL,NULL
22570,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
22571,Water,Water,Water,Non_Water,Water,Water,NULL,Water
22572,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
22573,Water,Water,Water,Non_Water,Water,Water,Water,NULL
22574,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
22575,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
22576,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
22577,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
22578,Water,Water,Water,Non_Water,Water,Water,Water,Water
22579,Water,Water,Water,Non_Water,Water,Water,Water,Forest
22580,Water,Water,Water,Non_Water,Water,Water,Forest,Grassland
22581,Water,Water,Water,Non_Water,Water,Water,Forest,Cropland
22582,Water,Water,Water,Non_Water,Water,Water,Forest,Wetland
22583,Water,Water,Water,Non_Water,Water,Water,Forest,Water
22584,Water,Water,Water,Non_Water,Water,Forest,NULL,Grassland
22585,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
22586,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
