Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHG_M_R
1051,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1052,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1053,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1054,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1056,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1057,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1058,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1059,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1060,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1061,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1062,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1063,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1064,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1065,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1066,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1067,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1068,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1069,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1070,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1071,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1072,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1074,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1075,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1076,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1077,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1078,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1079,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1080,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1081,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1082,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1083,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1086,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1087,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1088,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1089,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1090,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1091,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1092,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1093,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1094,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1095,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1096,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1097,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1098,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1099,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1100,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1101,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1102,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Grassland
1103,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
1104,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
1105,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1106,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
1107,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1109,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1110,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1111,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1112,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1113,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1114,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1115,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1116,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1117,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1118,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1119,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1120,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1121,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1122,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1123,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1124,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1125,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1126,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1127,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1128,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1129,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1131,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1132,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1133,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1134,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1135,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1136,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1137,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1138,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1139,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1140,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1141,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1142,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1143,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1144,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1145,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1147,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1148,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1149,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1150,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1151,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1152,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1153,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1154,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1155,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1156,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1157,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1158,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1159,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1160,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1161,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1162,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1163,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1164,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1166,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1167,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1168,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1169,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1170,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1171,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1172,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1173,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1174,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1175,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1176,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1177,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1178,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1179,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1180,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1181,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1182,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1183,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1184,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1185,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1186,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1187,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1188,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1189,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1190,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1191,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1192,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1193,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1194,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1195,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1196,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1197,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1198,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1199,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1200,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1201,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1202,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1203,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1204,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1207,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1208,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1209,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1210,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1211,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1212,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1213,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1214,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1215,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1216,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1217,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
1218,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1219,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1220,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1221,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1222,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1223,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1224,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1225,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1226,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1227,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1228,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1229,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1230,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1231,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1232,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1233,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1234,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1235,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1236,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1237,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1238,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1239,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1240,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1241,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1242,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1243,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1244,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1245,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1246,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1247,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1248,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1249,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1250,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1251,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1252,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1253,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1254,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1255,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1256,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1257,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1258,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1259,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1260,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1261,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1263,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1264,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1265,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1266,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1267,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1268,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1269,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1270,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1271,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1272,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1273,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1274,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1275,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1276,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1277,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1278,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1279,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1280,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1281,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1282,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1283,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1284,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1285,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1286,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1287,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1288,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1289,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1290,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1291,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1292,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1293,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1294,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1295,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1296,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1297,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1298,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1299,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1300,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1301,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1302,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1303,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1304,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1305,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1306,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1307,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1308,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1309,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1310,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1311,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1312,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1313,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1314,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1315,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1316,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1317,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1318,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1319,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1320,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1321,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1322,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1323,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1324,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1325,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1326,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1328,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1329,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1330,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1331,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1332,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1333,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1334,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1335,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1336,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1337,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1338,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1339,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1340,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1342,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1343,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1344,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1345,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1346,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1347,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1348,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1349,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1350,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1351,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1352,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1353,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1354,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1355,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1356,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1357,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1358,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1359,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1360,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1361,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1362,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1363,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1364,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1365,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1366,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1367,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1368,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1369,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1370,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1371,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1372,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1373,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1374,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1375,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1376,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1377,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1378,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1379,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1380,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1381,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
