Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTC_M_R
892,Water,Bareland,Water,Non_Water,Water,Water
893,Water,Bareland,Water,Non_Water,Water,Forest
894,Water,Bareland,Water,Water,Water,Grassland
895,Water,Bareland,Water,Water,Water,Bareland
896,Water,Bareland,Water,Water,Water,Water
897,Water,Bareland,Water,Water,Water,Forest
898,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
899,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
900,Water,Bareland,Forest,NULL,Non_Wetland,Water
901,Water,Bareland,Forest,NULL,Non_Wetland,Forest
902,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
903,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
904,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
905,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
906,Water,Bareland,Forest,Water,Non_Wetland,Grassland
907,Water,Bareland,Forest,Water,Non_Wetland,Bareland
908,Water,Bareland,Forest,Water,Non_Wetland,Water
909,Water,Bareland,Forest,Water,Non_Wetland,Forest
910,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
911,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
912,Water,Built-up,Grassland,NULL,Non_Wetland,Water
913,Water,Built-up,Wetland,Water,Wetland,Water
914,Water,Built-up,Water,Non_Water,Water,Water
915,Water,Built-up,Water,Water,Water,Water
916,Water,Built-up,Forest,NULL,Non_Wetland,Water
917,Water,Built-up,Forest,NULL,Non_Wetland,Forest
918,Water,Built-up,Forest,Water,Non_Wetland,Water
919,Water,Water,NULL,NULL,Non_Wetland,Bareland
920,Water,Water,NULL,NULL,Non_Wetland,Water
921,Water,Water,NULL,NULL,Non_Wetland,Forest
922,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
923,Water,Water,NULL,Non_Water,Non_Wetland,Water
924,Water,Water,NULL,Non_Water,Non_Wetland,Forest
925,Water,Water,NULL,Water,Non_Wetland,Water
926,Water,Water,NULL,Water,Non_Wetland,Forest
927,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
928,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
929,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
930,Water,Water,Shrubland,NULL,Non_Wetland,Water
931,Water,Water,Shrubland,NULL,Non_Wetland,Forest
932,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
933,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
934,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
935,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
936,Water,Water,Shrubland,Water,Non_Wetland,Grassland
937,Water,Water,Shrubland,Water,Non_Wetland,Bareland
938,Water,Water,Shrubland,Water,Non_Wetland,Water
939,Water,Water,Shrubland,Water,Non_Wetland,Forest
940,Water,Water,Grassland,NULL,Non_Wetland,Grassland
941,Water,Water,Grassland,NULL,Non_Wetland,Bareland
942,Water,Water,Grassland,NULL,Non_Wetland,Water
943,Water,Water,Grassland,NULL,Non_Wetland,Forest
944,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
945,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
946,Water,Water,Grassland,Non_Water,Non_Wetland,Water
947,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
948,Water,Water,Grassland,Water,Non_Wetland,Grassland
949,Water,Water,Grassland,Water,Non_Wetland,Bareland
950,Water,Water,Grassland,Water,Non_Wetland,Water
951,Water,Water,Grassland,Water,Non_Wetland,Forest
952,Water,Water,Cropland,NULL,Non_Wetland,Grassland
953,Water,Water,Cropland,NULL,Non_Wetland,Bareland
954,Water,Water,Cropland,NULL,Non_Wetland,Water
955,Water,Water,Cropland,NULL,Non_Wetland,Forest
956,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
957,Water,Water,Cropland,Non_Water,Non_Wetland,Water
958,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
959,Water,Water,Cropland,Water,Non_Wetland,Grassland
960,Water,Water,Cropland,Water,Non_Wetland,Bareland
961,Water,Water,Cropland,Water,Non_Wetland,Water
962,Water,Water,Cropland,Water,Non_Wetland,Forest
963,Water,Water,Wetland,NULL,Wetland,Grassland
964,Water,Water,Wetland,NULL,Wetland,Bareland
965,Water,Water,Wetland,NULL,Wetland,Water
966,Water,Water,Wetland,NULL,Wetland,Forest
967,Water,Water,Wetland,Non_Water,Wetland,Grassland
968,Water,Water,Wetland,Non_Water,Wetland,Bareland
969,Water,Water,Wetland,Non_Water,Wetland,Built-up
970,Water,Water,Wetland,Non_Water,Wetland,Water
971,Water,Water,Wetland,Non_Water,Wetland,Forest
972,Water,Water,Wetland,Water,Wetland,Grassland
973,Water,Water,Wetland,Water,Wetland,Bareland
974,Water,Water,Wetland,Water,Wetland,Water
975,Water,Water,Wetland,Water,Wetland,Forest
976,Water,Water,Bareland,NULL,Non_Wetland,Grassland
977,Water,Water,Bareland,NULL,Non_Wetland,Bareland
978,Water,Water,Bareland,NULL,Non_Wetland,Water
979,Water,Water,Bareland,NULL,Non_Wetland,Forest
980,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
981,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
982,Water,Water,Bareland,Non_Water,Non_Wetland,Water
983,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
984,Water,Water,Bareland,Water,Non_Wetland,Grassland
985,Water,Water,Bareland,Water,Non_Wetland,Bareland
986,Water,Water,Bareland,Water,Non_Wetland,Water
987,Water,Water,Bareland,Water,Non_Wetland,Forest
988,Water,Water,Built-up,NULL,Non_Wetland,Grassland
989,Water,Water,Built-up,NULL,Non_Wetland,Built-up
990,Water,Water,Built-up,NULL,Non_Wetland,Forest
991,Water,Water,Built-up,Non_Water,Non_Wetland,Water
992,Water,Water,Built-up,Water,Non_Wetland,Water
993,Water,Water,Water,NULL,Water,Grassland
994,Water,Water,Water,NULL,Water,Bareland
995,Water,Water,Water,NULL,Water,Water
996,Water,Water,Water,NULL,Water,Forest
997,Water,Water,Water,Non_Water,Water,Grassland
998,Water,Water,Water,Non_Water,Water,Bareland
999,Water,Water,Water,Non_Water,Water,Water
1000,Water,Water,Water,Non_Water,Water,Forest
1001,Water,Water,Water,Water,Water,Grassland
1002,Water,Water,Water,Water,Water,Bareland
1003,Water,Water,Water,Water,Water,Water
1004,Water,Water,Water,Water,Water,Forest
1005,Water,Water,Forest,NULL,Non_Wetland,Grassland
1006,Water,Water,Forest,NULL,Non_Wetland,Bareland
1007,Water,Water,Forest,NULL,Non_Wetland,Water
1008,Water,Water,Forest,NULL,Non_Wetland,Forest
1009,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1010,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1011,Water,Water,Forest,Non_Water,Non_Wetland,Water
1012,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1013,Water,Water,Forest,Water,Non_Wetland,Grassland
1014,Water,Water,Forest,Water,Non_Wetland,Bareland
1015,Water,Water,Forest,Water,Non_Wetland,Water
1016,Water,Water,Forest,Water,Non_Wetland,Forest
1017,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
1018,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1019,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1020,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1021,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1022,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1023,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1024,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1025,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1026,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
1027,Water,Forest,Shrubland,Water,Non_Wetland,Water
1028,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1029,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1030,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1031,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1032,Water,Forest,Wetland,NULL,Wetland,Grassland
1033,Water,Forest,Wetland,NULL,Wetland,Water
1034,Water,Forest,Wetland,NULL,Wetland,Forest
1035,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1036,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1037,Water,Forest,Wetland,Non_Water,Wetland,Water
1038,Water,Forest,Wetland,Non_Water,Wetland,Forest
1039,Water,Forest,Wetland,Water,Wetland,Water
1040,Water,Forest,Wetland,Water,Wetland,Forest
1041,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1042,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1043,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1044,Water,Forest,Water,NULL,Water,Forest
1045,Water,Forest,Water,Non_Water,Water,Grassland
1046,Water,Forest,Water,Non_Water,Water,Bareland
1047,Water,Forest,Water,Non_Water,Water,Water
1048,Water,Forest,Water,Non_Water,Water,Forest
1049,Water,Forest,Water,Water,Water,Grassland
1050,Water,Forest,Water,Water,Water,Bareland
1051,Water,Forest,Water,Water,Water,Water
1052,Water,Forest,Water,Water,Water,Forest
1053,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1054,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1055,Water,Forest,Forest,NULL,Non_Wetland,Water
1056,Water,Forest,Forest,NULL,Non_Wetland,Forest
1057,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1058,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1059,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1060,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1061,Water,Forest,Forest,Water,Non_Wetland,Grassland
1062,Water,Forest,Forest,Water,Non_Wetland,Bareland
1063,Water,Forest,Forest,Water,Non_Wetland,Water
1064,Water,Forest,Forest,Water,Non_Wetland,Forest
1065,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1066,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1067,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1068,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1069,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1070,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1071,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1072,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1073,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1074,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1075,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1076,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1077,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1078,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1079,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1080,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1081,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1082,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1083,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1084,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1085,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1086,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1087,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1088,Forest,NULL,Cropland,Water,Non_Wetland,Water
1089,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1090,Forest,NULL,Wetland,NULL,Wetland,NULL
1091,Forest,NULL,Wetland,NULL,Wetland,Grassland
1092,Forest,NULL,Wetland,NULL,Wetland,Wetland
1093,Forest,NULL,Wetland,NULL,Wetland,Forest
1094,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1095,Forest,NULL,Wetland,Non_Water,Wetland,Water
1096,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1097,Forest,NULL,Wetland,Water,Wetland,Grassland
1098,Forest,NULL,Wetland,Water,Wetland,Bareland
1099,Forest,NULL,Wetland,Water,Wetland,Water
1100,Forest,NULL,Wetland,Water,Wetland,Forest
1101,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1102,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1103,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1104,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1105,Forest,NULL,Bareland,Water,Non_Wetland,Water
1106,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1107,Forest,NULL,Water,NULL,Water,Grassland
1108,Forest,NULL,Water,NULL,Water,Water
1109,Forest,NULL,Water,NULL,Water,Forest
1110,Forest,NULL,Water,Non_Water,Water,Grassland
1111,Forest,NULL,Water,Non_Water,Water,Bareland
1112,Forest,NULL,Water,Non_Water,Water,Water
1113,Forest,NULL,Water,Non_Water,Water,Forest
1114,Forest,NULL,Water,Water,Water,Grassland
1115,Forest,NULL,Water,Water,Water,Bareland
1116,Forest,NULL,Water,Water,Water,Water
1117,Forest,NULL,Water,Water,Water,Forest
1118,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1119,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1120,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1121,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1122,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1123,Forest,NULL,Forest,NULL,Non_Wetland,Water
1124,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1125,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1126,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1127,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1128,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1129,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1130,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1131,Forest,NULL,Forest,Water,Non_Wetland,Water
1132,Forest,NULL,Forest,Water,Non_Wetland,Forest
1133,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1134,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1135,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1136,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1137,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1138,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1139,Forest,Cropland,Water,NULL,Water,Grassland
1140,Forest,Cropland,Water,NULL,Water,Forest
1141,Forest,Cropland,Water,Non_Water,Water,Forest
1142,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1143,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1144,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1145,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1146,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1147,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1148,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1149,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1150,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1151,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
1152,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1153,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1154,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1155,Forest,Wetland,Wetland,Water,Wetland,Grassland
1156,Forest,Wetland,Wetland,Water,Wetland,Bareland
1157,Forest,Wetland,Wetland,Water,Wetland,Water
1158,Forest,Wetland,Wetland,Water,Wetland,Forest
1159,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1160,Forest,Wetland,Bareland,Water,Non_Wetland,Forest
1161,Forest,Wetland,Water,NULL,Water,Forest
1162,Forest,Wetland,Water,Non_Water,Water,Forest
1163,Forest,Wetland,Water,Water,Water,Bareland
1164,Forest,Wetland,Water,Water,Water,Water
1165,Forest,Wetland,Water,Water,Water,Forest
1166,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1167,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1168,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1169,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1170,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1171,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1172,Forest,Wetland,Forest,Water,Non_Wetland,Bareland
1173,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1174,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1175,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1176,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1177,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
1178,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1179,Forest,Bareland,Wetland,NULL,Wetland,Bareland
1180,Forest,Bareland,Wetland,NULL,Wetland,Water
1181,Forest,Bareland,Wetland,Water,Wetland,Bareland
1182,Forest,Bareland,Wetland,Water,Wetland,Water
1183,Forest,Bareland,Wetland,Water,Wetland,Forest
1184,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1185,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1186,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
1187,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
1188,Forest,Bareland,Water,Non_Water,Water,Bareland
1189,Forest,Bareland,Water,Non_Water,Water,Water
1190,Forest,Bareland,Water,Non_Water,Water,Forest
1191,Forest,Bareland,Water,Water,Water,Water
1192,Forest,Bareland,Water,Water,Water,Forest
1193,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1194,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
1195,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
1196,Forest,Bareland,Forest,Water,Non_Wetland,Grassland
1197,Forest,Bareland,Forest,Water,Non_Wetland,Water
1198,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1199,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1200,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water
1201,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1202,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1203,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1204,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1205,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1206,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1207,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1208,Forest,Built-up,Wetland,NULL,Wetland,Bareland
1209,Forest,Built-up,Wetland,Water,Wetland,Water
1210,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1211,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1212,Forest,Built-up,Water,Non_Water,Water,Forest
1213,Forest,Built-up,Water,Water,Water,Water
1214,Forest,Built-up,Water,Water,Water,Forest
1215,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1216,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1217,Forest,Built-up,Forest,NULL,Non_Wetland,Water
1218,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1219,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1220,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1221,Forest,Water,NULL,NULL,Non_Wetland,Water
1222,Forest,Water,NULL,NULL,Non_Wetland,Forest
1223,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1224,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1225,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1226,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1227,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1228,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1229,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1230,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1231,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1232,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1233,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1234,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1235,Forest,Water,Shrubland,Water,Non_Wetland,Water
1236,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1237,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1238,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1239,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1240,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1241,Forest,Water,Grassland,Water,Non_Wetland,Bareland
1242,Forest,Water,Grassland,Water,Non_Wetland,Water
1243,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1244,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1245,Forest,Water,Cropland,NULL,Non_Wetland,Water
1246,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1247,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1248,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1249,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1250,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1251,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1252,Forest,Water,Cropland,Water,Non_Wetland,Water
1253,Forest,Water,Cropland,Water,Non_Wetland,Forest
1254,Forest,Water,Wetland,NULL,Wetland,Grassland
1255,Forest,Water,Wetland,NULL,Wetland,Water
1256,Forest,Water,Wetland,NULL,Wetland,Forest
1257,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1258,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1259,Forest,Water,Wetland,Non_Water,Wetland,Water
1260,Forest,Water,Wetland,Non_Water,Wetland,Forest
1261,Forest,Water,Wetland,Water,Wetland,Grassland
1262,Forest,Water,Wetland,Water,Wetland,Bareland
1263,Forest,Water,Wetland,Water,Wetland,Water
1264,Forest,Water,Wetland,Water,Wetland,Forest
1265,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1266,Forest,Water,Bareland,NULL,Non_Wetland,Water
1267,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1268,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1269,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1270,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1271,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1272,Forest,Water,Bareland,Water,Non_Wetland,Water
1273,Forest,Water,Bareland,Water,Non_Wetland,Forest
1274,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
1275,Forest,Water,Built-up,Water,Non_Wetland,Water
1276,Forest,Water,Water,NULL,Water,Grassland
1277,Forest,Water,Water,NULL,Water,Bareland
1278,Forest,Water,Water,NULL,Water,Water
1279,Forest,Water,Water,NULL,Water,Forest
1280,Forest,Water,Water,Non_Water,Water,Grassland
1281,Forest,Water,Water,Non_Water,Water,Bareland
1282,Forest,Water,Water,Non_Water,Water,Water
1283,Forest,Water,Water,Non_Water,Water,Forest
1284,Forest,Water,Water,Water,Water,Grassland
1285,Forest,Water,Water,Water,Water,Bareland
1286,Forest,Water,Water,Water,Water,Water
1287,Forest,Water,Water,Water,Water,Forest
1288,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1289,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1290,Forest,Water,Forest,NULL,Non_Wetland,Built-up
1291,Forest,Water,Forest,NULL,Non_Wetland,Water
1292,Forest,Water,Forest,NULL,Non_Wetland,Forest
1293,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1294,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1295,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1296,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1297,Forest,Water,Forest,Water,Non_Wetland,Grassland
1298,Forest,Water,Forest,Water,Non_Wetland,Water
1299,Forest,Water,Forest,Water,Non_Wetland,Forest
1300,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1301,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1302,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
1303,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1304,Forest,Forest,NULL,Water,Non_Wetland,Forest
1305,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1306,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1307,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1308,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1309,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1310,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1311,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1312,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1313,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1314,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1315,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1316,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1317,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1318,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1319,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1320,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1321,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1322,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1323,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1324,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1325,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1326,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1327,Forest,Forest,Grassland,Water,Non_Wetland,Water
1328,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1329,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1330,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1331,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1332,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1333,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1334,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1335,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1336,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1337,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1338,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1339,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1340,Forest,Forest,Cropland,Water,Non_Wetland,Water
1341,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1342,Forest,Forest,Wetland,NULL,Wetland,NULL
1343,Forest,Forest,Wetland,NULL,Wetland,Grassland
1344,Forest,Forest,Wetland,NULL,Wetland,Bareland
1345,Forest,Forest,Wetland,NULL,Wetland,Water
