Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R
2601,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2602,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2603,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2604,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2605,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2606,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2607,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2608,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2609,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2610,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2611,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2612,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2613,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2614,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2615,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2616,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2617,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2618,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2619,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2620,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2621,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2622,Water,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2623,Water,Permanent_ice_and_snow,NULL,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2624,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2625,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2626,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2627,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
2628,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
2629,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2630,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2631,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2632,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2633,Water,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2634,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
2635,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
2636,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
2637,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2638,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2639,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2640,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2641,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2642,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2643,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2644,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2645,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2646,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2647,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2648,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2649,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2650,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2651,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2652,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2653,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2654,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2655,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2656,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2657,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2658,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2659,Water,Forest,Water,NULL,Water,NULL,NULL,NULL
2660,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2661,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
2662,Water,Forest,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2663,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2664,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2665,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2666,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2667,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2668,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2669,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2670,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2671,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2672,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2673,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2674,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2675,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2676,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2677,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2678,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2679,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2680,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2681,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2682,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2683,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2684,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2685,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2686,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2687,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2688,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2689,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2690,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2691,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2692,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2693,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2694,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2695,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2696,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2697,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2698,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2699,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2700,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2701,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2702,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2703,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2704,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2705,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2706,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2707,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2708,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2709,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2710,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2711,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2712,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2713,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2714,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2715,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2716,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2717,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2718,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2719,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2720,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2721,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2722,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2723,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2724,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2725,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2726,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2727,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
2728,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
2729,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2730,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
2731,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2732,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Water
2733,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
2734,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
2735,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
2736,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
2737,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
2738,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
2739,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2740,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2741,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2742,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2743,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2744,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2745,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2746,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2747,Permanent_ice_and_snow,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2748,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2749,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2750,Permanent_ice_and_snow,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2751,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2752,Permanent_ice_and_snow,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2753,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2754,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2755,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2756,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2757,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2758,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2759,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2760,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2761,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2762,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2763,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2764,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2765,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2766,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2767,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2768,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2769,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2770,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2771,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2772,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2773,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2774,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2775,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2776,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2777,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2778,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2779,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Bareland
2780,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2781,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2782,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2783,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2784,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2785,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Grassland
2786,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
2787,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Bareland
2788,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
2789,Permanent_ice_and_snow,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2790,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2791,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2792,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2793,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2794,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2795,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2796,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2797,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2798,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2799,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2800,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2801,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2802,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2803,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2804,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2805,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2806,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2807,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2808,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2809,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2810,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2811,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2812,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2813,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2814,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Permanent_ice_and_snow
2815,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2816,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2817,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2818,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2819,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2820,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2821,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2822,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2823,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2824,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2825,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2826,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2827,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2828,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2829,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2830,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2831,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,NULL
2832,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2833,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2834,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
2835,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2836,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Forest
2837,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Grassland
2838,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
2839,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
2840,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
2841,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2842,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2843,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2844,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2845,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2846,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2847,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2848,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2849,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2850,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2851,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2852,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2853,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2854,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2855,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2856,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2857,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2858,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2859,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2860,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2861,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2862,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2863,Permanent_ice_and_snow,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2864,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2865,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2866,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2867,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2868,Permanent_ice_and_snow,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
2869,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2870,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2871,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2872,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2873,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Built-up
2874,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Water
2875,Permanent_ice_and_snow,Built-up,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2876,Permanent_ice_and_snow,Built-up,Water,Water,Water,NULL,NULL,Water
2877,Permanent_ice_and_snow,Built-up,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2878,Permanent_ice_and_snow,Built-up,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2879,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2880,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2881,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
