Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFC_M_R
5392,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
5393,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5394,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5395,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
5396,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
5397,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Grassland
5398,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5399,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5400,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5401,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5402,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5403,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5404,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5405,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Wetland
5406,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
5407,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5408,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
5409,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5410,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
5411,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5412,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
5413,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5414,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5415,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5416,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5417,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5418,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5419,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
5420,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
5421,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
5422,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
5423,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5424,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
5425,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
5426,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
5427,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
5428,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5429,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5430,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5431,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
5432,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
5433,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
5434,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
5435,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5436,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5437,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5438,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
5439,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
5440,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
5441,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Water
5442,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
5443,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
5444,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
5445,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
5446,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
5447,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5448,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
5449,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
5450,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5451,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5452,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5453,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
5454,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
5455,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5456,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5457,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
5458,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
5459,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
5460,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
5461,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
5462,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
5463,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
5464,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
5465,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
5466,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
5467,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5468,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
5469,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
5470,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
5471,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
5472,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
5473,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Wetland
5474,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
5475,Water,Water,Built-up,Water,Non_Wetland,Bareland,Forest,Water
5476,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
5477,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
5478,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
5479,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
5480,Water,Water,Water,NULL,NULL,NULL,Wetland,Water
5481,Water,Water,Water,NULL,NULL,NULL,Wetland,Forest
5482,Water,Water,Water,NULL,NULL,NULL,Water,Water
5483,Water,Water,Water,NULL,NULL,NULL,Water,Forest
5484,Water,Water,Water,NULL,NULL,Wetland,Wetland,Forest
5485,Water,Water,Water,NULL,NULL,Wetland,Water,Water
5486,Water,Water,Water,NULL,NULL,Wetland,Water,Forest
5487,Water,Water,Water,NULL,NULL,Bareland,Water,Water
5488,Water,Water,Water,NULL,NULL,Water,Wetland,Water
5489,Water,Water,Water,NULL,NULL,Water,Wetland,Forest
5490,Water,Water,Water,NULL,NULL,Water,Water,Water
5491,Water,Water,Water,NULL,NULL,Water,Water,Forest
5492,Water,Water,Water,NULL,NULL,Forest,Water,Forest
5493,Water,Water,Water,NULL,Water,NULL,Wetland,Water
5494,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
5495,Water,Water,Water,NULL,Water,NULL,Water,Wetland
5496,Water,Water,Water,NULL,Water,NULL,Water,Water
5497,Water,Water,Water,NULL,Water,NULL,Water,Forest
5498,Water,Water,Water,NULL,Water,NULL,Forest,Forest
5499,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
5500,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
5501,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
5502,Water,Water,Water,NULL,Water,Grassland,Water,Water
5503,Water,Water,Water,NULL,Water,Grassland,Water,Forest
5504,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
5505,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
5506,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
5507,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
5508,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
5509,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
5510,Water,Water,Water,NULL,Water,Wetland,Water,Water
5511,Water,Water,Water,NULL,Water,Wetland,Water,Forest
5512,Water,Water,Water,NULL,Water,Wetland,Forest,Grassland
5513,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
5514,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
5515,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
5516,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
5517,Water,Water,Water,NULL,Water,Bareland,Water,Water
5518,Water,Water,Water,NULL,Water,Bareland,Water,Forest
5519,Water,Water,Water,NULL,Water,Bareland,Forest,Water
5520,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
5521,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
5522,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
5523,Water,Water,Water,NULL,Water,Water,Wetland,Water
5524,Water,Water,Water,NULL,Water,Water,Wetland,Forest
5525,Water,Water,Water,NULL,Water,Water,Bareland,Water
5526,Water,Water,Water,NULL,Water,Water,Bareland,Forest
5527,Water,Water,Water,NULL,Water,Water,Water,Grassland
5528,Water,Water,Water,NULL,Water,Water,Water,Wetland
5529,Water,Water,Water,NULL,Water,Water,Water,Water
5530,Water,Water,Water,NULL,Water,Water,Water,Forest
5531,Water,Water,Water,NULL,Water,Water,Forest,Water
5532,Water,Water,Water,NULL,Water,Water,Forest,Forest
5533,Water,Water,Water,NULL,Water,Forest,Wetland,Wetland
5534,Water,Water,Water,NULL,Water,Forest,Wetland,Water
5535,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
5536,Water,Water,Water,NULL,Water,Forest,Bareland,Forest
5537,Water,Water,Water,NULL,Water,Forest,Water,Wetland
5538,Water,Water,Water,NULL,Water,Forest,Water,Water
5539,Water,Water,Water,NULL,Water,Forest,Water,Forest
5540,Water,Water,Water,NULL,Water,Forest,Forest,Forest
5541,Water,Water,Water,Non_Water,NULL,NULL,Wetland,Water
5542,Water,Water,Water,Non_Water,NULL,Wetland,Water,Water
5543,Water,Water,Water,Non_Water,NULL,Water,Wetland,Wetland
5544,Water,Water,Water,Non_Water,NULL,Water,Wetland,Water
5545,Water,Water,Water,Non_Water,NULL,Water,Wetland,Forest
5546,Water,Water,Water,Non_Water,NULL,Water,Water,Wetland
5547,Water,Water,Water,Non_Water,NULL,Water,Water,Water
5548,Water,Water,Water,Non_Water,NULL,Water,Water,Forest
5549,Water,Water,Water,Non_Water,NULL,Forest,Wetland,Water
5550,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
5551,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
5552,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
5553,Water,Water,Water,Non_Water,Water,NULL,Water,Water
5554,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
5555,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
5556,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
5557,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
5558,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
5559,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
5560,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
5561,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
5562,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
5563,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
5564,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
5565,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
5566,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
5567,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
5568,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
5569,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
5570,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
5571,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
5572,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
5573,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
5574,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
5575,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
5576,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
5577,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
5578,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
5579,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
5580,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
5581,Water,Water,Water,Non_Water,Water,Water,Water,Water
5582,Water,Water,Water,Non_Water,Water,Water,Water,Forest
5583,Water,Water,Water,Non_Water,Water,Water,Forest,Water
5584,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
5585,Water,Water,Water,Non_Water,Water,Forest,Wetland,Grassland
5586,Water,Water,Water,Non_Water,Water,Forest,Wetland,Wetland
5587,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
5588,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
5589,Water,Water,Water,Non_Water,Water,Forest,Water,Wetland
5590,Water,Water,Water,Non_Water,Water,Forest,Water,Water
5591,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
5592,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
5593,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
5594,Water,Water,Water,Water,NULL,NULL,Wetland,Water
5595,Water,Water,Water,Water,NULL,NULL,Wetland,Forest
5596,Water,Water,Water,Water,NULL,NULL,Water,Wetland
5597,Water,Water,Water,Water,NULL,NULL,Water,Water
5598,Water,Water,Water,Water,NULL,NULL,Water,Forest
5599,Water,Water,Water,Water,NULL,Wetland,Wetland,Water
5600,Water,Water,Water,Water,NULL,Wetland,Wetland,Forest
5601,Water,Water,Water,Water,NULL,Wetland,Water,Wetland
5602,Water,Water,Water,Water,NULL,Wetland,Water,Water
5603,Water,Water,Water,Water,NULL,Wetland,Water,Forest
5604,Water,Water,Water,Water,NULL,Bareland,Wetland,Water
5605,Water,Water,Water,Water,NULL,Bareland,Wetland,Forest
5606,Water,Water,Water,Water,NULL,Bareland,Water,Wetland
5607,Water,Water,Water,Water,NULL,Bareland,Water,Water
5608,Water,Water,Water,Water,NULL,Bareland,Water,Forest
5609,Water,Water,Water,Water,NULL,Water,Wetland,Grassland
5610,Water,Water,Water,Water,NULL,Water,Wetland,Water
5611,Water,Water,Water,Water,NULL,Water,Wetland,Forest
5612,Water,Water,Water,Water,NULL,Water,Water,Grassland
5613,Water,Water,Water,Water,NULL,Water,Water,Wetland
5614,Water,Water,Water,Water,NULL,Water,Water,Water
5615,Water,Water,Water,Water,NULL,Water,Water,Forest
5616,Water,Water,Water,Water,NULL,Forest,Wetland,Water
5617,Water,Water,Water,Water,NULL,Forest,Wetland,Forest
5618,Water,Water,Water,Water,NULL,Forest,Water,Water
5619,Water,Water,Water,Water,NULL,Forest,Water,Forest
5620,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
5621,Water,Water,Water,Water,Water,NULL,Wetland,Water
5622,Water,Water,Water,Water,Water,NULL,Wetland,Forest
5623,Water,Water,Water,Water,Water,NULL,Water,Grassland
5624,Water,Water,Water,Water,Water,NULL,Water,Wetland
5625,Water,Water,Water,Water,Water,NULL,Water,Water
5626,Water,Water,Water,Water,Water,NULL,Water,Forest
5627,Water,Water,Water,Water,Water,NULL,Forest,Forest
5628,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
5629,Water,Water,Water,Water,Water,Grassland,Wetland,Water
5630,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
5631,Water,Water,Water,Water,Water,Grassland,Water,Grassland
5632,Water,Water,Water,Water,Water,Grassland,Water,Wetland
5633,Water,Water,Water,Water,Water,Grassland,Water,Bareland
5634,Water,Water,Water,Water,Water,Grassland,Water,Water
5635,Water,Water,Water,Water,Water,Grassland,Water,Forest
5636,Water,Water,Water,Water,Water,Grassland,Forest,Forest
5637,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
5638,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
5639,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
5640,Water,Water,Water,Water,Water,Wetland,Wetland,Water
5641,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
5642,Water,Water,Water,Water,Water,Wetland,Water,Grassland
5643,Water,Water,Water,Water,Water,Wetland,Water,Wetland
5644,Water,Water,Water,Water,Water,Wetland,Water,Bareland
5645,Water,Water,Water,Water,Water,Wetland,Water,Built-up
5646,Water,Water,Water,Water,Water,Wetland,Water,Water
5647,Water,Water,Water,Water,Water,Wetland,Water,Forest
5648,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
5649,Water,Water,Water,Water,Water,Wetland,Forest,Water
5650,Water,Water,Water,Water,Water,Wetland,Forest,Forest
5651,Water,Water,Water,Water,Water,Bareland,Wetland,Wetland
5652,Water,Water,Water,Water,Water,Bareland,Wetland,Bareland
5653,Water,Water,Water,Water,Water,Bareland,Wetland,Water
5654,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
5655,Water,Water,Water,Water,Water,Bareland,Water,Grassland
5656,Water,Water,Water,Water,Water,Bareland,Water,Wetland
5657,Water,Water,Water,Water,Water,Bareland,Water,Bareland
5658,Water,Water,Water,Water,Water,Bareland,Water,Built-up
5659,Water,Water,Water,Water,Water,Bareland,Water,Water
5660,Water,Water,Water,Water,Water,Bareland,Water,Forest
5661,Water,Water,Water,Water,Water,Built-up,Water,Water
5662,Water,Water,Water,Water,Water,Water,Grassland,Water
5663,Water,Water,Water,Water,Water,Water,Grassland,Forest
5664,Water,Water,Water,Water,Water,Water,Wetland,Grassland
5665,Water,Water,Water,Water,Water,Water,Wetland,Wetland
5666,Water,Water,Water,Water,Water,Water,Wetland,Water
5667,Water,Water,Water,Water,Water,Water,Wetland,Forest
5668,Water,Water,Water,Water,Water,Water,Bareland,Water
5669,Water,Water,Water,Water,Water,Water,Built-up,Water
5670,Water,Water,Water,Water,Water,Water,Water,Grassland
5671,Water,Water,Water,Water,Water,Water,Water,Wetland
5672,Water,Water,Water,Water,Water,Water,Water,Bareland
5673,Water,Water,Water,Water,Water,Water,Water,Built-up
5674,Water,Water,Water,Water,Water,Water,Water,Water
5675,Water,Water,Water,Water,Water,Water,Water,Forest
5676,Water,Water,Water,Water,Water,Water,Forest,Wetland
5677,Water,Water,Water,Water,Water,Water,Forest,Water
5678,Water,Water,Water,Water,Water,Water,Forest,Forest
5679,Water,Water,Water,Water,Water,Forest,Wetland,Water
5680,Water,Water,Water,Water,Water,Forest,Wetland,Forest
5681,Water,Water,Water,Water,Water,Forest,Water,Wetland
5682,Water,Water,Water,Water,Water,Forest,Water,Water
5683,Water,Water,Water,Water,Water,Forest,Water,Forest
5684,Water,Water,Water,Water,Water,Forest,Forest,Water
5685,Water,Water,Water,Water,Water,Forest,Forest,Forest
5686,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5687,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
5688,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5689,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5690,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5691,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5692,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5693,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
5694,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
5695,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5696,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
5697,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5698,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5699,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5700,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5701,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
5702,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
5703,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5704,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5705,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
5706,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5707,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5708,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5709,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5710,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5711,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5712,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5713,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5714,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
5715,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5716,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5717,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5718,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5719,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
5720,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5721,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
5722,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5723,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5724,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5725,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5726,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5727,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5728,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5729,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5730,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
5731,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5732,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5733,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5734,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5735,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
5736,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5737,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5738,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5739,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
5740,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5741,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5742,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
5743,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5744,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5745,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5746,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
5747,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5748,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5749,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
5750,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5751,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
5752,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5753,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
5754,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5755,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5756,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
5757,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5758,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
5759,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5760,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5761,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5762,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5763,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5764,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5765,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
5766,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
5767,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
5768,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
5769,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
5770,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
5771,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
5772,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5773,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5774,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
5775,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5776,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
5777,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5778,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
5779,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
5780,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
5781,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
5782,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
5783,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5784,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5785,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5786,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5787,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5788,Water,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
5789,Water,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Water
